Data;Ora solare;Livello Punta Salute (cm);;;
27-mar-99;4.00;25;;;
27-mar-99;5.00;35;;;
27-mar-99;6.00;47;;;
27-mar-99;7.00;60;;;
27-mar-99;8.00;67;;;
27-mar-99;9.00;68;;;
27-mar-99;10.00;59;;;
27-mar-99;11.00;52;;;
27-mar-99;12.00;36;;;
27-mar-99;13.00;19;;;
27-mar-99;14.00;8;;;
27-mar-99;15.00;3;;;
27-mar-99;16.00;11;;;
27-mar-99;17.00;27;;;
27-mar-99;18.00;46;;;
27-mar-99;19.00;59;;;
27-mar-99;20.00;68;;;
27-mar-99;21.00;72;;;
27-mar-99;22.00;65;;;
27-mar-99;23.00;51;;;
27-mar-99;0.00;33;;;
28-mar-99;1.00;17;;;
28-mar-99;2.00;6;;;
28-mar-99;3.00;0;;;
28-mar-99;4.00;4;;;
28-mar-99;5.00;17;;;
28-mar-99;6.00;35;;;
28-mar-99;7.00;51;;;
28-mar-99;8.00;62;;;
28-mar-99;9.00;67;;;
28-mar-99;10.00;61;;;
28-mar-99;11.00;48;;;
28-mar-99;12.00;31;;;
28-mar-99;13.00;12;;;
28-mar-99;14.00;-2;;;
28-mar-99;15.00;-12;;;
28-mar-99;16.00;-9;;;
28-mar-99;17.00;4;;;
28-mar-99;18.00;20;;;
28-mar-99;19.00;39;;;
28-mar-99;20.00;54;;;
28-mar-99;21.00;60;;;
28-mar-99;22.00;59;;;
28-mar-99;23.00;49;;;
28-mar-99;0.00;33;;;
29-mar-99;1.00;17;;;
29-mar-99;2.00;4;;;
29-mar-99;3.00;-1;;;
29-mar-99;4.00;-1;;;
29-mar-99;5.00;11;;;
29-mar-99;6.00;25;;;
29-mar-99;7.00;42;;;
29-mar-99;8.00;52;;;
29-mar-99;9.00;58;;;
29-mar-99;10.00;57;;;
29-mar-99;11.00;48;;;
29-mar-99;12.00;30;;;
29-mar-99;13.00;11;;;
29-mar-99;14.00;-7;;;
29-mar-99;15.00;-20;;;
29-mar-99;16.00;-25;;;
29-mar-99;17.00;-18;;;
29-mar-99;18.00;-1;;;
29-mar-99;19.00;18;;;
29-mar-99;20.00;37;;;
29-mar-99;21.00;50;;;
29-mar-99;22.00;55;;;
29-mar-99;23.00;52;;;
29-mar-99;0.00;39;;;
30-mar-99;1.00;20;;;
30-mar-99;2.00;6;;;
30-mar-99;3.00;-7;;;
30-mar-99;4.00;-10;;;
30-mar-99;5.00;-5;;;
30-mar-99;6.00;8;;;
30-mar-99;7.00;28;;;
30-mar-99;8.00;46;;;
30-mar-99;9.00;55;;;
30-mar-99;10.00;59;;;
30-mar-99;11.00;51;;;
30-mar-99;12.00;32;;;
30-mar-99;13.00;12;;;
30-mar-99;14.00;-8;;;
30-mar-99;15.00;-24;;;
30-mar-99;16.00;-32;;;
30-mar-99;17.00;-26;;;
30-mar-99;18.00;-10;;;
30-mar-99;19.00;11;;;
30-mar-99;20.00;32;;;
30-mar-99;21.00;51;;;
30-mar-99;22.00;60;;;
30-mar-99;23.00;60;;;
30-mar-99;0.00;48;;;
31-mar-99;1.00;31;;;
31-mar-99;2.00;12;;;
31-mar-99;3.00;-5;;;
31-mar-99;4.00;-13;;;
31-mar-99;5.00;-15;;;
31-mar-99;6.00;-5;;;
31-mar-99;7.00;11;;;
31-mar-99;8.00;30;;;
31-mar-99;9.00;43;;;
31-mar-99;10.00;49;;;
31-mar-99;11.00;48;;;
31-mar-99;12.00;36;;;
31-mar-99;13.00;18;;;
31-mar-99;14.00;-2;;;
31-mar-99;15.00;-20;;;
31-mar-99;16.00;-30;;;
31-mar-99;17.00;-31;;;
31-mar-99;18.00;-17;;;
31-mar-99;19.00;4;;;
31-mar-99;20.00;27;;;
31-mar-99;21.00;46;;;
31-mar-99;22.00;60;;;
31-mar-99;23.00;63;;;
31-mar-99;0.00;59;;;
1-apr-99;1.00;43;;;
1-apr-99;2.00;22;;;
1-apr-99;3.00;3;;;
1-apr-99;4.00;-13;;;
1-apr-99;5.00;-21;;;
1-apr-99;6.00;-18;;;
1-apr-99;7.00;-4;;;
1-apr-99;8.00;16;;;
1-apr-99;9.00;31;;;
1-apr-99;10.00;43;;;
1-apr-99;11.00;46;;;
1-apr-99;12.00;39;;;
1-apr-99;13.00;25;;;
1-apr-99;14.00;7;;;
1-apr-99;15.00;-10;;;
1-apr-99;16.00;-21;;;
1-apr-99;17.00;-25;;;
1-apr-99;18.00;-15;;;
1-apr-99;19.00;4;;;
1-apr-99;20.00;27;;;
1-apr-99;21.00;48;;;
1-apr-99;22.00;62;;;
1-apr-99;23.00;70;;;
1-apr-99;0.00;68;;;
2-apr-99;1.00;54;;;
2-apr-99;2.00;32;;;
2-apr-99;3.00;11;;;
2-apr-99;4.00;-8;;;
2-apr-99;5.00;-21;;;
2-apr-99;6.00;-24;;;
2-apr-99;7.00;-16;;;
2-apr-99;8.00;1;;;
2-apr-99;9.00;20;;;
2-apr-99;10.00;36;;;
2-apr-99;11.00;46;;;
2-apr-99;12.00;47;;;
2-apr-99;13.00;38;;;
2-apr-99;14.00;23;;;
2-apr-99;15.00;7;;;
2-apr-99;16.00;-7;;;
2-apr-99;17.00;-12;;;
2-apr-99;18.00;-9;;;
2-apr-99;19.00;7;;;
2-apr-99;20.00;27;;;
2-apr-99;21.00;47;;;
2-apr-99;22.00;62;;;
2-apr-99;23.00;71;;;
2-apr-99;0.00;70;;;
3-apr-99;1.00;56;;;
3-apr-99;2.00;36;;;
3-apr-99;3.00;16;;;
3-apr-99;4.00;-5;;;
3-apr-99;5.00;-20;;;
3-apr-99;6.00;-28;;;
3-apr-99;7.00;-25;;;
3-apr-99;8.00;-12;;;
3-apr-99;9.00;6;;;
3-apr-99;10.00;23;;;
3-apr-99;11.00;35;;;
3-apr-99;12.00;39;;;
3-apr-99;13.00;36;;;
3-apr-99;14.00;24;;;
3-apr-99;15.00;8;;;
3-apr-99;16.00;-5;;;
3-apr-99;17.00;-12;;;
3-apr-99;18.00;-9;;;
3-apr-99;19.00;4;;;
3-apr-99;20.00;23;;;
3-apr-99;21.00;42;;;
3-apr-99;22.00;55;;;
3-apr-99;23.00;63;;;
3-apr-99;0.00;63;;;
4-apr-99;1.00;52;;;
4-apr-99;2.00;35;;;
4-apr-99;3.00;12;;;
4-apr-99;4.00;-7;;;
4-apr-99;5.00;-21;;;
4-apr-99;6.00;-31;;;
4-apr-99;7.00;-28;;;
4-apr-99;8.00;-16;;;
4-apr-99;9.00;0;;;
4-apr-99;10.00;16;;;
4-apr-99;11.00;27;;;
4-apr-99;12.00;32;;;
4-apr-99;13.00;33;;;
4-apr-99;14.00;28;;;
4-apr-99;15.00;19;;;
4-apr-99;16.00;8;;;
4-apr-99;17.00;3;;;
4-apr-99;18.00;1;;;
4-apr-99;19.00;7;;;
4-apr-99;20.00;16;;;
4-apr-99;21.00;31;;;
4-apr-99;22.00;44;;;
4-apr-99;23.00;54;;;
4-apr-99;0.00;57;;;
5-apr-99;1.00;52;;;
5-apr-99;2.00;37;;;
5-apr-99;3.00;19;;;
5-apr-99;4.00;1;;;
5-apr-99;5.00;-14;;;
5-apr-99;6.00;-25;;;
5-apr-99;7.00;-28;;;
5-apr-99;8.00;-21;;;
5-apr-99;9.00;-8;;;
5-apr-99;10.00;4;;;
5-apr-99;11.00;16;;;
5-apr-99;12.00;25;;;
5-apr-99;13.00;30;;;
5-apr-99;14.00;31;;;
5-apr-99;15.00;27;;;
5-apr-99;16.00;17;;;
5-apr-99;17.00;8;;;
5-apr-99;18.00;1;;;
5-apr-99;19.00;0;;;
5-apr-99;20.00;6;;;
5-apr-99;21.00;17;;;
5-apr-99;22.00;31;;;
5-apr-99;23.00;41;;;
5-apr-99;0.00;46;;;
6-apr-99;1.00;44;;;
6-apr-99;2.00;36;;;
6-apr-99;3.00;20;;;
6-apr-99;4.00;4;;;
6-apr-99;5.00;-12;;;
6-apr-99;6.00;-24;;;
6-apr-99;7.00;-29;;;
6-apr-99;8.00;-26;;;
6-apr-99;9.00;-18;;;
6-apr-99;10.00;-6;;;
6-apr-99;11.00;8;;;
6-apr-99;12.00;17;;;
6-apr-99;13.00;23;;;
6-apr-99;14.00;27;;;
6-apr-99;15.00;26;;;
6-apr-99;16.00;20;;;
6-apr-99;17.00;12;;;
6-apr-99;18.00;8;;;
6-apr-99;19.00;7;;;
6-apr-99;20.00;9;;;
6-apr-99;21.00;17;;;
6-apr-99;22.00;27;;;
6-apr-99;23.00;36;;;
6-apr-99;0.00;43;;;
7-apr-99;1.00;43;;;
7-apr-99;2.00;39;;;
7-apr-99;3.00;27;;;
7-apr-99;4.00;14;;;
7-apr-99;5.00;0;;;
7-apr-99;6.00;-12;;;
7-apr-99;7.00;-17;;;
7-apr-99;8.00;-18;;;
7-apr-99;9.00;-9;;;
7-apr-99;10.00;0;;;
7-apr-99;11.00;10;;;
7-apr-99;12.00;17;;;
7-apr-99;13.00;23;;;
7-apr-99;14.00;27;;;
7-apr-99;15.00;30;;;
7-apr-99;16.00;30;;;
7-apr-99;17.00;28;;;
7-apr-99;18.00;27;;;
7-apr-99;19.00;25;;;
7-apr-99;20.00;25;;;
7-apr-99;21.00;28;;;
7-apr-99;22.00;36;;;
7-apr-99;23.00;41;;;
7-apr-99;0.00;46;;;
8-apr-99;1.00;46;;;
8-apr-99;2.00;43;;;
8-apr-99;3.00;38;;;
8-apr-99;4.00;28;;;
8-apr-99;5.00;17;;;
8-apr-99;6.00;9;;;
8-apr-99;7.00;6;;;
8-apr-99;8.00;7;;;
8-apr-99;9.00;9;;;
8-apr-99;10.00;9;;;
8-apr-99;11.00;12;;;
8-apr-99;12.00;16;;;
8-apr-99;13.00;19;;;
8-apr-99;14.00;23;;;
8-apr-99;15.00;27;;;
8-apr-99;16.00;35;;;
8-apr-99;17.00;41;;;
8-apr-99;18.00;43;;;
8-apr-99;19.00;46;;;
8-apr-99;20.00;46;;;
8-apr-99;21.00;40;;;
8-apr-99;22.00;36;;;
8-apr-99;23.00;31;;;
8-apr-99;0.00;27;;;
9-apr-99;1.00;28;;;
9-apr-99;2.00;25;;;
9-apr-99;3.00;23;;;
9-apr-99;4.00;23;;;
9-apr-99;5.00;23;;;
9-apr-99;6.00;20;;;
9-apr-99;7.00;17;;;
9-apr-99;8.00;16;;;
9-apr-99;9.00;11;;;
9-apr-99;10.00;6;;;
9-apr-99;11.00;3;;;
9-apr-99;12.00;0;;;
9-apr-99;13.00;4;;;
9-apr-99;14.00;11;;;
9-apr-99;15.00;19;;;
9-apr-99;16.00;30;;;
9-apr-99;17.00;38;;;
9-apr-99;18.00;43;;;
9-apr-99;19.00;46;;;
9-apr-99;20.00;46;;;
9-apr-99;21.00;42;;;
9-apr-99;22.00;36;;;
9-apr-99;23.00;27;;;
9-apr-99;0.00;23;;;
10-apr-99;1.00;20;;;
10-apr-99;2.00;20;;;
10-apr-99;3.00;23;;;
10-apr-99;4.00;31;;;
10-apr-99;5.00;36;;;
10-apr-99;6.00;39;;;
10-apr-99;7.00;36;;;
10-apr-99;8.00;27;;;
10-apr-99;9.00;17;;;
10-apr-99;10.00;7;;;
10-apr-99;11.00;-1;;;
10-apr-99;12.00;-4;;;
10-apr-99;13.00;-2;;;
10-apr-99;14.00;4;;;
10-apr-99;15.00;11;;;
10-apr-99;16.00;20;;;
10-apr-99;17.00;31;;;
10-apr-99;18.00;41;;;
10-apr-99;19.00;44;;;
10-apr-99;20.00;47;;;
10-apr-99;21.00;44;;;
10-apr-99;22.00;38;;;
10-apr-99;23.00;27;;;
10-apr-99;0.00;20;;;
11-apr-99;1.00;15;;;
11-apr-99;2.00;12;;;
11-apr-99;3.00;14;;;
11-apr-99;4.00;20;;;
11-apr-99;5.00;28;;;
11-apr-99;6.00;33;;;
11-apr-99;7.00;38;;;
11-apr-99;8.00;36;;;
11-apr-99;9.00;27;;;
11-apr-99;10.00;17;;;
11-apr-99;11.00;6;;;
11-apr-99;12.00;-4;;;
11-apr-99;13.00;-8;;;
11-apr-99;14.00;-8;;;
11-apr-99;15.00;0;;;
11-apr-99;16.00;11;;;
11-apr-99;17.00;25;;;
11-apr-99;18.00;38;;;
11-apr-99;19.00;48;;;
11-apr-99;20.00;55;;;
11-apr-99;21.00;55;;;
11-apr-99;22.00;48;;;
11-apr-99;23.00;36;;;
11-apr-99;0.00;23;;;
12-apr-99;1.00;12;;;
12-apr-99;2.00;6;;;
12-apr-99;3.00;4;;;
12-apr-99;4.00;9;;;
12-apr-99;5.00;20;;;
12-apr-99;6.00;30;;;
12-apr-99;7.00;40;;;
12-apr-99;8.00;44;;;
12-apr-99;9.00;43;;;
12-apr-99;10.00;35;;;
12-apr-99;11.00;22;;;
12-apr-99;12.00;7;;;
12-apr-99;13.00;-7;;;
12-apr-99;14.00;-13;;;
12-apr-99;15.00;-12;;;
12-apr-99;16.00;-1;;;
12-apr-99;17.00;19;;;
12-apr-99;18.00;38;;;
12-apr-99;19.00;55;;;
12-apr-99;20.00;68;;;
12-apr-99;21.00;75;;;
12-apr-99;22.00;75;;;
12-apr-99;23.00;67;;;
12-apr-99;0.00;49;;;
13-apr-99;1.00;33;;;
13-apr-99;2.00;19;;;
13-apr-99;3.00;9;;;
13-apr-99;4.00;8;;;
13-apr-99;5.00;16;;;
13-apr-99;6.00;31;;;
13-apr-99;7.00;48;;;
13-apr-99;8.00;59;;;
13-apr-99;9.00;63;;;
13-apr-99;10.00;57;;;
13-apr-99;11.00;43;;;
13-apr-99;12.00;23;;;
13-apr-99;13.00;6;;;
13-apr-99;14.00;-8;;;
13-apr-99;15.00;-14;;;
13-apr-99;16.00;-9;;;
13-apr-99;17.00;8;;;
13-apr-99;18.00;29;;;
13-apr-99;19.00;48;;;
13-apr-99;20.00;63;;;
13-apr-99;21.00;75;;;
13-apr-99;22.00;75;;;
13-apr-99;23.00;62;;;
13-apr-99;0.00;43;;;
14-apr-99;1.00;22;;;
14-apr-99;2.00;3;;;
14-apr-99;3.00;-12;;;
14-apr-99;4.00;-19;;;
14-apr-99;5.00;-12;;;
14-apr-99;6.00;7;;;
14-apr-99;7.00;28;;;
14-apr-99;8.00;46;;;
14-apr-99;9.00;59;;;
14-apr-99;10.00;63;;;
14-apr-99;11.00;57;;;
14-apr-99;12.00;43;;;
14-apr-99;13.00;25;;;
14-apr-99;14.00;11;;;
14-apr-99;15.00;0;;;
14-apr-99;16.00;-1;;;
14-apr-99;17.00;8;;;
14-apr-99;18.00;27;;;
14-apr-99;19.00;48;;;
14-apr-99;20.00;65;;;
14-apr-99;21.00;78;;;
14-apr-99;22.00;84;;;
14-apr-99;23.00;78;;;
14-apr-99;0.00;59;;;
15-apr-99;1.00;36;;;
15-apr-99;2.00;14;;;
15-apr-99;3.00;-5;;;
15-apr-99;4.00;-19;;;
15-apr-99;5.00;-20;;;
15-apr-99;6.00;-5;;;
15-apr-99;7.00;18;;;
15-apr-99;8.00;40;;;
15-apr-99;9.00;55;;;
15-apr-99;10.00;67;;;
15-apr-99;11.00;68;;;
15-apr-99;12.00;59;;;
15-apr-99;13.00;39;;;
15-apr-99;14.00;23;;;
15-apr-99;15.00;7;;;
15-apr-99;16.00;0;;;
15-apr-99;17.00;3;;;
15-apr-99;18.00;18;;;
15-apr-99;19.00;38;;;
15-apr-99;20.00;62;;;
15-apr-99;21.00;80;;;
15-apr-99;22.00;95;;;
15-apr-99;23.00;100;;;
15-apr-99;0.00;92;;;
16-apr-99;1.00;75;;;
16-apr-99;2.00;56;;;
16-apr-99;3.00;36;;;
16-apr-99;4.00;20;;;
16-apr-99;5.00;14;;;
16-apr-99;6.00;19;;;
16-apr-99;7.00;36;;;
16-apr-99;8.00;59;;;
16-apr-99;9.00;82;;;
16-apr-99;10.00;97;;;
16-apr-99;11.00;107;;;
16-apr-99;12.00;103;;;
16-apr-99;13.00;84;;;
16-apr-99;14.00;63;;;
16-apr-99;15.00;42;;;
16-apr-99;16.00;27;;;
16-apr-99;17.00;23;;;
16-apr-99;18.00;25;;;
16-apr-99;19.00;43;;;
16-apr-99;20.00;63;;;
16-apr-99;21.00;85;;;
16-apr-99;22.00;97;;;
16-apr-99;23.00;103;;;
16-apr-99;0.00;94;;;
17-apr-99;1.00;77;;;
17-apr-99;2.00;53;;;
17-apr-99;3.00;27;;;
17-apr-99;4.00;3;;;
17-apr-99;5.00;-17;;;
17-apr-99;6.00;-25;;;
17-apr-99;7.00;-12;;;
17-apr-99;8.00;7;;;
17-apr-99;9.00;31;;;
17-apr-99;10.00;48;;;
17-apr-99;11.00;60;;;
17-apr-99;12.00;60;;;
17-apr-99;13.00;52;;;
17-apr-99;14.00;35;;;
17-apr-99;15.00;17;;;
17-apr-99;16.00;4;;;
17-apr-99;17.00;-2;;;
17-apr-99;18.00;6;;;
17-apr-99;19.00;22;;;
17-apr-99;20.00;46;;;
17-apr-99;21.00;70;;;
17-apr-99;22.00;86;;;
17-apr-99;23.00;99;;;
17-apr-99;0.00;103;;;
18-apr-99;1.00;91;;;
18-apr-99;2.00;70;;;
18-apr-99;3.00;41;;;
18-apr-99;4.00;19;;;
18-apr-99;5.00;-4;;;
18-apr-99;6.00;-20;;;
18-apr-99;7.00;-21;;;
18-apr-99;8.00;-10;;;
18-apr-99;9.00;7;;;
18-apr-99;10.00;25;;;
18-apr-99;11.00;38;;;
18-apr-99;12.00;46;;;
18-apr-99;13.00;46;;;
18-apr-99;14.00;39;;;
18-apr-99;15.00;27;;;
18-apr-99;16.00;16;;;
18-apr-99;17.00;7;;;
18-apr-99;18.00;8;;;
18-apr-99;19.00;23;;;
18-apr-99;20.00;41;;;
18-apr-99;21.00;57;;;
18-apr-99;22.00;72;;;
18-apr-99;23.00;80;;;
18-apr-99;0.00;83;;;
19-apr-99;1.00;75;;;
19-apr-99;2.00;60;;;
19-apr-99;3.00;40;;;
19-apr-99;4.00;20;;;
19-apr-99;5.00;-1;;;
19-apr-99;6.00;-20;;;
19-apr-99;7.00;-29;;;
19-apr-99;8.00;-25;;;
19-apr-99;9.00;-10;;;
19-apr-99;10.00;6;;;
19-apr-99;11.00;23;;;
19-apr-99;12.00;39;;;
19-apr-99;13.00;48;;;
19-apr-99;14.00;52;;;
19-apr-99;15.00;48;;;
19-apr-99;16.00;40;;;
19-apr-99;17.00;31;;;
19-apr-99;18.00;24;;;
19-apr-99;19.00;25;;;
19-apr-99;20.00;35;;;
19-apr-99;21.00;46;;;
19-apr-99;22.00;55;;;
19-apr-99;23.00;66;;;
19-apr-99;0.00;69;;;
20-apr-99;1.00;62;;;
20-apr-99;2.00;51;;;
20-apr-99;3.00;34;;;
20-apr-99;4.00;15;;;
20-apr-99;5.00;-5;;;
20-apr-99;6.00;-23;;;
20-apr-99;7.00;-36;;;
20-apr-99;8.00;-40;;;
20-apr-99;9.00;-33;;;
20-apr-99;10.00;-16;;;
20-apr-99;11.00;4;;;
20-apr-99;12.00;20;;;
20-apr-99;13.00;35;;;
20-apr-99;14.00;46;;;
20-apr-99;15.00;52;;;
20-apr-99;16.00;50;;;
20-apr-99;17.00;43;;;
20-apr-99;18.00;35;;;
20-apr-99;19.00;28;;;
20-apr-99;20.00;27;;;
20-apr-99;21.00;31;;;
20-apr-99;22.00;40;;;
20-apr-99;23.00;48;;;
20-apr-99;0.00;52;;;
21-apr-99;1.00;52;;;
21-apr-99;2.00;46;;;
21-apr-99;3.00;33;;;
21-apr-99;4.00;17;;;
21-apr-99;5.00;4;;;
21-apr-99;6.00;-8;;;
21-apr-99;7.00;-19;;;
21-apr-99;8.00;-22;;;
21-apr-99;9.00;-17;;;
21-apr-99;10.00;-5;;;
21-apr-99;11.00;11;;;
21-apr-99;12.00;25;;;
21-apr-99;13.00;40;;;
21-apr-99;14.00;51;;;
21-apr-99;15.00;56;;;
21-apr-99;16.00;56;;;
21-apr-99;17.00;52;;;
21-apr-99;18.00;43;;;
21-apr-99;19.00;36;;;
21-apr-99;20.00;31;;;
21-apr-99;21.00;30;;;
21-apr-99;22.00;36;;;
21-apr-99;23.00;43;;;
21-apr-99;0.00;48;;;
22-apr-99;1.00;51;;;
22-apr-99;2.00;48;;;
22-apr-99;3.00;43;;;
22-apr-99;4.00;36;;;
22-apr-99;5.00;30;;;
22-apr-99;6.00;20;;;
22-apr-99;7.00;15;;;
22-apr-99;8.00;12;;;
22-apr-99;9.00;11;;;
22-apr-99;10.00;11;;;
22-apr-99;11.00;16;;;
22-apr-99;12.00;23;;;
22-apr-99;13.00;30;;;
22-apr-99;14.00;36;;;
22-apr-99;15.00;41;;;
22-apr-99;16.00;43;;;
22-apr-99;17.00;46;;;
22-apr-99;18.00;44;;;
22-apr-99;19.00;44;;;
22-apr-99;20.00;43;;;
22-apr-99;21.00;40;;;
22-apr-99;22.00;38;;;
22-apr-99;23.00;35;;;
22-apr-99;0.00;31;;;
23-apr-99;1.00;27;;;
23-apr-99;2.00;27;;;
23-apr-99;3.00;25;;;
23-apr-99;4.00;27;;;
23-apr-99;5.00;31;;;
23-apr-99;6.00;32;;;
23-apr-99;7.00;30;;;
23-apr-99;8.00;25;;;
23-apr-99;9.00;19;;;
23-apr-99;10.00;10;;;
23-apr-99;11.00;4;;;
23-apr-99;12.00;0;;;
23-apr-99;13.00;0;;;
23-apr-99;14.00;8;;;
23-apr-99;15.00;20;;;
23-apr-99;16.00;35;;;
23-apr-99;17.00;47;;;
23-apr-99;18.00;55;;;
23-apr-99;19.00;56;;;
23-apr-99;20.00;51;;;
23-apr-99;21.00;40;;;
23-apr-99;22.00;31;;;
23-apr-99;23.00;23;;;
23-apr-99;0.00;19;;;
24-apr-99;1.00;19;;;
24-apr-99;2.00;19;;;
24-apr-99;3.00;22;;;
24-apr-99;4.00;25;;;
24-apr-99;5.00;31;;;
24-apr-99;6.00;38;;;
24-apr-99;7.00;39;;;
24-apr-99;8.00;36;;;
24-apr-99;9.00;28;;;
24-apr-99;10.00;16;;;
24-apr-99;11.00;4;;;
24-apr-99;12.00;-2;;;
24-apr-99;13.00;-4;;;
24-apr-99;14.00;3;;;
24-apr-99;15.00;14;;;
24-apr-99;16.00;27;;;
24-apr-99;17.00;39;;;
24-apr-99;18.00;48;;;
24-apr-99;19.00;52;;;
24-apr-99;20.00;55;;;
24-apr-99;21.00;52;;;
24-apr-99;22.00;43;;;
24-apr-99;23.00;32;;;
24-apr-99;0.00;22;;;
25-apr-99;1.00;11;;;
25-apr-99;2.00;7;;;
25-apr-99;3.00;7;;;
25-apr-99;4.00;14;;;
25-apr-99;5.00;23;;;
25-apr-99;6.00;32;;;
25-apr-99;7.00;39;;;
25-apr-99;8.00;40;;;
25-apr-99;9.00;35;;;
25-apr-99;10.00;24;;;
25-apr-99;11.00;13;;;
25-apr-99;12.00;3;;;
25-apr-99;13.00;-5;;;
25-apr-99;14.00;-5;;;
25-apr-99;15.00;3;;;
25-apr-99;16.00;16;;;
25-apr-99;17.00;31;;;
25-apr-99;18.00;46;;;
25-apr-99;19.00;57;;;
25-apr-99;20.00;63;;;
25-apr-99;21.00;63;;;
25-apr-99;22.00;57;;;
25-apr-99;23.00;43;;;
25-apr-99;0.00;25;;;
26-apr-99;1.00;13;;;
26-apr-99;2.00;4;;;
26-apr-99;3.00;0;;;
26-apr-99;4.00;3;;;
26-apr-99;5.00;11;;;
26-apr-99;6.00;23;;;
26-apr-99;7.00;35;;;
26-apr-99;8.00;40;;;
26-apr-99;9.00;42;;;
26-apr-99;10.00;36;;;
26-apr-99;11.00;24;;;
26-apr-99;12.00;12;;;
26-apr-99;13.00;0;;;
26-apr-99;14.00;-5;;;
26-apr-99;15.00;-5;;;
26-apr-99;16.00;5;;;
26-apr-99;17.00;22;;;
26-apr-99;18.00;40;;;
26-apr-99;19.00;56;;;
26-apr-99;20.00;68;;;
26-apr-99;21.00;68;;;
26-apr-99;22.00;63;;;
26-apr-99;23.00;49;;;
26-apr-99;0.00;31;;;
27-apr-99;1.00;14;;;
27-apr-99;2.00;0;;;
27-apr-99;3.00;-8;;;
27-apr-99;4.00;-8;;;
27-apr-99;5.00;3;;;
27-apr-99;6.00;16;;;
27-apr-99;7.00;32;;;
27-apr-99;8.00;44;;;
27-apr-99;9.00;52;;;
27-apr-99;10.00;52;;;
27-apr-99;11.00;43;;;
27-apr-99;12.00;25;;;
27-apr-99;13.00;11;;;
27-apr-99;14.00;-1;;;
27-apr-99;15.00;-5;;;
27-apr-99;16.00;6;;;
27-apr-99;17.00;20;;;
27-apr-99;18.00;39;;;
27-apr-99;19.00;55;;;
27-apr-99;20.00;67;;;
27-apr-99;21.00;70;;;
27-apr-99;22.00;65;;;
27-apr-99;23.00;52;;;
27-apr-99;0.00;35;;;
28-apr-99;1.00;16;;;
28-apr-99;2.00;-1;;;
28-apr-99;3.00;-12;;;
28-apr-99;4.00;-16;;;
28-apr-99;5.00;-10;;;
28-apr-99;6.00;3;;;
28-apr-99;7.00;20;;;
28-apr-99;8.00;35;;;
28-apr-99;9.00;43;;;
28-apr-99;10.00;48;;;
28-apr-99;11.00;42;;;
28-apr-99;12.00;30;;;
28-apr-99;13.00;13;;;
28-apr-99;14.00;-1;;;
28-apr-99;15.00;-8;;;
28-apr-99;16.00;-10;;;
28-apr-99;17.00;0;;;
28-apr-99;18.00;16;;;
28-apr-99;19.00;35;;;
28-apr-99;20.00;51;;;
28-apr-99;21.00;59;;;
28-apr-99;22.00;60;;;
28-apr-99;23.00;54;;;
28-apr-99;0.00;38;;;
29-apr-99;1.00;17;;;
29-apr-99;2.00;-4;;;
29-apr-99;3.00;-20;;;
29-apr-99;4.00;-28;;;
29-apr-99;5.00;-24;;;
29-apr-99;6.00;-8;;;
29-apr-99;7.00;12;;;
29-apr-99;8.00;31;;;
29-apr-99;9.00;44;;;
29-apr-99;10.00;52;;;
29-apr-99;11.00;51;;;
29-apr-99;12.00;36;;;
29-apr-99;13.00;20;;;
29-apr-99;14.00;8;;;
29-apr-99;15.00;-2;;;
29-apr-99;16.00;-4;;;
29-apr-99;17.00;4;;;
29-apr-99;18.00;19;;;
29-apr-99;19.00;38;;;
29-apr-99;20.00;55;;;
29-apr-99;21.00;70;;;
29-apr-99;22.00;75;;;
29-apr-99;23.00;72;;;
29-apr-99;0.00;57;;;
30-apr-99;1.00;39;;;
30-apr-99;2.00;19;;;
30-apr-99;3.00;1;;;
30-apr-99;4.00;-12;;;
30-apr-99;5.00;-16;;;
30-apr-99;6.00;-10;;;
30-apr-99;7.00;5;;;
30-apr-99;8.00;23;;;
30-apr-99;9.00;40;;;
30-apr-99;10.00;52;;;
30-apr-99;11.00;57;;;
30-apr-99;12.00;54;;;
30-apr-99;13.00;43;;;
30-apr-99;14.00;27;;;
30-apr-99;15.00;14;;;
30-apr-99;16.00;4;;;
30-apr-99;17.00;4;;;
30-apr-99;18.00;16;;;
30-apr-99;19.00;35;;;
30-apr-99;20.00;52;;;
30-apr-99;21.00;69;;;
30-apr-99;22.00;77;;;
30-apr-99;23.00;77;;;
30-apr-99;0.00;67;;;
1-mag-99;1.00;48;;;
1-mag-99;2.00;24;;;
1-mag-99;3.00;3;;;
1-mag-99;4.00;-15;;;
1-mag-99;5.00;-25;;;
1-mag-99;6.00;-25;;;
1-mag-99;7.00;-9;;;
1-mag-99;8.00;11;;;
1-mag-99;9.00;31;;;
1-mag-99;10.00;43;;;
1-mag-99;11.00;52;;;
1-mag-99;12.00;52;;;
1-mag-99;13.00;46;;;
1-mag-99;14.00;31;;;
1-mag-99;15.00;17;;;
1-mag-99;16.00;6;;;
1-mag-99;17.00;1;;;
1-mag-99;18.00;8;;;
1-mag-99;19.00;23;;;
1-mag-99;20.00;42;;;
1-mag-99;21.00;59;;;
1-mag-99;22.00;71;;;
1-mag-99;23.00;72;;;
1-mag-99;0.00;63;;;
2-mag-99;1.00;46;;;
2-mag-99;2.00;24;;;
2-mag-99;3.00;4;;;
