Data;Ora solare;Livello Punta Salute (cm);;;
29-giu-99;7.00;-25;;;
29-giu-99;8.00;-5;;;
29-giu-99;9.00;15;;;
29-giu-99;10.00;32;;;
29-giu-99;11.00;43;;;
29-giu-99;12.00;46;;;
29-giu-99;13.00;43;;;
29-giu-99;14.00;32;;;
29-giu-99;15.00;20;;;
29-giu-99;16.00;7;;;
29-giu-99;17.00;4;;;
29-giu-99;18.00;9;;;
29-giu-99;19.00;23;;;
29-giu-99;20.00;39;;;
29-giu-99;21.00;52;;;
29-giu-99;22.00;60;;;
29-giu-99;23.00;60;;;
29-giu-99;0.00;52;;;
30-giu-99;1.00;35;;;
30-giu-99;2.00;13;;;
30-giu-99;3.00;-8;;;
30-giu-99;4.00;-28;;;
30-giu-99;5.00;-40;;;
30-giu-99;6.00;-44;;;
30-giu-99;7.00;-32;;;
30-giu-99;8.00;-12;;;
30-giu-99;9.00;8;;;
30-giu-99;10.00;24;;;
30-giu-99;11.00;39;;;
30-giu-99;12.00;44;;;
30-giu-99;13.00;41;;;
30-giu-99;14.00;35;;;
30-giu-99;15.00;21;;;
30-giu-99;16.00;9;;;
30-giu-99;17.00;4;;;
30-giu-99;18.00;7;;;
30-giu-99;19.00;16;;;
30-giu-99;20.00;30;;;
30-giu-99;21.00;43;;;
30-giu-99;22.00;55;;;
30-giu-99;23.00;60;;;
30-giu-99;0.00;59;;;
1-lug-99;1.00;44;;;
1-lug-99;2.00;24;;;
1-lug-99;3.00;3;;;
1-lug-99;4.00;-17;;;
1-lug-99;5.00;-33;;;
1-lug-99;6.00;-40;;;
1-lug-99;7.00;-37;;;
1-lug-99;8.00;-23;;;
1-lug-99;9.00;-2;;;
1-lug-99;10.00;17;;;
1-lug-99;11.00;31;;;
1-lug-99;12.00;41;;;
1-lug-99;13.00;46;;;
1-lug-99;14.00;43;;;
1-lug-99;15.00;31;;;
1-lug-99;16.00;19;;;
1-lug-99;17.00;8;;;
1-lug-99;18.00;4;;;
1-lug-99;19.00;9;;;
1-lug-99;20.00;20;;;
1-lug-99;21.00;36;;;
1-lug-99;22.00;48;;;
1-lug-99;23.00;55;;;
1-lug-99;0.00;56;;;
2-lug-99;1.00;46;;;
2-lug-99;2.00;29;;;
2-lug-99;3.00;8;;;
2-lug-99;4.00;-13;;;
2-lug-99;5.00;-31;;;
2-lug-99;6.00;-40;;;
2-lug-99;7.00;-39;;;
2-lug-99;8.00;-26;;;
2-lug-99;9.00;-8;;;
2-lug-99;10.00;11;;;
2-lug-99;11.00;27;;;
2-lug-99;12.00;38;;;
2-lug-99;13.00;44;;;
2-lug-99;14.00;44;;;
2-lug-99;15.00;38;;;
2-lug-99;16.00;28;;;
2-lug-99;17.00;20;;;
2-lug-99;18.00;15;;;
2-lug-99;19.00;14;;;
2-lug-99;20.00;17;;;
2-lug-99;21.00;27;;;
2-lug-99;22.00;39;;;
2-lug-99;23.00;48;;;
2-lug-99;0.00;52;;;
3-lug-99;1.00;48;;;
3-lug-99;2.00;36;;;
3-lug-99;3.00;20;;;
3-lug-99;4.00;0;;;
3-lug-99;5.00;-16;;;
3-lug-99;6.00;-28;;;
3-lug-99;7.00;-33;;;
3-lug-99;8.00;-28;;;
3-lug-99;9.00;-16;;;
3-lug-99;10.00;2;;;
3-lug-99;11.00;19;;;
3-lug-99;12.00;31;;;
3-lug-99;13.00;43;;;
3-lug-99;14.00;47;;;
3-lug-99;15.00;46;;;
3-lug-99;16.00;40;;;
3-lug-99;17.00;31;;;
3-lug-99;18.00;22;;;
3-lug-99;19.00;16;;;
3-lug-99;20.00;15;;;
3-lug-99;21.00;19;;;
3-lug-99;22.00;27;;;
3-lug-99;23.00;36;;;
3-lug-99;0.00;41;;;
4-lug-99;1.00;43;;;
4-lug-99;2.00;39;;;
4-lug-99;3.00;27;;;
4-lug-99;4.00;12;;;
4-lug-99;5.00;-5;;;
4-lug-99;6.00;-17;;;
4-lug-99;7.00;-25;;;
4-lug-99;8.00;-27;;;
4-lug-99;9.00;-20;;;
4-lug-99;10.00;-5;;;
4-lug-99;11.00;10;;;
4-lug-99;12.00;23;;;
4-lug-99;13.00;36;;;
4-lug-99;14.00;44;;;
4-lug-99;15.00;48;;;
4-lug-99;16.00;49;;;
4-lug-99;17.00;43;;;
4-lug-99;18.00;32;;;
4-lug-99;19.00;23;;;
4-lug-99;20.00;16;;;
4-lug-99;21.00;12;;;
4-lug-99;22.00;16;;;
4-lug-99;23.00;23;;;
4-lug-99;0.00;32;;;
5-lug-99;1.00;38;;;
5-lug-99;2.00;38;;;
5-lug-99;3.00;32;;;
5-lug-99;4.00;22;;;
5-lug-99;5.00;8;;;
5-lug-99;6.00;-6;;;
5-lug-99;7.00;-16;;;
5-lug-99;8.00;-20;;;
5-lug-99;9.00;-18;;;
5-lug-99;10.00;-8;;;
5-lug-99;11.00;6;;;
5-lug-99;12.00;20;;;
5-lug-99;13.00;33;;;
5-lug-99;14.00;46;;;
5-lug-99;15.00;55;;;
5-lug-99;16.00;57;;;
5-lug-99;17.00;55;;;
5-lug-99;18.00;46;;;
5-lug-99;19.00;35;;;
5-lug-99;20.00;25;;;
5-lug-99;21.00;19;;;
5-lug-99;22.00;17;;;
5-lug-99;23.00;20;;;
5-lug-99;0.00;23;;;
6-lug-99;1.00;30;;;
6-lug-99;2.00;32;;;
6-lug-99;3.00;31;;;
6-lug-99;4.00;27;;;
6-lug-99;5.00;20;;;
6-lug-99;6.00;14;;;
6-lug-99;7.00;7;;;
6-lug-99;8.00;3;;;
6-lug-99;9.00;0;;;
6-lug-99;10.00;3;;;
6-lug-99;11.00;9;;;
6-lug-99;12.00;20;;;
6-lug-99;13.00;33;;;
6-lug-99;14.00;45;;;
6-lug-99;15.00;55;;;
6-lug-99;16.00;63;;;
6-lug-99;17.00;66;;;
6-lug-99;18.00;66;;;
6-lug-99;19.00;60;;;
6-lug-99;20.00;50;;;
6-lug-99;21.00;38;;;
6-lug-99;22.00;23;;;
6-lug-99;23.00;14;;;
6-lug-99;0.00;11;;;
7-lug-99;1.00;11;;;
7-lug-99;2.00;14;;;
7-lug-99;3.00;12;;;
7-lug-99;4.00;16;;;
7-lug-99;5.00;20;;;
7-lug-99;6.00;20;;;
7-lug-99;7.00;16;;;
7-lug-99;8.00;8;;;
7-lug-99;9.00;4;;;
7-lug-99;10.00;0;;;
7-lug-99;11.00;-1;;;
7-lug-99;12.00;6;;;
7-lug-99;13.00;14;;;
7-lug-99;14.00;20;;;
7-lug-99;15.00;39;;;
7-lug-99;16.00;52;;;
7-lug-99;17.00;62;;;
7-lug-99;18.00;64;;;
7-lug-99;19.00;63;;;
7-lug-99;20.00;54;;;
7-lug-99;21.00;39;;;
7-lug-99;22.00;24;;;
7-lug-99;23.00;9;;;
7-lug-99;0.00;-3;;;
8-lug-99;1.00;-8;;;
8-lug-99;2.00;-9;;;
8-lug-99;3.00;-4;;;
8-lug-99;4.00;6;;;
8-lug-99;5.00;12;;;
8-lug-99;6.00;19;;;
8-lug-99;7.00;20;;;
8-lug-99;8.00;17;;;
8-lug-99;9.00;11;;;
8-lug-99;10.00;6;;;
8-lug-99;11.00;3;;;
8-lug-99;12.00;1;;;
8-lug-99;13.00;6;;;
8-lug-99;14.00;16;;;
8-lug-99;15.00;27;;;
8-lug-99;16.00;42;;;
8-lug-99;17.00;56;;;
8-lug-99;18.00;63;;;
8-lug-99;19.00;67;;;
8-lug-99;20.00;62;;;
8-lug-99;21.00;49;;;
8-lug-99;22.00;32;;;
8-lug-99;23.00;16;;;
8-lug-99;0.00;1;;;
9-lug-99;1.00;-12;;;
9-lug-99;2.00;-22;;;
9-lug-99;3.00;-20;;;
9-lug-99;4.00;-8;;;
9-lug-99;5.00;6;;;
9-lug-99;6.00;19;;;
9-lug-99;7.00;27;;;
9-lug-99;8.00;31;;;
9-lug-99;9.00;32;;;
9-lug-99;10.00;27;;;
9-lug-99;11.00;21;;;
9-lug-99;12.00;14;;;
9-lug-99;13.00;12;;;
9-lug-99;14.00;19;;;
9-lug-99;15.00;27;;;
9-lug-99;16.00;38;;;
9-lug-99;17.00;50;;;
9-lug-99;18.00;61;;;
9-lug-99;19.00;67;;;
9-lug-99;20.00;67;;;
9-lug-99;21.00;63;;;
9-lug-99;22.00;52;;;
9-lug-99;23.00;33;;;
9-lug-99;0.00;16;;;
10-lug-99;1.00;-5;;;
10-lug-99;2.00;-20;;;
10-lug-99;3.00;-26;;;
10-lug-99;4.00;-25;;;
10-lug-99;5.00;-9;;;
10-lug-99;6.00;9;;;
10-lug-99;7.00;27;;;
10-lug-99;8.00;40;;;
10-lug-99;9.00;48;;;
10-lug-99;10.00;48;;;
10-lug-99;11.00;40;;;
10-lug-99;12.00;32;;;
10-lug-99;13.00;24;;;
10-lug-99;14.00;20;;;
10-lug-99;15.00;20;;;
10-lug-99;16.00;30;;;
10-lug-99;17.00;43;;;
10-lug-99;18.00;56;;;
10-lug-99;19.00;68;;;
10-lug-99;20.00;77;;;
10-lug-99;21.00;77;;;
10-lug-99;22.00;68;;;
10-lug-99;23.00;52;;;
10-lug-99;0.00;30;;;
11-lug-99;1.00;7;;;
11-lug-99;2.00;-15;;;
11-lug-99;3.00;-29;;;
11-lug-99;4.00;-34;;;
11-lug-99;5.00;-25;;;
11-lug-99;6.00;-5;;;
11-lug-99;7.00;19;;;
11-lug-99;8.00;38;;;
11-lug-99;9.00;52;;;
11-lug-99;10.00;57;;;
11-lug-99;11.00;55;;;
11-lug-99;12.00;44;;;
11-lug-99;13.00;31;;;
11-lug-99;14.00;20;;;
11-lug-99;15.00;17;;;
11-lug-99;16.00;15;;;
11-lug-99;17.00;25;;;
11-lug-99;18.00;40;;;
11-lug-99;19.00;56;;;
11-lug-99;20.00;68;;;
11-lug-99;21.00;73;;;
11-lug-99;22.00;72;;;
11-lug-99;23.00;59;;;
11-lug-99;0.00;39;;;
12-lug-99;1.00;16;;;
12-lug-99;2.00;-7;;;
12-lug-99;3.00;-25;;;
12-lug-99;4.00;-37;;;
12-lug-99;5.00;-39;;;
12-lug-99;6.00;-23;;;
12-lug-99;7.00;-1;;;
12-lug-99;8.00;23;;;
12-lug-99;9.00;41;;;
12-lug-99;10.00;54;;;
12-lug-99;11.00;56;;;
12-lug-99;12.00;52;;;
12-lug-99;13.00;39;;;
12-lug-99;14.00;24;;;
12-lug-99;15.00;13;;;
12-lug-99;16.00;9;;;
12-lug-99;17.00;14;;;
12-lug-99;18.00;27;;;
12-lug-99;19.00;43;;;
12-lug-99;20.00;57;;;
12-lug-99;21.00;68;;;
12-lug-99;22.00;72;;;
12-lug-99;23.00;68;;;
12-lug-99;0.00;52;;;
13-lug-99;1.00;31;;;
13-lug-99;2.00;8;;;
13-lug-99;3.00;-13;;;
13-lug-99;4.00;-32;;;
13-lug-99;5.00;-40;;;
13-lug-99;6.00;-37;;;
13-lug-99;7.00;-18;;;
13-lug-99;8.00;8;;;
13-lug-99;9.00;31;;;
13-lug-99;10.00;48;;;
13-lug-99;11.00;60;;;
13-lug-99;12.00;62;;;
13-lug-99;13.00;55;;;
13-lug-99;14.00;40;;;
13-lug-99;15.00;25;;;
13-lug-99;16.00;15;;;
13-lug-99;17.00;11;;;
13-lug-99;18.00;19;;;
13-lug-99;19.00;35;;;
13-lug-99;20.00;50;;;
13-lug-99;21.00;68;;;
13-lug-99;22.00;77;;;
13-lug-99;23.00;80;;;
13-lug-99;0.00;74;;;
14-lug-99;1.00;56;;;
14-lug-99;2.00;32;;;
14-lug-99;3.00;8;;;
14-lug-99;4.00;-15;;;
14-lug-99;5.00;-29;;;
14-lug-99;6.00;-33;;;
14-lug-99;7.00;-23;;;
14-lug-99;8.00;-1;;;
14-lug-99;9.00;22;;;
14-lug-99;10.00;44;;;
14-lug-99;11.00;60;;;
14-lug-99;12.00;69;;;
14-lug-99;13.00;68;;;
14-lug-99;14.00;58;;;
14-lug-99;15.00;41;;;
14-lug-99;16.00;25;;;
14-lug-99;17.00;17;;;
14-lug-99;18.00;16;;;
14-lug-99;19.00;27;;;
14-lug-99;20.00;43;;;
14-lug-99;21.00;62;;;
14-lug-99;22.00;75;;;
14-lug-99;23.00;79;;;
14-lug-99;0.00;79;;;
15-lug-99;1.00;64;;;
15-lug-99;2.00;42;;;
15-lug-99;3.00;19;;;
15-lug-99;4.00;-4;;;
15-lug-99;5.00;-23;;;
15-lug-99;6.00;-33;;;
15-lug-99;7.00;-33;;;
15-lug-99;8.00;-16;;;
15-lug-99;9.00;3;;;
15-lug-99;10.00;27;;;
15-lug-99;11.00;46;;;
15-lug-99;12.00;58;;;
15-lug-99;13.00;63;;;
15-lug-99;14.00;59;;;
15-lug-99;15.00;46;;;
15-lug-99;16.00;31;;;
15-lug-99;17.00;19;;;
15-lug-99;18.00;14;;;
15-lug-99;19.00;17;;;
15-lug-99;20.00;28;;;
15-lug-99;21.00;42;;;
15-lug-99;22.00;54;;;
15-lug-99;23.00;62;;;
15-lug-99;0.00;63;;;
16-lug-99;1.00;55;;;
16-lug-99;2.00;43;;;
16-lug-99;3.00;24;;;
16-lug-99;4.00;4;;;
16-lug-99;5.00;-12;;;
16-lug-99;6.00;-25;;;
16-lug-99;7.00;-29;;;
16-lug-99;8.00;-21;;;
16-lug-99;9.00;-5;;;
16-lug-99;10.00;16;;;
16-lug-99;11.00;36;;;
16-lug-99;12.00;51;;;
16-lug-99;13.00;61;;;
16-lug-99;14.00;65;;;
16-lug-99;15.00;57;;;
16-lug-99;16.00;44;;;
16-lug-99;17.00;30;;;
16-lug-99;18.00;19;;;
16-lug-99;19.00;12;;;
16-lug-99;20.00;14;;;
16-lug-99;21.00;22;;;
16-lug-99;22.00;33;;;
16-lug-99;23.00;43;;;
16-lug-99;0.00;48;;;
17-lug-99;1.00;46;;;
17-lug-99;2.00;36;;;
17-lug-99;3.00;23;;;
17-lug-99;4.00;7;;;
17-lug-99;5.00;-8;;;
17-lug-99;6.00;-20;;;
17-lug-99;7.00;-25;;;
17-lug-99;8.00;-21;;;
17-lug-99;9.00;-8;;;
17-lug-99;10.00;10;;;
17-lug-99;11.00;29;;;
17-lug-99;12.00;45;;;
17-lug-99;13.00;59;;;
17-lug-99;14.00;65;;;
17-lug-99;15.00;63;;;
17-lug-99;16.00;52;;;
17-lug-99;17.00;36;;;
17-lug-99;18.00;20;;;
17-lug-99;19.00;9;;;
17-lug-99;20.00;4;;;
17-lug-99;21.00;6;;;
17-lug-99;22.00;16;;;
17-lug-99;23.00;27;;;
17-lug-99;0.00;36;;;
18-lug-99;1.00;38;;;
18-lug-99;2.00;35;;;
18-lug-99;3.00;25;;;
18-lug-99;4.00;12;;;
18-lug-99;5.00;1;;;
18-lug-99;6.00;-8;;;
18-lug-99;7.00;-12;;;
18-lug-99;8.00;-10;;;
18-lug-99;9.00;-1;;;
18-lug-99;10.00;12;;;
18-lug-99;11.00;29;;;
18-lug-99;12.00;42;;;
18-lug-99;13.00;52;;;
18-lug-99;14.00;59;;;
18-lug-99;15.00;59;;;
18-lug-99;16.00;52;;;
18-lug-99;17.00;40;;;
18-lug-99;18.00;27;;;
18-lug-99;19.00;15;;;
18-lug-99;20.00;6;;;
18-lug-99;21.00;4;;;
18-lug-99;22.00;7;;;
18-lug-99;23.00;14;;;
18-lug-99;0.00;23;;;
19-lug-99;1.00;30;;;
19-lug-99;2.00;31;;;
19-lug-99;3.00;30;;;
19-lug-99;4.00;23;;;
19-lug-99;5.00;16;;;
19-lug-99;6.00;8;;;
19-lug-99;7.00;3;;;
19-lug-99;8.00;0;;;
19-lug-99;9.00;4;;;
19-lug-99;10.00;11;;;
19-lug-99;11.00;22;;;
19-lug-99;12.00;33;;;
19-lug-99;13.00;43;;;
19-lug-99;14.00;50;;;
19-lug-99;15.00;55;;;
19-lug-99;16.00;54;;;
19-lug-99;17.00;46;;;
19-lug-99;18.00;35;;;
19-lug-99;19.00;23;;;
19-lug-99;20.00;13;;;
19-lug-99;21.00;8;;;
19-lug-99;22.00;9;;;
19-lug-99;23.00;12;;;
19-lug-99;0.00;19;;;
20-lug-99;1.00;23;;;
20-lug-99;2.00;27;;;
20-lug-99;3.00;28;;;
20-lug-99;4.00;27;;;
20-lug-99;5.00;23;;;
20-lug-99;6.00;19;;;
20-lug-99;7.00;14;;;
20-lug-99;8.00;9;;;
20-lug-99;9.00;7;;;
20-lug-99;10.00;7;;;
20-lug-99;11.00;11;;;
20-lug-99;12.00;20;;;
20-lug-99;13.00;31;;;
20-lug-99;14.00;41;;;
20-lug-99;15.00;48;;;
20-lug-99;16.00;52;;;
20-lug-99;17.00;51;;;
20-lug-99;18.00;44;;;
20-lug-99;19.00;35;;;
20-lug-99;20.00;25;;;
20-lug-99;21.00;17;;;
20-lug-99;22.00;12;;;
20-lug-99;23.00;11;;;
20-lug-99;0.00;14;;;
21-lug-99;1.00;17;;;
21-lug-99;2.00;22;;;
21-lug-99;3.00;23;;;
21-lug-99;4.00;23;;;
21-lug-99;5.00;23;;;
21-lug-99;6.00;19;;;
21-lug-99;7.00;15;;;
21-lug-99;8.00;12;;;
21-lug-99;9.00;11;;;
21-lug-99;10.00;11;;;
21-lug-99;11.00;11;;;
21-lug-99;12.00;15;;;
21-lug-99;13.00;20;;;
21-lug-99;14.00;27;;;
21-lug-99;15.00;36;;;
21-lug-99;16.00;45;;;
21-lug-99;17.00;51;;;
21-lug-99;18.00;52;;;
21-lug-99;19.00;51;;;
21-lug-99;20.00;43;;;
21-lug-99;21.00;33;;;
21-lug-99;22.00;25;;;
21-lug-99;23.00;17;;;
21-lug-99;0.00;12;;;
22-lug-99;1.00;8;;;
22-lug-99;2.00;8;;;
22-lug-99;3.00;9;;;
22-lug-99;4.00;12;;;
22-lug-99;5.00;17;;;
22-lug-99;6.00;23;;;
22-lug-99;7.00;24;;;
22-lug-99;8.00;24;;;
22-lug-99;9.00;23;;;
22-lug-99;10.00;19;;;
22-lug-99;11.00;16;;;
22-lug-99;12.00;16;;;
22-lug-99;13.00;20;;;
22-lug-99;14.00;27;;;
22-lug-99;15.00;36;;;
22-lug-99;16.00;47;;;
22-lug-99;17.00;55;;;
22-lug-99;18.00;63;;;
22-lug-99;19.00;68;;;
22-lug-99;20.00;52;;;
22-lug-99;21.00;46;;;
22-lug-99;22.00;39;;;
22-lug-99;23.00;31;;;
22-lug-99;0.00;14;;;
23-lug-99;1.00;-5;;;
23-lug-99;2.00;-5;;;
23-lug-99;3.00;9;;;
23-lug-99;4.00;14;;;
23-lug-99;5.00;14;;;
23-lug-99;6.00;19;;;
23-lug-99;7.00;23;;;
23-lug-99;8.00;25;;;
23-lug-99;9.00;24;;;
23-lug-99;10.00;24;;;
23-lug-99;11.00;20;;;
23-lug-99;12.00;14;;;
23-lug-99;13.00;11;;;
23-lug-99;14.00;14;;;
23-lug-99;15.00;20;;;
23-lug-99;16.00;36;;;
23-lug-99;17.00;52;;;
23-lug-99;18.00;68;;;
23-lug-99;19.00;76;;;
23-lug-99;20.00;77;;;
23-lug-99;21.00;65;;;
23-lug-99;22.00;49;;;
23-lug-99;23.00;31;;;
23-lug-99;0.00;16;;;
24-lug-99;1.00;1;;;
24-lug-99;2.00;-10;;;
24-lug-99;3.00;-16;;;
24-lug-99;4.00;-13;;;
24-lug-99;5.00;-5;;;
24-lug-99;6.00;6;;;
24-lug-99;7.00;16;;;
24-lug-99;8.00;23;;;
24-lug-99;9.00;30;;;
24-lug-99;10.00;30;;;
24-lug-99;11.00;29;;;
24-lug-99;12.00;27;;;
24-lug-99;13.00;28;;;
24-lug-99;14.00;33;;;
24-lug-99;15.00;43;;;
24-lug-99;16.00;57;;;
24-lug-99;17.00;67;;;
24-lug-99;18.00;71;;;
24-lug-99;19.00;71;;;
24-lug-99;20.00;70;;;
24-lug-99;21.00;63;;;
24-lug-99;22.00;53;;;
24-lug-99;23.00;40;;;
24-lug-99;0.00;24;;;
25-lug-99;1.00;9;;;
25-lug-99;2.00;-5;;;
25-lug-99;3.00;-16;;;
25-lug-99;4.00;-21;;;
25-lug-99;5.00;-17;;;
25-lug-99;6.00;-2;;;
25-lug-99;7.00;15;;;
25-lug-99;8.00;31;;;
25-lug-99;9.00;43;;;
25-lug-99;10.00;55;;;
25-lug-99;11.00;60;;;
25-lug-99;12.00;63;;;
25-lug-99;13.00;56;;;
25-lug-99;14.00;45;;;
25-lug-99;15.00;36;;;
25-lug-99;16.00;32;;;
25-lug-99;17.00;36;;;
25-lug-99;18.00;48;;;
25-lug-99;19.00;59;;;
25-lug-99;20.00;67;;;
25-lug-99;21.00;72;;;
25-lug-99;22.00;68;;;
25-lug-99;23.00;52;;;
25-lug-99;0.00;31;;;
26-lug-99;1.00;8;;;
26-lug-99;2.00;-12;;;
26-lug-99;3.00;-28;;;
26-lug-99;4.00;-37;;;
26-lug-99;5.00;-31;;;
26-lug-99;6.00;-12;;;
26-lug-99;7.00;11;;;
26-lug-99;8.00;32;;;
26-lug-99;9.00;51;;;
26-lug-99;10.00;63;;;
26-lug-99;11.00;68;;;
26-lug-99;12.00;63;;;
26-lug-99;13.00;49;;;
26-lug-99;14.00;35;;;
26-lug-99;15.00;24;;;
26-lug-99;16.00;20;;;
26-lug-99;17.00;22;;;
26-lug-99;18.00;35;;;
26-lug-99;19.00;48;;;
26-lug-99;20.00;62;;;
26-lug-99;21.00;68;;;
26-lug-99;22.00;66;;;
26-lug-99;23.00;54;;;
26-lug-99;0.00;33;;;
27-lug-99;1.00;11;;;
27-lug-99;2.00;-8;;;
27-lug-99;3.00;-25;;;
27-lug-99;4.00;-36;;;
27-lug-99;5.00;-33;;;
27-lug-99;6.00;-16;;;
27-lug-99;7.00;6;;;
27-lug-99;8.00;27;;;
27-lug-99;9.00;45;;;
27-lug-99;10.00;56;;;
27-lug-99;11.00;60;;;
27-lug-99;12.00;55;;;
27-lug-99;13.00;41;;;
27-lug-99;14.00;24;;;
27-lug-99;15.00;12;;;
27-lug-99;16.00;7;;;
27-lug-99;17.00;9;;;
27-lug-99;18.00;22;;;
27-lug-99;19.00;38;;;
27-lug-99;20.00;52;;;
27-lug-99;21.00;62;;;
27-lug-99;22.00;65;;;
27-lug-99;23.00;59;;;
27-lug-99;0.00;43;;;
28-lug-99;1.00;23;;;
28-lug-99;2.00;2;;;
28-lug-99;3.00;-16;;;
28-lug-99;4.00;-28;;;
28-lug-99;5.00;-29;;;
28-lug-99;6.00;-16;;;
28-lug-99;7.00;2;;;
28-lug-99;8.00;23;;;
28-lug-99;9.00;40;;;
28-lug-99;10.00;54;;;
28-lug-99;11.00;59;;;
28-lug-99;12.00;59;;;
28-lug-99;13.00;46;;;
28-lug-99;14.00;32;;;
28-lug-99;15.00;20;;;
28-lug-99;16.00;11;;;
28-lug-99;17.00;9;;;
28-lug-99;18.00;15;;;
28-lug-99;19.00;30;;;
28-lug-99;20.00;46;;;
28-lug-99;21.00;59;;;
28-lug-99;22.00;68;;;
28-lug-99;23.00;70;;;
28-lug-99;0.00;59;;;
29-lug-99;1.00;40;;;
29-lug-99;2.00;16;;;
29-lug-99;3.00;-6;;;
29-lug-99;4.00;-24;;;
29-lug-99;5.00;-33;;;
29-lug-99;6.00;-31;;;
29-lug-99;7.00;-13;;;
29-lug-99;8.00;7;;;
29-lug-99;9.00;27;;;
29-lug-99;10.00;44;;;
29-lug-99;11.00;55;;;
29-lug-99;12.00;59;;;
29-lug-99;13.00;56;;;
29-lug-99;14.00;43;;;
29-lug-99;15.00;28;;;
29-lug-99;16.00;16;;;
29-lug-99;17.00;11;;;
29-lug-99;18.00;14;;;
29-lug-99;19.00;23;;;
29-lug-99;20.00;39;;;
29-lug-99;21.00;55;;;
29-lug-99;22.00;66;;;
29-lug-99;23.00;70;;;
29-lug-99;0.00;63;;;
30-lug-99;1.00;48;;;
30-lug-99;2.00;28;;;
30-lug-99;3.00;6;;;
30-lug-99;4.00;-15;;;
30-lug-99;5.00;-28;;;
30-lug-99;6.00;-34;;;
30-lug-99;7.00;-25;;;
30-lug-99;8.00;-7;;;
30-lug-99;9.00;15;;;
30-lug-99;10.00;35;;;
30-lug-99;11.00;48;;;
30-lug-99;12.00;57;;;
30-lug-99;13.00;59;;;
30-lug-99;14.00;52;;;
30-lug-99;15.00;39;;;
30-lug-99;16.00;25;;;
30-lug-99;17.00;16;;;
30-lug-99;18.00;11;;;
30-lug-99;19.00;12;;;
30-lug-99;20.00;25;;;
30-lug-99;21.00;40;;;
30-lug-99;22.00;55;;;
30-lug-99;23.00;63;;;
30-lug-99;0.00;65;;;
31-lug-99;1.00;55;;;
31-lug-99;2.00;36;;;
31-lug-99;3.00;15;;;
31-lug-99;4.00;-5;;;
31-lug-99;5.00;-22;;;
31-lug-99;6.00;-32;;;
31-lug-99;7.00;-28;;;
31-lug-99;8.00;-13;;;
31-lug-99;9.00;7;;;
31-lug-99;10.00;28;;;
31-lug-99;11.00;45;;;
31-lug-99;12.00;59;;;
31-lug-99;13.00;64;;;
31-lug-99;14.00;62;;;
31-lug-99;15.00;50;;;
31-lug-99;16.00;33;;;
31-lug-99;17.00;19;;;
31-lug-99;18.00;8;;;
31-lug-99;19.00;4;;;
31-lug-99;20.00;9;;;
31-lug-99;21.00;23;;;
31-lug-99;22.00;39;;;
31-lug-99;23.00;52;;;
31-lug-99;0.00;58;;;
1-ago-99;1.00;55;;;
1-ago-99;2.00;40;;;
1-ago-99;3.00;23;;;
1-ago-99;4.00;4;;;
1-ago-99;5.00;-12;;;
1-ago-99;6.00;-23;;;
1-ago-99;7.00;-25;;;
1-ago-99;8.00;-12;;;
1-ago-99;9.00;6;;;
1-ago-99;10.00;25;;;
1-ago-99;11.00;43;;;
1-ago-99;12.00;57;;;
1-ago-99;13.00;64;;;
1-ago-99;14.00;65;;;
1-ago-99;15.00;56;;;
1-ago-99;16.00;41;;;
1-ago-99;17.00;27;;;
1-ago-99;18.00;13;;;
1-ago-99;19.00;6;;;
1-ago-99;20.00;4;;;
1-ago-99;21.00;11;;;
1-ago-99;22.00;27;;;
1-ago-99;23.00;41;;;
1-ago-99;0.00;51;;;
2-ago-99;1.00;52;;;
2-ago-99;2.00;44;;;
2-ago-99;3.00;30;;;
2-ago-99;4.00;15;;;
2-ago-99;5.00;-1;;;
2-ago-99;6.00;-12;;;
2-ago-99;7.00;-16;;;
2-ago-99;8.00;-12;;;
2-ago-99;9.00;0;;;
2-ago-99;10.00;17;;;
2-ago-99;11.00;33;;;
2-ago-99;12.00;47;;;
2-ago-99;13.00;56;;;
2-ago-99;14.00;59;;;
2-ago-99;15.00;57;;;
2-ago-99;16.00;48;;;
2-ago-99;17.00;36;;;
2-ago-99;18.00;23;;;
2-ago-99;19.00;12;;;
2-ago-99;20.00;8;;;
2-ago-99;21.00;8;;;
2-ago-99;22.00;16;;;
2-ago-99;23.00;25;;;
2-ago-99;0.00;36;;;
3-ago-99;1.00;41;;;
3-ago-99;2.00;41;;;
3-ago-99;3.00;36;;;
3-ago-99;4.00;25;;;
3-ago-99;5.00;12;;;
3-ago-99;6.00;-1;;;
3-ago-99;7.00;-8;;;
3-ago-99;8.00;-10;;;
3-ago-99;9.00;-4;;;
3-ago-99;10.00;7;;;
3-ago-99;11.00;23;;;
3-ago-99;12.00;38;;;
3-ago-99;13.00;48;;;
3-ago-99;14.00;58;;;
3-ago-99;15.00;61;;;
3-ago-99;16.00;59;;;
3-ago-99;17.00;50;;;
3-ago-99;18.00;38;;;
3-ago-99;19.00;25;;;
3-ago-99;20.00;15;;;
3-ago-99;21.00;8;;;
3-ago-99;22.00;8;;;
3-ago-99;23.00;12;;;
3-ago-99;0.00;23;;;
4-ago-99;1.00;31;;;
4-ago-99;2.00;36;;;
4-ago-99;3.00;36;;;
4-ago-99;4.00;28;;;
4-ago-99;5.00;19;;;
4-ago-99;6.00;9;;;
