Data;Ora solare;Livello Punta Salute (cm)
4-gen-93;6.00;51
4-gen-93;7.00;55
4-gen-93;8.00;49
4-gen-93;9.00;39
4-gen-93;10.00;25
4-gen-93;11.00;11
4-gen-93;12.00;-6
4-gen-93;13.00;-21
4-gen-93;14.00;-31
4-gen-93;15.00;-31
4-gen-93;16.00;-23
4-gen-93;17.00;-12
4-gen-93;18.00;3
4-gen-93;19.00;14
4-gen-93;20.00;17
4-gen-93;21.00;19
4-gen-93;22.00;17
4-gen-93;23.00;11
5-gen-93;0.00;0
5-gen-93;1.00;-5
5-gen-93;2.00;-5
5-gen-93;3.00;-1
5-gen-93;4.00;7
5-gen-93;5.00;19
5-gen-93;6.00;30
5-gen-93;7.00;35
5-gen-93;8.00;36
5-gen-93;9.00;31
5-gen-93;10.00;21
5-gen-93;11.00;4
5-gen-93;12.00;-15
5-gen-93;13.00;-32
5-gen-93;14.00;-48
5-gen-93;15.00;-56
5-gen-93;16.00;-54
5-gen-93;17.00;-40
5-gen-93;18.00;-21
5-gen-93;19.00;-4
5-gen-93;20.00;10
5-gen-93;21.00;17
5-gen-93;22.00;17
5-gen-93;23.00;11
6-gen-93;0.00;4
6-gen-93;1.00;-8
6-gen-93;2.00;-15
6-gen-93;3.00;-13
6-gen-93;4.00;-5
6-gen-93;5.00;8
6-gen-93;6.00;22
6-gen-93;7.00;32
6-gen-93;8.00;36
6-gen-93;9.00;37
6-gen-93;10.00;31
6-gen-93;11.00;16
6-gen-93;12.00;-1
6-gen-93;13.00;-23
6-gen-93;14.00;-42
6-gen-93;15.00;-60
6-gen-93;16.00;-65
6-gen-93;17.00;-58
6-gen-93;18.00;-40
6-gen-93;19.00;-18
6-gen-93;20.00;1
6-gen-93;21.00;16
6-gen-93;22.00;23
6-gen-93;23.00;20
7-gen-93;0.00;11
7-gen-93;1.00;-1
7-gen-93;2.00;-13
7-gen-93;3.00;-20
7-gen-93;4.00;-17
7-gen-93;5.00;-7
7-gen-93;6.00;8
7-gen-93;7.00;23
7-gen-93;8.00;36
7-gen-93;9.00;43
7-gen-93;10.00;39
7-gen-93;11.00;25
7-gen-93;12.00;6
7-gen-93;13.00;-17
7-gen-93;14.00;-40
7-gen-93;15.00;-61
7-gen-93;16.00;-72
7-gen-93;17.00;-66
7-gen-93;18.00;-49
7-gen-93;19.00;-27
7-gen-93;20.00;-4
7-gen-93;21.00;15
7-gen-93;22.00;27
7-gen-93;23.00;35
8-gen-93;0.00;30
8-gen-93;1.00;17
8-gen-93;2.00;4
8-gen-93;3.00;-8
8-gen-93;4.00;-12
8-gen-93;5.00;-8
8-gen-93;6.00;2
8-gen-93;7.00;17
8-gen-93;8.00;31
8-gen-93;9.00;41
8-gen-93;10.00;44
8-gen-93;11.00;36
8-gen-93;12.00;20
8-gen-93;13.00;-1
8-gen-93;14.00;-26
8-gen-93;15.00;-49
8-gen-93;16.00;-69
8-gen-93;17.00;-73
8-gen-93;18.00;-61
8-gen-93;19.00;-40
8-gen-93;20.00;-13
8-gen-93;21.00;8
8-gen-93;22.00;27
8-gen-93;23.00;39
9-gen-93;0.00;39
9-gen-93;1.00;31
9-gen-93;2.00;16
9-gen-93;3.00;-1
9-gen-93;4.00;-12
9-gen-93;5.00;-18
9-gen-93;6.00;-15
9-gen-93;7.00;-1
9-gen-93;8.00;16
9-gen-93;9.00;31
9-gen-93;10.00;41
9-gen-93;11.00;43
9-gen-93;12.00;33
9-gen-93;13.00;15
9-gen-93;14.00;-8
9-gen-93;15.00;-33
9-gen-93;16.00;-55
9-gen-93;17.00;-66
9-gen-93;18.00;-66
9-gen-93;19.00;-48
9-gen-93;20.00;-25
9-gen-93;21.00;0
9-gen-93;22.00;23
9-gen-93;23.00;38
10-gen-93;0.00;44
10-gen-93;1.00;41
10-gen-93;2.00;28
10-gen-93;3.00;11
10-gen-93;4.00;-7
10-gen-93;5.00;-16
10-gen-93;6.00;-20
10-gen-93;7.00;-12
10-gen-93;8.00;1
10-gen-93;9.00;19
10-gen-93;10.00;35
10-gen-93;11.00;43
10-gen-93;12.00;41
10-gen-93;13.00;28
10-gen-93;14.00;8
10-gen-93;15.00;-16
10-gen-93;16.00;-39
10-gen-93;17.00;-56
10-gen-93;18.00;-64
10-gen-93;19.00;-57
10-gen-93;20.00;-37
10-gen-93;21.00;-13
10-gen-93;22.00;11
10-gen-93;23.00;30
11-gen-93;0.00;41
11-gen-93;1.00;46
11-gen-93;2.00;39
11-gen-93;3.00;24
11-gen-93;4.00;8
11-gen-93;5.00;-8
11-gen-93;6.00;-15
11-gen-93;7.00;-16
11-gen-93;8.00;-6
11-gen-93;9.00;9
11-gen-93;10.00;25
11-gen-93;11.00;39
11-gen-93;12.00;42
11-gen-93;13.00;39
11-gen-93;14.00;23
11-gen-93;15.00;1
11-gen-93;16.00;-20
11-gen-93;17.00;-37
11-gen-93;18.00;-51
11-gen-93;19.00;-53
11-gen-93;20.00;-40
11-gen-93;21.00;-17
11-gen-93;22.00;7
11-gen-93;23.00;26
12-gen-93;0.00;40
12-gen-93;1.00;48
12-gen-93;2.00;48
12-gen-93;3.00;39
12-gen-93;4.00;22
12-gen-93;5.00;4
12-gen-93;6.00;-9
12-gen-93;7.00;-16
12-gen-93;8.00;-12
12-gen-93;9.00;-1
12-gen-93;10.00;15
12-gen-93;11.00;27
12-gen-93;12.00;36
12-gen-93;13.00;36
12-gen-93;14.00;27
12-gen-93;15.00;11
12-gen-93;16.00;-7
12-gen-93;17.00;-24
12-gen-93;18.00;-34
12-gen-93;19.00;-40
12-gen-93;20.00;-34
12-gen-93;21.00;-18
12-gen-93;22.00;1
12-gen-93;23.00;22
13-gen-93;0.00;36
13-gen-93;1.00;47
13-gen-93;2.00;48
13-gen-93;3.00;40
13-gen-93;4.00;25
13-gen-93;5.00;8
13-gen-93;6.00;-5
13-gen-93;7.00;-15
13-gen-93;8.00;-17
13-gen-93;9.00;-16
13-gen-93;10.00;-5
13-gen-93;11.00;7
13-gen-93;12.00;12
13-gen-93;13.00;12
13-gen-93;14.00;10
13-gen-93;15.00;3
13-gen-93;16.00;-8
13-gen-93;17.00;-21
13-gen-93;18.00;-29
13-gen-93;19.00;-33
13-gen-93;20.00;-29
13-gen-93;21.00;-20
13-gen-93;22.00;-5
13-gen-93;23.00;11
14-gen-93;0.00;23
14-gen-93;1.00;34
14-gen-93;2.00;41
14-gen-93;3.00;43
14-gen-93;4.00;35
14-gen-93;5.00;23
14-gen-93;6.00;11
14-gen-93;7.00;-1
14-gen-93;8.00;-12
14-gen-93;9.00;-16
14-gen-93;10.00;-15
14-gen-93;11.00;-9
14-gen-93;12.00;-2
14-gen-93;13.00;3
14-gen-93;14.00;4
14-gen-93;15.00;1
14-gen-93;16.00;-4
14-gen-93;17.00;-8
14-gen-93;18.00;-15
14-gen-93;19.00;-18
14-gen-93;20.00;-20
14-gen-93;21.00;-17
14-gen-93;22.00;-10
14-gen-93;23.00;-1
15-gen-93;0.00;11
15-gen-93;1.00;22
15-gen-93;2.00;28
15-gen-93;3.00;32
15-gen-93;4.00;32
15-gen-93;5.00;24
15-gen-93;6.00;11
15-gen-93;7.00;-4
15-gen-93;8.00;-16
15-gen-93;9.00;-26
15-gen-93;10.00;-32
15-gen-93;11.00;-32
15-gen-93;12.00;-28
15-gen-93;13.00;-21
15-gen-93;14.00;-16
15-gen-93;15.00;-13
15-gen-93;16.00;-13
15-gen-93;17.00;-13
15-gen-93;18.00;-13
15-gen-93;19.00;-12
15-gen-93;20.00;-8
15-gen-93;21.00;-7
15-gen-93;22.00;-5
15-gen-93;23.00;-2
16-gen-93;0.00;4
16-gen-93;1.00;12
16-gen-93;2.00;22
16-gen-93;3.00;27
16-gen-93;4.00;28
16-gen-93;5.00;24
16-gen-93;6.00;16
16-gen-93;7.00;6
16-gen-93;8.00;-7
16-gen-93;9.00;-16
16-gen-93;10.00;-23
16-gen-93;11.00;-26
16-gen-93;12.00;-28
16-gen-93;13.00;-29
16-gen-93;14.00;-30
16-gen-93;15.00;-28
16-gen-93;16.00;-23
16-gen-93;17.00;-17
16-gen-93;18.00;-10
16-gen-93;19.00;-2
16-gen-93;20.00;1
16-gen-93;21.00;4
16-gen-93;22.00;4
16-gen-93;23.00;0
17-gen-93;0.00;-1
17-gen-93;1.00;-1
17-gen-93;2.00;4
17-gen-93;3.00;8
17-gen-93;4.00;16
17-gen-93;5.00;20
17-gen-93;6.00;20
17-gen-93;7.00;19
17-gen-93;8.00;12
17-gen-93;9.00;1
17-gen-93;10.00;-10
17-gen-93;11.00;-24
17-gen-93;12.00;-33
17-gen-93;13.00;-40
17-gen-93;14.00;-44
17-gen-93;15.00;-42
17-gen-93;16.00;-36
17-gen-93;17.00;-25
17-gen-93;18.00;-12
17-gen-93;19.00;0
17-gen-93;20.00;8
17-gen-93;21.00;11
17-gen-93;22.00;9
17-gen-93;23.00;3
18-gen-93;0.00;-5
18-gen-93;1.00;-10
18-gen-93;2.00;-10
18-gen-93;3.00;-5
18-gen-93;4.00;7
18-gen-93;5.00;17
18-gen-93;6.00;27
18-gen-93;7.00;30
18-gen-93;8.00;24
18-gen-93;9.00;15
18-gen-93;10.00;-1
18-gen-93;11.00;-16
18-gen-93;12.00;-32
18-gen-93;13.00;-44
18-gen-93;14.00;-52
18-gen-93;15.00;-52
18-gen-93;16.00;-44
18-gen-93;17.00;-32
18-gen-93;18.00;-17
18-gen-93;19.00;-5
18-gen-93;20.00;6
18-gen-93;21.00;12
18-gen-93;22.00;12
18-gen-93;23.00;8
19-gen-93;0.00;-1
19-gen-93;1.00;-8
19-gen-93;2.00;-12
19-gen-93;3.00;-9
19-gen-93;4.00;-1
19-gen-93;5.00;8
19-gen-93;6.00;19
19-gen-93;7.00;25
19-gen-93;8.00;27
19-gen-93;9.00;21
19-gen-93;10.00;10
19-gen-93;11.00;-5
19-gen-93;12.00;-23
19-gen-93;13.00;-39
19-gen-93;14.00;-50
19-gen-93;15.00;-56
19-gen-93;16.00;-56
19-gen-93;17.00;-45
19-gen-93;18.00;-28
19-gen-93;19.00;-10
19-gen-93;20.00;4
19-gen-93;21.00;15
19-gen-93;22.00;20
19-gen-93;23.00;19
20-gen-93;0.00;12
20-gen-93;1.00;3
20-gen-93;2.00;-7
20-gen-93;3.00;-10
20-gen-93;4.00;-8
20-gen-93;5.00;-1
20-gen-93;6.00;11
20-gen-93;7.00;22
20-gen-93;8.00;28
20-gen-93;9.00;30
20-gen-93;10.00;22
20-gen-93;11.00;8
20-gen-93;12.00;-10
20-gen-93;13.00;-29
20-gen-93;14.00;-47
20-gen-93;15.00;-60
20-gen-93;16.00;-61
20-gen-93;17.00;-52
20-gen-93;18.00;-36
20-gen-93;19.00;-16
20-gen-93;20.00;2
20-gen-93;21.00;16
20-gen-93;22.00;26
20-gen-93;23.00;30
21-gen-93;0.00;23
21-gen-93;1.00;11
21-gen-93;2.00;-4
21-gen-93;3.00;-13
21-gen-93;4.00;-16
21-gen-93;5.00;-12
21-gen-93;6.00;-1
21-gen-93;7.00;15
21-gen-93;8.00;25
21-gen-93;9.00;32
21-gen-93;10.00;32
21-gen-93;11.00;22
21-gen-93;12.00;4
21-gen-93;13.00;-17
21-gen-93;14.00;-40
21-gen-93;15.00;-60
21-gen-93;16.00;-71
21-gen-93;17.00;-68
21-gen-93;18.00;-50
21-gen-93;19.00;-29
21-gen-93;20.00;-7
21-gen-93;21.00;11
21-gen-93;22.00;23
21-gen-93;23.00;30
22-gen-93;0.00;24
22-gen-93;1.00;12
22-gen-93;2.00;-1
22-gen-93;3.00;-13
22-gen-93;4.00;-20
22-gen-93;5.00;-17
22-gen-93;6.00;-5
22-gen-93;7.00;11
22-gen-93;8.00;23
22-gen-93;9.00;35
22-gen-93;10.00;38
22-gen-93;11.00;31
22-gen-93;12.00;15
22-gen-93;13.00;-7
22-gen-93;14.00;-31
22-gen-93;15.00;-52
22-gen-93;16.00;-64
22-gen-93;17.00;-65
22-gen-93;18.00;-53
22-gen-93;19.00;-33
22-gen-93;20.00;-8
22-gen-93;21.00;9
22-gen-93;22.00;23
22-gen-93;23.00;31
23-gen-93;0.00;32
23-gen-93;1.00;24
23-gen-93;2.00;12
23-gen-93;3.00;-1
23-gen-93;4.00;-13
23-gen-93;5.00;-18
23-gen-93;6.00;-12
23-gen-93;7.00;3
23-gen-93;8.00;19
23-gen-93;9.00;32
23-gen-93;10.00;39
23-gen-93;11.00;36
23-gen-93;12.00;23
23-gen-93;13.00;4
23-gen-93;14.00;-18
23-gen-93;15.00;-40
23-gen-93;16.00;-60
23-gen-93;17.00;-65
23-gen-93;18.00;-60
23-gen-93;19.00;-44
23-gen-93;20.00;-23
23-gen-93;21.00;-1
23-gen-93;22.00;16
23-gen-93;23.00;28
24-gen-93;0.00;31
24-gen-93;1.00;27
24-gen-93;2.00;15
24-gen-93;3.00;-1
24-gen-93;4.00;-16
24-gen-93;5.00;-23
24-gen-93;6.00;-23
24-gen-93;7.00;-13
24-gen-93;8.00;2
24-gen-93;9.00;19
24-gen-93;10.00;31
24-gen-93;11.00;36
24-gen-93;12.00;30
24-gen-93;13.00;16
24-gen-93;14.00;-4
24-gen-93;15.00;-25
24-gen-93;16.00;-44
24-gen-93;17.00;-56
24-gen-93;18.00;-56
24-gen-93;19.00;-44
24-gen-93;20.00;-23
24-gen-93;21.00;1
24-gen-93;22.00;20
24-gen-93;23.00;35
25-gen-93;0.00;43
25-gen-93;1.00;43
25-gen-93;2.00;33
25-gen-93;3.00;16
25-gen-93;4.00;0
25-gen-93;5.00;-10
25-gen-93;6.00;-16
25-gen-93;7.00;-12
25-gen-93;8.00;3
25-gen-93;9.00;20
25-gen-93;10.00;36
25-gen-93;11.00;44
25-gen-93;12.00;48
25-gen-93;13.00;35
25-gen-93;14.00;18
25-gen-93;15.00;-2
25-gen-93;16.00;-23
25-gen-93;17.00;-39
25-gen-93;18.00;-40
25-gen-93;19.00;-33
25-gen-93;20.00;-19
25-gen-93;21.00;3
25-gen-93;22.00;23
25-gen-93;23.00;34
26-gen-93;0.00;39
26-gen-93;1.00;39
26-gen-93;2.00;27
26-gen-93;3.00;11
26-gen-93;4.00;-2
26-gen-93;5.00;-13
26-gen-93;6.00;-18
26-gen-93;7.00;-16
26-gen-93;8.00;-3
26-gen-93;9.00;15
26-gen-93;10.00;28
26-gen-93;11.00;36
26-gen-93;12.00;36
26-gen-93;13.00;31
26-gen-93;14.00;16
26-gen-93;15.00;-1
26-gen-93;16.00;-16
26-gen-93;17.00;-33
26-gen-93;18.00;-44
26-gen-93;19.00;-45
26-gen-93;20.00;-33
26-gen-93;21.00;-16
26-gen-93;22.00;1
26-gen-93;23.00;15
27-gen-93;0.00;25
27-gen-93;1.00;30
27-gen-93;2.00;30
27-gen-93;3.00;24
27-gen-93;4.00;14
27-gen-93;5.00;1
27-gen-93;6.00;-4
27-gen-93;7.00;-5
27-gen-93;8.00;2
27-gen-93;9.00;16
27-gen-93;10.00;30
27-gen-93;11.00;41
27-gen-93;12.00;49
27-gen-93;13.00;48
27-gen-93;14.00;33
27-gen-93;15.00;16
27-gen-93;16.00;-4
27-gen-93;17.00;-21
27-gen-93;18.00;-33
27-gen-93;19.00;-34
27-gen-93;20.00;-28
27-gen-93;21.00;-13
27-gen-93;22.00;4
27-gen-93;23.00;19
28-gen-93;0.00;30
28-gen-93;1.00;38
28-gen-93;2.00;39
28-gen-93;3.00;38
28-gen-93;4.00;27
28-gen-93;5.00;16
28-gen-93;6.00;8
28-gen-93;7.00;5
28-gen-93;8.00;8
28-gen-93;9.00;19
28-gen-93;10.00;28
28-gen-93;11.00;39
28-gen-93;12.00;43
28-gen-93;13.00;43
28-gen-93;14.00;31
28-gen-93;15.00;20
28-gen-93;16.00;7
28-gen-93;17.00;-8
28-gen-93;18.00;-21
28-gen-93;19.00;-25
28-gen-93;20.00;-21
28-gen-93;21.00;-12
28-gen-93;22.00;4
28-gen-93;23.00;20
29-gen-93;0.00;35
29-gen-93;1.00;43
29-gen-93;2.00;50
29-gen-93;3.00;52
29-gen-93;4.00;45
29-gen-93;5.00;35
29-gen-93;6.00;26
29-gen-93;7.00;19
29-gen-93;8.00;14
29-gen-93;9.00;12
29-gen-93;10.00;14
29-gen-93;11.00;17
29-gen-93;12.00;23
29-gen-93;13.00;24
29-gen-93;14.00;22
29-gen-93;15.00;14
29-gen-93;16.00;1
29-gen-93;17.00;-10
29-gen-93;18.00;-21
29-gen-93;19.00;-25
29-gen-93;20.00;-20
29-gen-93;21.00;-8
29-gen-93;22.00;4
29-gen-93;23.00;19
30-gen-93;0.00;31
30-gen-93;1.00;40
30-gen-93;2.00;46
30-gen-93;3.00;48
30-gen-93;4.00;46
30-gen-93;5.00;40
30-gen-93;6.00;31
30-gen-93;7.00;20
30-gen-93;8.00;11
30-gen-93;9.00;4
30-gen-93;10.00;-1
30-gen-93;11.00;-2
30-gen-93;12.00;-2
30-gen-93;13.00;-1
30-gen-93;14.00;0
30-gen-93;15.00;-2
30-gen-93;16.00;-8
30-gen-93;17.00;-12
30-gen-93;18.00;-15
30-gen-93;19.00;-13
30-gen-93;20.00;-8
30-gen-93;21.00;0
30-gen-93;22.00;9
30-gen-93;23.00;19
31-gen-93;0.00;27
31-gen-93;1.00;31
31-gen-93;2.00;36
31-gen-93;3.00;36
31-gen-93;4.00;32
31-gen-93;5.00;30
31-gen-93;6.00;23
31-gen-93;7.00;11
31-gen-93;8.00;0
31-gen-93;9.00;-10
31-gen-93;10.00;-18
31-gen-93;11.00;-23
31-gen-93;12.00;-24
31-gen-93;13.00;-24
31-gen-93;14.00;-20
31-gen-93;15.00;-15
31-gen-93;16.00;-9
31-gen-93;17.00;-5
31-gen-93;18.00;-2
31-gen-93;19.00;0
31-gen-93;20.00;0
31-gen-93;21.00;0
31-gen-93;22.00;2
31-gen-93;23.00;6
1-feb-93;0.00;11
1-feb-93;1.00;16
1-feb-93;2.00;20
1-feb-93;3.00;20
1-feb-93;4.00;19
1-feb-93;5.00;16
1-feb-93;6.00;8
1-feb-93;7.00;0
1-feb-93;8.00;-8
1-feb-93;9.00;-16
1-feb-93;10.00;-26
1-feb-93;11.00;-36
1-feb-93;12.00;-42
1-feb-93;13.00;-44
1-feb-93;14.00;-42
1-feb-93;15.00;-36
1-feb-93;16.00;-25
1-feb-93;17.00;-16
1-feb-93;18.00;-8
1-feb-93;19.00;-2
1-feb-93;20.00;1
1-feb-93;21.00;0
1-feb-93;22.00;-2
1-feb-93;23.00;-4
2-feb-93;0.00;-4
2-feb-93;1.00;-3
2-feb-93;2.00;1
2-feb-93;3.00;7
2-feb-93;4.00;11
2-feb-93;5.00;15
2-feb-93;6.00;16
2-feb-93;7.00;16
2-feb-93;8.00;12
2-feb-93;9.00;4
2-feb-93;10.00;-5
2-feb-93;11.00;-17
2-feb-93;12.00;-29
2-feb-93;13.00;-39
2-feb-93;14.00;-40
2-feb-93;15.00;-37
2-feb-93;16.00;-25
2-feb-93;17.00;-13
2-feb-93;18.00;0
2-feb-93;19.00;11
2-feb-93;20.00;15
2-feb-93;21.00;16
2-feb-93;22.00;11
2-feb-93;23.00;3
3-feb-93;0.00;-8
3-feb-93;1.00;-15
3-feb-93;2.00;-16
3-feb-93;3.00;-13
3-feb-93;4.00;-5
3-feb-93;5.00;6
3-feb-93;6.00;16
3-feb-93;7.00;20
3-feb-93;8.00;22
3-feb-93;9.00;17
3-feb-93;10.00;6
3-feb-93;11.00;-11
3-feb-93;12.00;-29
3-feb-93;13.00;-45
3-feb-93;14.00;-56
3-feb-93;15.00;-60
3-feb-93;16.00;-52
3-feb-93;17.00;-35
3-feb-93;18.00;-17
3-feb-93;19.00;-1
3-feb-93;20.00;12
3-feb-93;21.00;20
3-feb-93;22.00;19
3-feb-93;23.00;11
4-feb-93;0.00;0
4-feb-93;1.00;-12
4-feb-93;2.00;-16
4-feb-93;3.00;-15
4-feb-93;4.00;-5
4-feb-93;5.00;8
4-feb-93;6.00;23
4-feb-93;7.00;33
4-feb-93;8.00;39
4-feb-93;9.00;36
4-feb-93;10.00;24
4-feb-93;11.00;7
4-feb-93;12.00;-13
4-feb-93;13.00;-34
4-feb-93;14.00;-53
4-feb-93;15.00;-64
4-feb-93;16.00;-64
4-feb-93;17.00;-49
4-feb-93;18.00;-31
4-feb-93;19.00;-8
4-feb-93;20.00;8
4-feb-93;21.00;20
4-feb-93;22.00;25
4-feb-93;23.00;20
5-feb-93;0.00;9
5-feb-93;1.00;-4
5-feb-93;2.00;-13
5-feb-93;3.00;-17
5-feb-93;4.00;-16
5-feb-93;5.00;-5
5-feb-93;6.00;7
5-feb-93;7.00;19
5-feb-93;8.00;28
5-feb-93;9.00;33
5-feb-93;10.00;31
5-feb-93;11.00;18
5-feb-93;12.00;-1
5-feb-93;13.00;-25
5-feb-93;14.00;-48
5-feb-93;15.00;-69
5-feb-93;16.00;-79
5-feb-93;17.00;-71
5-feb-93;18.00;-49
5-feb-93;19.00;-26
5-feb-93;20.00;-1
5-feb-93;21.00;16
5-feb-93;22.00;28
5-feb-93;23.00;31
6-feb-93;0.00;22
6-feb-93;1.00;8
6-feb-93;2.00;-7
6-feb-93;3.00;-20
6-feb-93;4.00;-26
6-feb-93;5.00;-25
6-feb-93;6.00;-13
6-feb-93;7.00;4
6-feb-93;8.00;19
6-feb-93;9.00;30
6-feb-93;10.00;32
6-feb-93;11.00;24
6-feb-93;12.00;8
6-feb-93;13.00;-15
6-feb-93;14.00;-38
6-feb-93;15.00;-61
6-feb-93;16.00;-77
6-feb-93;17.00;-79
6-feb-93;18.00;-62
6-feb-93;19.00;-41
6-feb-93;20.00;-14
6-feb-93;21.00;10
6-feb-93;22.00;27
6-feb-93;23.00;38
7-feb-93;0.00;36
7-feb-93;1.00;22
7-feb-93;2.00;3
7-feb-93;3.00;-16
7-feb-93;4.00;-32
7-feb-93;5.00;-37
7-feb-93;6.00;-33
7-feb-93;7.00;-16
7-feb-93;8.00;6
7-feb-93;9.00;22
7-feb-93;10.00;31
7-feb-93;11.00;32
7-feb-93;12.00;22
7-feb-93;13.00;0
7-feb-93;14.00;-25
7-feb-93;15.00;-50
7-feb-93;16.00;-76
7-feb-93;17.00;-85
7-feb-93;18.00;-73
7-feb-93;19.00;-53
7-feb-93;20.00;-28
7-feb-93;21.00;-1
7-feb-93;22.00;19
7-feb-93;23.00;31
8-feb-93;0.00;33
8-feb-93;1.00;23
8-feb-93;2.00;4
8-feb-93;3.00;-16
8-feb-93;4.00;-33
8-feb-93;5.00;-44
8-feb-93;6.00;-44
8-feb-93;7.00;-31
8-feb-93;8.00;-12
8-feb-93;9.00;7
8-feb-93;10.00;20
8-feb-93;11.00;27
8-feb-93;12.00;25
8-feb-93;13.00;9
8-feb-93;14.00;-12
8-feb-93;15.00;-36
8-feb-93;16.00;-58
8-feb-93;17.00;-73
8-feb-93;18.00;-73
8-feb-93;19.00;-58
8-feb-93;20.00;-37
8-feb-93;21.00;-12
8-feb-93;22.00;11
8-feb-93;23.00;27
9-feb-93;0.00;36
9-feb-93;1.00;32
9-feb-93;2.00;17
9-feb-93;3.00;-4
9-feb-93;4.00;-25
9-feb-93;5.00;-40
9-feb-93;6.00;-48
9-feb-93;7.00;-45
9-feb-93;8.00;-29
9-feb-93;9.00;-12
9-feb-93;10.00;6
9-feb-93;11.00;16
9-feb-93;12.00;17
9-feb-93;13.00;8
9-feb-93;14.00;-8
9-feb-93;15.00;-29
9-feb-93;16.00;-50
9-feb-93;17.00;-65
9-feb-93;18.00;-71
9-feb-93;19.00;-60
9-feb-93;20.00;-40
9-feb-93;21.00;-18
9-feb-93;22.00;4
9-feb-93;23.00;20
10-feb-93;0.00;31
10-feb-93;1.00;32
10-feb-93;2.00;23
10-feb-93;3.00;6
10-feb-93;4.00;-13
10-feb-93;5.00;-32
10-feb-93;6.00;-44
10-feb-93;7.00;-49
10-feb-93;8.00;-45
10-feb-93;9.00;-33
10-feb-93;10.00;-18
10-feb-93;11.00;-4
10-feb-93;12.00;2
10-feb-93;13.00;3
10-feb-93;14.00;-4
10-feb-93;15.00;-16
10-feb-93;16.00;-33
10-feb-93;17.00;-51
10-feb-93;18.00;-60
10-feb-93;19.00;-60
10-feb-93;20.00;-47
10-feb-93;21.00;-28
10-feb-93;22.00;-7
10-feb-93;23.00;11
11-feb-93;0.00;23
11-feb-93;1.00;30
11-feb-93;2.00;27
11-feb-93;3.00;14
11-feb-93;4.00;-5
11-feb-93;5.00;-25
11-feb-93;6.00;-42
11-feb-93;7.00;-55
11-feb-93;8.00;-55
11-feb-93;9.00;-46
11-feb-93;10.00;-31
11-feb-93;11.00;-16
11-feb-93;12.00;-5
11-feb-93;13.00;-1
11-feb-93;14.00;-1
11-feb-93;15.00;-12
11-feb-93;16.00;-25
11-feb-93;17.00;-39
11-feb-93;18.00;-45
11-feb-93;19.00;-44
11-feb-93;20.00;-34
11-feb-93;21.00;-20
11-feb-93;22.00;-4
11-feb-93;23.00;11
12-feb-93;0.00;23
12-feb-93;1.00;31
12-feb-93;2.00;31
12-feb-93;3.00;24
12-feb-93;4.00;9
12-feb-93;5.00;-7
12-feb-93;6.00;-20
12-feb-93;7.00;-29
12-feb-93;8.00;-34
12-feb-93;9.00;-33
12-feb-93;10.00;-25
12-feb-93;11.00;-16
12-feb-93;12.00;-8
12-feb-93;13.00;-5
12-feb-93;14.00;-8
12-feb-93;15.00;-12
12-feb-93;16.00;-20
12-feb-93;17.00;-26
12-feb-93;18.00;-29
12-feb-93;19.00;-29
12-feb-93;20.00;-25
12-feb-93;21.00;-16
12-feb-93;22.00;-7
12-feb-93;23.00;4
13-feb-93;0.00;11
13-feb-93;1.00;16
13-feb-93;2.00;17
