Data;Ora solare;Livello Punta Salute (cm);;;
28-giu-00;12.00;16;;;
28-giu-00;13.00;10;;;
28-giu-00;14.00;11;;;
28-giu-00;15.00;20;;;
28-giu-00;16.00;33;;;
28-giu-00;17.00;48;;;
28-giu-00;18.00;62;;;
28-giu-00;19.00;71;;;
28-giu-00;20.00;73;;;
28-giu-00;21.00;68;;;
28-giu-00;22.00;52;;;
28-giu-00;23.00;34;;;
29-giu-00;0.00;14;;;
29-giu-00;1.00;-5;;;
29-giu-00;2.00;-21;;;
29-giu-00;3.00;-28;;;
29-giu-00;4.00;-26;;;
29-giu-00;5.00;-13;;;
29-giu-00;6.00;4;;;
29-giu-00;7.00;20;;;
29-giu-00;8.00;35;;;
29-giu-00;9.00;42;;;
29-giu-00;10.00;44;;;
29-giu-00;11.00;38;;;
29-giu-00;12.00;24;;;
29-giu-00;13.00;12;;;
29-giu-00;14.00;8;;;
29-giu-00;15.00;11;;;
29-giu-00;16.00;22;;;
29-giu-00;17.00;36;;;
29-giu-00;18.00;52;;;
29-giu-00;19.00;65;;;
29-giu-00;20.00;72;;;
29-giu-00;21.00;75;;;
29-giu-00;22.00;68;;;
29-giu-00;23.00;51;;;
30-giu-00;0.00;28;;;
30-giu-00;1.00;8;;;
30-giu-00;2.00;-15;;;
30-giu-00;3.00;-31;;;
30-giu-00;4.00;-40;;;
30-giu-00;5.00;-34;;;
30-giu-00;6.00;-16;;;
30-giu-00;7.00;7;;;
30-giu-00;8.00;26;;;
30-giu-00;9.00;41;;;
30-giu-00;10.00;48;;;
30-giu-00;11.00;48;;;
30-giu-00;12.00;39;;;
30-giu-00;13.00;28;;;
30-giu-00;14.00;17;;;
30-giu-00;15.00;14;;;
30-giu-00;16.00;18;;;
30-giu-00;17.00;30;;;
30-giu-00;18.00;44;;;
30-giu-00;19.00;59;;;
30-giu-00;20.00;72;;;
30-giu-00;21.00;80;;;
30-giu-00;22.00;79;;;
30-giu-00;23.00;68;;;
1-lug-00;0.00;48;;;
1-lug-00;1.00;24;;;
1-lug-00;2.00;-1;;;
1-lug-00;3.00;-21;;;
1-lug-00;4.00;-37;;;
1-lug-00;5.00;-40;;;
1-lug-00;6.00;-29;;;
1-lug-00;7.00;-8;;;
1-lug-00;8.00;16;;;
1-lug-00;9.00;36;;;
1-lug-00;10.00;52;;;
1-lug-00;11.00;59;;;
1-lug-00;12.00;59;;;
1-lug-00;13.00;46;;;
1-lug-00;14.00;31;;;
1-lug-00;15.00;20;;;
1-lug-00;16.00;14;;;
1-lug-00;17.00;17;;;
1-lug-00;18.00;31;;;
1-lug-00;19.00;48;;;
1-lug-00;20.00;67;;;
1-lug-00;21.00;79;;;
1-lug-00;22.00;83;;;
1-lug-00;23.00;78;;;
2-lug-00;0.00;63;;;
2-lug-00;1.00;40;;;
2-lug-00;2.00;16;;;
2-lug-00;3.00;-8;;;
2-lug-00;4.00;-29;;;
2-lug-00;5.00;-41;;;
2-lug-00;6.00;-41;;;
2-lug-00;7.00;-25;;;
2-lug-00;8.00;-1;;;
2-lug-00;9.00;23;;;
2-lug-00;10.00;42;;;
2-lug-00;11.00;55;;;
2-lug-00;12.00;57;;;
2-lug-00;13.00;52;;;
2-lug-00;14.00;39;;;
2-lug-00;15.00;25;;;
2-lug-00;16.00;16;;;
2-lug-00;17.00;14;;;
2-lug-00;18.00;20;;;
2-lug-00;19.00;35;;;
2-lug-00;20.00;51;;;
2-lug-00;21.00;65;;;
2-lug-00;22.00;73;;;
2-lug-00;23.00;75;;;
3-lug-00;0.00;67;;;
3-lug-00;1.00;48;;;
3-lug-00;2.00;26;;;
3-lug-00;3.00;3;;;
3-lug-00;4.00;-20;;;
3-lug-00;5.00;-37;;;
3-lug-00;6.00;-42;;;
3-lug-00;7.00;-34;;;
3-lug-00;8.00;-16;;;
3-lug-00;9.00;8;;;
3-lug-00;10.00;31;;;
3-lug-00;11.00;47;;;
3-lug-00;12.00;59;;;
3-lug-00;13.00;63;;;
3-lug-00;14.00;59;;;
3-lug-00;15.00;46;;;
3-lug-00;16.00;31;;;
3-lug-00;17.00;23;;;
3-lug-00;18.00;20;;;
3-lug-00;19.00;24;;;
3-lug-00;20.00;38;;;
3-lug-00;21.00;52;;;
3-lug-00;22.00;63;;;
3-lug-00;23.00;70;;;
4-lug-00;0.00;72;;;
4-lug-00;1.00;63;;;
4-lug-00;2.00;46;;;
4-lug-00;3.00;25;;;
4-lug-00;4.00;6;;;
4-lug-00;5.00;-15;;;
4-lug-00;6.00;-28;;;
4-lug-00;7.00;-29;;;
4-lug-00;8.00;-20;;;
4-lug-00;9.00;-1;;;
4-lug-00;10.00;23;;;
4-lug-00;11.00;46;;;
4-lug-00;12.00;62;;;
4-lug-00;13.00;71;;;
4-lug-00;14.00;73;;;
4-lug-00;15.00;68;;;
4-lug-00;16.00;55;;;
4-lug-00;17.00;43;;;
4-lug-00;18.00;33;;;
4-lug-00;19.00;28;;;
4-lug-00;20.00;31;;;
4-lug-00;21.00;43;;;
4-lug-00;22.00;57;;;
4-lug-00;23.00;68;;;
5-lug-00;0.00;72;;;
5-lug-00;1.00;70;;;
5-lug-00;2.00;57;;;
5-lug-00;3.00;39;;;
5-lug-00;4.00;19;;;
5-lug-00;5.00;-1;;;
5-lug-00;6.00;-21;;;
5-lug-00;7.00;-31;;;
5-lug-00;8.00;-28;;;
5-lug-00;9.00;-16;;;
5-lug-00;10.00;4;;;
5-lug-00;11.00;23;;;
5-lug-00;12.00;41;;;
5-lug-00;13.00;56;;;
5-lug-00;14.00;63;;;
5-lug-00;15.00;63;;;
5-lug-00;16.00;54;;;
5-lug-00;17.00;40;;;
5-lug-00;18.00;28;;;
5-lug-00;19.00;23;;;
5-lug-00;20.00;23;;;
5-lug-00;21.00;31;;;
5-lug-00;22.00;43;;;
5-lug-00;23.00;52;;;
6-lug-00;0.00;56;;;
6-lug-00;1.00;56;;;
6-lug-00;2.00;48;;;
6-lug-00;3.00;32;;;
6-lug-00;4.00;16;;;
6-lug-00;5.00;-1;;;
6-lug-00;6.00;-15;;;
6-lug-00;7.00;-25;;;
6-lug-00;8.00;-26;;;
6-lug-00;9.00;-19;;;
6-lug-00;10.00;-4;;;
6-lug-00;11.00;12;;;
6-lug-00;12.00;28;;;
6-lug-00;13.00;41;;;
6-lug-00;14.00;51;;;
6-lug-00;15.00;55;;;
6-lug-00;16.00;52;;;
6-lug-00;17.00;44;;;
6-lug-00;18.00;31;;;
6-lug-00;19.00;22;;;
6-lug-00;20.00;15;;;
6-lug-00;21.00;15;;;
6-lug-00;22.00;20;;;
6-lug-00;23.00;27;;;
7-lug-00;0.00;35;;;
7-lug-00;1.00;38;;;
7-lug-00;2.00;36;;;
7-lug-00;3.00;30;;;
7-lug-00;4.00;19;;;
7-lug-00;5.00;7;;;
7-lug-00;6.00;-5;;;
7-lug-00;7.00;-13;;;
7-lug-00;8.00;-17;;;
7-lug-00;9.00;-16;;;
7-lug-00;10.00;-5;;;
7-lug-00;11.00;8;;;
7-lug-00;12.00;23;;;
7-lug-00;13.00;38;;;
7-lug-00;14.00;51;;;
7-lug-00;15.00;59;;;
7-lug-00;16.00;63;;;
7-lug-00;17.00;61;;;
7-lug-00;18.00;55;;;
7-lug-00;19.00;43;;;
7-lug-00;20.00;36;;;
7-lug-00;21.00;30;;;
7-lug-00;22.00;28;;;
7-lug-00;23.00;32;;;
8-lug-00;0.00;35;;;
8-lug-00;1.00;36;;;
8-lug-00;2.00;39;;;
8-lug-00;3.00;36;;;
8-lug-00;4.00;31;;;
8-lug-00;5.00;26;;;
8-lug-00;6.00;20;;;
8-lug-00;7.00;13;;;
8-lug-00;8.00;7;;;
8-lug-00;9.00;4;;;
8-lug-00;10.00;7;;;
8-lug-00;11.00;11;;;
8-lug-00;12.00;23;;;
8-lug-00;13.00;36;;;
8-lug-00;14.00;48;;;
8-lug-00;15.00;57;;;
8-lug-00;16.00;67;;;
8-lug-00;17.00;68;;;
8-lug-00;18.00;63;;;
8-lug-00;19.00;55;;;
8-lug-00;20.00;48;;;
8-lug-00;21.00;35;;;
8-lug-00;22.00;25;;;
8-lug-00;23.00;17;;;
9-lug-00;0.00;12;;;
9-lug-00;1.00;11;;;
9-lug-00;2.00;16;;;
9-lug-00;3.00;23;;;
9-lug-00;4.00;27;;;
9-lug-00;5.00;17;;;
9-lug-00;6.00;16;;;
9-lug-00;7.00;11;;;
9-lug-00;8.00;10;;;
9-lug-00;9.00;8;;;
9-lug-00;10.00;1;;;
9-lug-00;11.00;1;;;
9-lug-00;12.00;4;;;
9-lug-00;13.00;12;;;
9-lug-00;14.00;25;;;
9-lug-00;15.00;39;;;
9-lug-00;16.00;59;;;
9-lug-00;17.00;70;;;
9-lug-00;18.00;74;;;
9-lug-00;19.00;75;;;
9-lug-00;20.00;67;;;
9-lug-00;21.00;55;;;
9-lug-00;22.00;41;;;
9-lug-00;23.00;32;;;
10-lug-00;0.00;25;;;
10-lug-00;1.00;20;;;
10-lug-00;2.00;16;;;
10-lug-00;3.00;20;;;
10-lug-00;4.00;25;;;
10-lug-00;5.00;28;;;
10-lug-00;6.00;29;;;
10-lug-00;7.00;27;;;
10-lug-00;8.00;26;;;
10-lug-00;9.00;21;;;
10-lug-00;10.00;15;;;
10-lug-00;11.00;14;;;
10-lug-00;12.00;16;;;
10-lug-00;13.00;25;;;
10-lug-00;14.00;41;;;
10-lug-00;15.00;56;;;
10-lug-00;16.00;68;;;
10-lug-00;17.00;78;;;
10-lug-00;18.00;86;;;
10-lug-00;19.00;87;;;
10-lug-00;20.00;80;;;
10-lug-00;21.00;71;;;
10-lug-00;22.00;58;;;
10-lug-00;23.00;46;;;
11-lug-00;0.00;32;;;
11-lug-00;1.00;23;;;
11-lug-00;2.00;16;;;
11-lug-00;3.00;15;;;
11-lug-00;4.00;19;;;
11-lug-00;5.00;27;;;
11-lug-00;6.00;37;;;
11-lug-00;7.00;43;;;
11-lug-00;8.00;49;;;
11-lug-00;9.00;51;;;
11-lug-00;10.00;48;;;
11-lug-00;11.00;47;;;
11-lug-00;12.00;45;;;
11-lug-00;13.00;51;;;
11-lug-00;14.00;52;;;
11-lug-00;15.00;57;;;
11-lug-00;16.00;65;;;
11-lug-00;17.00;72;;;
11-lug-00;18.00;83;;;
11-lug-00;19.00;89;;;
11-lug-00;20.00;83;;;
11-lug-00;21.00;71;;;
11-lug-00;22.00;56;;;
11-lug-00;23.00;48;;;
12-lug-00;0.00;35;;;
12-lug-00;1.00;16;;;
12-lug-00;2.00;-1;;;
12-lug-00;3.00;-10;;;
12-lug-00;4.00;-9;;;
12-lug-00;5.00;-2;;;
12-lug-00;6.00;6;;;
12-lug-00;7.00;20;;;
12-lug-00;8.00;35;;;
12-lug-00;9.00;43;;;
12-lug-00;10.00;43;;;
12-lug-00;11.00;41;;;
12-lug-00;12.00;39;;;
12-lug-00;13.00;28;;;
12-lug-00;14.00;24;;;
12-lug-00;15.00;29;;;
12-lug-00;16.00;38;;;
12-lug-00;17.00;51;;;
12-lug-00;18.00;63;;;
12-lug-00;19.00;72;;;
12-lug-00;20.00;77;;;
12-lug-00;21.00;72;;;
12-lug-00;22.00;63;;;
12-lug-00;23.00;44;;;
13-lug-00;0.00;24;;;
13-lug-00;1.00;7;;;
13-lug-00;2.00;-10;;;
13-lug-00;3.00;-25;;;
13-lug-00;4.00;-33;;;
13-lug-00;5.00;-25;;;
13-lug-00;6.00;-8;;;
13-lug-00;7.00;8;;;
13-lug-00;8.00;22;;;
13-lug-00;9.00;34;;;
13-lug-00;10.00;41;;;
13-lug-00;11.00;46;;;
13-lug-00;12.00;41;;;
13-lug-00;13.00;35;;;
13-lug-00;14.00;32;;;
13-lug-00;15.00;35;;;
13-lug-00;16.00;42;;;
13-lug-00;17.00;52;;;
13-lug-00;18.00;67;;;
13-lug-00;19.00;76;;;
13-lug-00;20.00;80;;;
13-lug-00;21.00;78;;;
13-lug-00;22.00;67;;;
13-lug-00;23.00;48;;;
14-lug-00;0.00;27;;;
14-lug-00;1.00;7;;;
14-lug-00;2.00;-15;;;
14-lug-00;3.00;-29;;;
14-lug-00;4.00;-36;;;
14-lug-00;5.00;-28;;;
14-lug-00;6.00;-10;;;
14-lug-00;7.00;11;;;
14-lug-00;8.00;30;;;
14-lug-00;9.00;46;;;
14-lug-00;10.00;58;;;
14-lug-00;11.00;63;;;
14-lug-00;12.00;63;;;
14-lug-00;13.00;56;;;
14-lug-00;14.00;48;;;
14-lug-00;15.00;43;;;
14-lug-00;16.00;43;;;
14-lug-00;17.00;50;;;
14-lug-00;18.00;59;;;
14-lug-00;19.00;68;;;
14-lug-00;20.00;72;;;
14-lug-00;21.00;72;;;
14-lug-00;22.00;68;;;
14-lug-00;23.00;52;;;
15-lug-00;0.00;36;;;
15-lug-00;1.00;16;;;
15-lug-00;2.00;3;;;
15-lug-00;3.00;-12;;;
15-lug-00;4.00;-23;;;
15-lug-00;5.00;-25;;;
15-lug-00;6.00;-9;;;
15-lug-00;7.00;12;;;
15-lug-00;8.00;32;;;
15-lug-00;9.00;48;;;
15-lug-00;10.00;62;;;
15-lug-00;11.00;68;;;
15-lug-00;12.00;68;;;
15-lug-00;13.00;59;;;
15-lug-00;14.00;48;;;
15-lug-00;15.00;39;;;
15-lug-00;16.00;31;;;
15-lug-00;17.00;24;;;
15-lug-00;18.00;31;;;
15-lug-00;19.00;39;;;
15-lug-00;20.00;51;;;
15-lug-00;21.00;63;;;
15-lug-00;22.00;68;;;
15-lug-00;23.00;63;;;
16-lug-00;0.00;48;;;
16-lug-00;1.00;27;;;
16-lug-00;2.00;8;;;
16-lug-00;3.00;-8;;;
16-lug-00;4.00;-20;;;
16-lug-00;5.00;-21;;;
16-lug-00;6.00;-12;;;
16-lug-00;7.00;6;;;
16-lug-00;8.00;27;;;
16-lug-00;9.00;43;;;
16-lug-00;10.00;56;;;
16-lug-00;11.00;65;;;
16-lug-00;12.00;67;;;
16-lug-00;13.00;63;;;
16-lug-00;14.00;52;;;
16-lug-00;15.00;39;;;
16-lug-00;16.00;27;;;
16-lug-00;17.00;22;;;
16-lug-00;18.00;22;;;
16-lug-00;19.00;32;;;
16-lug-00;20.00;47;;;
16-lug-00;21.00;60;;;
16-lug-00;22.00;67;;;
16-lug-00;23.00;63;;;
17-lug-00;0.00;52;;;
17-lug-00;1.00;36;;;
17-lug-00;2.00;16;;;
17-lug-00;3.00;-2;;;
17-lug-00;4.00;-17;;;
17-lug-00;5.00;-25;;;
17-lug-00;6.00;-21;;;
17-lug-00;7.00;-8;;;
17-lug-00;8.00;8;;;
17-lug-00;9.00;27;;;
17-lug-00;10.00;43;;;
17-lug-00;11.00;55;;;
17-lug-00;12.00;60;;;
17-lug-00;13.00;57;;;
17-lug-00;14.00;43;;;
17-lug-00;15.00;32;;;
17-lug-00;16.00;20;;;
17-lug-00;17.00;14;;;
17-lug-00;18.00;14;;;
17-lug-00;19.00;25;;;
17-lug-00;20.00;40;;;
17-lug-00;21.00;56;;;
17-lug-00;22.00;67;;;
17-lug-00;23.00;70;;;
18-lug-00;0.00;65;;;
18-lug-00;1.00;48;;;
18-lug-00;2.00;27;;;
18-lug-00;3.00;4;;;
18-lug-00;4.00;-16;;;
18-lug-00;5.00;-28;;;
18-lug-00;6.00;-32;;;
18-lug-00;7.00;-23;;;
18-lug-00;8.00;-5;;;
18-lug-00;9.00;16;;;
18-lug-00;10.00;31;;;
18-lug-00;11.00;43;;;
18-lug-00;12.00;51;;;
18-lug-00;13.00;48;;;
18-lug-00;14.00;39;;;
18-lug-00;15.00;25;;;
18-lug-00;16.00;14;;;
18-lug-00;17.00;8;;;
18-lug-00;18.00;9;;;
18-lug-00;19.00;20;;;
18-lug-00;20.00;36;;;
18-lug-00;21.00;51;;;
18-lug-00;22.00;63;;;
18-lug-00;23.00;67;;;
19-lug-00;0.00;63;;;
19-lug-00;1.00;49;;;
19-lug-00;2.00;30;;;
19-lug-00;3.00;9;;;
19-lug-00;4.00;-9;;;
19-lug-00;5.00;-25;;;
19-lug-00;6.00;-34;;;
19-lug-00;7.00;-33;;;
19-lug-00;8.00;-20;;;
19-lug-00;9.00;-1;;;
19-lug-00;10.00;19;;;
19-lug-00;11.00;34;;;
19-lug-00;12.00;44;;;
19-lug-00;13.00;51;;;
19-lug-00;14.00;48;;;
19-lug-00;15.00;39;;;
19-lug-00;16.00;27;;;
19-lug-00;17.00;19;;;
19-lug-00;18.00;16;;;
19-lug-00;19.00;19;;;
19-lug-00;20.00;27;;;
19-lug-00;21.00;39;;;
19-lug-00;22.00;50;;;
19-lug-00;23.00;56;;;
20-lug-00;0.00;55;;;
20-lug-00;1.00;46;;;
20-lug-00;2.00;30;;;
20-lug-00;3.00;11;;;
20-lug-00;4.00;-7;;;
20-lug-00;5.00;-21;;;
20-lug-00;6.00;-29;;;
20-lug-00;7.00;-26;;;
20-lug-00;8.00;-16;;;
20-lug-00;9.00;-1;;;
20-lug-00;10.00;16;;;
20-lug-00;11.00;31;;;
20-lug-00;12.00;43;;;
20-lug-00;13.00;52;;;
20-lug-00;14.00;55;;;
20-lug-00;15.00;49;;;
20-lug-00;16.00;39;;;
20-lug-00;17.00;27;;;
20-lug-00;18.00;19;;;
20-lug-00;19.00;14;;;
20-lug-00;20.00;14;;;
20-lug-00;21.00;20;;;
20-lug-00;22.00;30;;;
20-lug-00;23.00;38;;;
21-lug-00;0.00;43;;;
21-lug-00;1.00;43;;;
21-lug-00;2.00;33;;;
21-lug-00;3.00;20;;;
21-lug-00;4.00;4;;;
21-lug-00;5.00;-12;;;
21-lug-00;6.00;-21;;;
21-lug-00;7.00;-25;;;
21-lug-00;8.00;-21;;;
21-lug-00;9.00;-8;;;
21-lug-00;10.00;8;;;
21-lug-00;11.00;26;;;
21-lug-00;12.00;41;;;
21-lug-00;13.00;52;;;
21-lug-00;14.00;56;;;
21-lug-00;15.00;54;;;
21-lug-00;16.00;43;;;
21-lug-00;17.00;29;;;
21-lug-00;18.00;16;;;
21-lug-00;19.00;6;;;
21-lug-00;20.00;0;;;
21-lug-00;21.00;1;;;
21-lug-00;22.00;11;;;
21-lug-00;23.00;22;;;
22-lug-00;0.00;31;;;
22-lug-00;1.00;33;;;
22-lug-00;2.00;31;;;
22-lug-00;3.00;20;;;
22-lug-00;4.00;6;;;
22-lug-00;5.00;-7;;;
22-lug-00;6.00;-16;;;
22-lug-00;7.00;-20;;;
22-lug-00;8.00;-15;;;
22-lug-00;9.00;-1;;;
22-lug-00;10.00;14;;;
22-lug-00;11.00;29;;;
22-lug-00;12.00;41;;;
22-lug-00;13.00;51;;;
22-lug-00;14.00;55;;;
22-lug-00;15.00;55;;;
22-lug-00;16.00;48;;;
22-lug-00;17.00;36;;;
22-lug-00;18.00;23;;;
22-lug-00;19.00;11;;;
22-lug-00;20.00;4;;;
22-lug-00;21.00;4;;;
22-lug-00;22.00;8;;;
22-lug-00;23.00;16;;;
23-lug-00;0.00;27;;;
23-lug-00;1.00;31;;;
23-lug-00;2.00;32;;;
23-lug-00;3.00;30;;;
23-lug-00;4.00;24;;;
23-lug-00;5.00;16;;;
23-lug-00;6.00;7;;;
23-lug-00;7.00;0;;;
23-lug-00;8.00;-1;;;
23-lug-00;9.00;0;;;
23-lug-00;10.00;8;;;
23-lug-00;11.00;19;;;
23-lug-00;12.00;30;;;
23-lug-00;13.00;39;;;
23-lug-00;14.00;46;;;
23-lug-00;15.00;48;;;
23-lug-00;16.00;48;;;
23-lug-00;17.00;44;;;
23-lug-00;18.00;35;;;
23-lug-00;19.00;25;;;
23-lug-00;20.00;17;;;
23-lug-00;21.00;14;;;
23-lug-00;22.00;11;;;
23-lug-00;23.00;12;;;
24-lug-00;0.00;20;;;
24-lug-00;1.00;27;;;
24-lug-00;2.00;31;;;
24-lug-00;3.00;31;;;
24-lug-00;4.00;30;;;
24-lug-00;5.00;24;;;
24-lug-00;6.00;16;;;
24-lug-00;7.00;9;;;
24-lug-00;8.00;4;;;
24-lug-00;9.00;-1;;;
24-lug-00;10.00;1;;;
24-lug-00;11.00;8;;;
24-lug-00;12.00;19;;;
24-lug-00;13.00;28;;;
24-lug-00;14.00;38;;;
24-lug-00;15.00;44;;;
24-lug-00;16.00;52;;;
24-lug-00;17.00;54;;;
24-lug-00;18.00;52;;;
24-lug-00;19.00;49;;;
24-lug-00;20.00;40;;;
24-lug-00;21.00;31;;;
24-lug-00;22.00;24;;;
24-lug-00;23.00;20;;;
25-lug-00;0.00;19;;;
25-lug-00;1.00;19;;;
25-lug-00;2.00;20;;;
25-lug-00;3.00;24;;;
25-lug-00;4.00;25;;;
25-lug-00;5.00;24;;;
25-lug-00;6.00;23;;;
25-lug-00;7.00;22;;;
25-lug-00;8.00;19;;;
25-lug-00;9.00;17;;;
25-lug-00;10.00;14;;;
25-lug-00;11.00;11;;;
25-lug-00;12.00;12;;;
25-lug-00;13.00;20;;;
25-lug-00;14.00;29;;;
25-lug-00;15.00;43;;;
25-lug-00;16.00;55;;;
25-lug-00;17.00;60;;;
25-lug-00;18.00;64;;;
25-lug-00;19.00;63;;;
25-lug-00;20.00;55;;;
25-lug-00;21.00;43;;;
25-lug-00;22.00;28;;;
25-lug-00;23.00;16;;;
26-lug-00;0.00;8;;;
26-lug-00;1.00;-1;;;
26-lug-00;2.00;-4;;;
26-lug-00;3.00;0;;;
26-lug-00;4.00;8;;;
26-lug-00;5.00;16;;;
26-lug-00;6.00;25;;;
26-lug-00;7.00;30;;;
26-lug-00;8.00;29;;;
26-lug-00;9.00;25;;;
26-lug-00;10.00;19;;;
26-lug-00;11.00;14;;;
26-lug-00;12.00;12;;;
26-lug-00;13.00;16;;;
26-lug-00;14.00;27;;;
26-lug-00;15.00;41;;;
26-lug-00;16.00;54;;;
26-lug-00;17.00;63;;;
26-lug-00;18.00;72;;;
26-lug-00;19.00;74;;;
26-lug-00;20.00;70;;;
26-lug-00;21.00;55;;;
26-lug-00;22.00;39;;;
26-lug-00;23.00;22;;;
27-lug-00;0.00;4;;;
27-lug-00;1.00;-8;;;
27-lug-00;2.00;-16;;;
27-lug-00;3.00;-16;;;
27-lug-00;4.00;-8;;;
27-lug-00;5.00;4;;;
27-lug-00;6.00;16;;;
27-lug-00;7.00;27;;;
27-lug-00;8.00;31;;;
27-lug-00;9.00;31;;;
27-lug-00;10.00;27;;;
27-lug-00;11.00;20;;;
27-lug-00;12.00;16;;;
27-lug-00;13.00;14;;;
27-lug-00;14.00;17;;;
27-lug-00;15.00;27;;;
27-lug-00;16.00;38;;;
27-lug-00;17.00;48;;;
27-lug-00;18.00;59;;;
27-lug-00;19.00;67;;;
27-lug-00;20.00;68;;;
27-lug-00;21.00;60;;;
27-lug-00;22.00;46;;;
27-lug-00;23.00;27;;;
28-lug-00;0.00;8;;;
28-lug-00;1.00;-10;;;
28-lug-00;2.00;-24;;;
28-lug-00;3.00;-29;;;
28-lug-00;4.00;-25;;;
28-lug-00;5.00;-10;;;
28-lug-00;6.00;8;;;
28-lug-00;7.00;24;;;
28-lug-00;8.00;38;;;
28-lug-00;9.00;46;;;
28-lug-00;10.00;47;;;
28-lug-00;11.00;41;;;
28-lug-00;12.00;31;;;
28-lug-00;13.00;24;;;
28-lug-00;14.00;17;;;
28-lug-00;15.00;15;;;
28-lug-00;16.00;27;;;
28-lug-00;17.00;43;;;
28-lug-00;18.00;54;;;
28-lug-00;19.00;56;;;
28-lug-00;20.00;67;;;
28-lug-00;21.00;77;;;
28-lug-00;22.00;65;;;
28-lug-00;23.00;48;;;
29-lug-00;0.00;23;;;
29-lug-00;1.00;1;;;
29-lug-00;2.00;-17;;;
29-lug-00;3.00;-36;;;
29-lug-00;4.00;-39;;;
29-lug-00;5.00;-28;;;
29-lug-00;6.00;-15;;;
29-lug-00;7.00;8;;;
29-lug-00;8.00;24;;;
29-lug-00;9.00;40;;;
29-lug-00;10.00;48;;;
29-lug-00;11.00;49;;;
29-lug-00;12.00;52;;;
29-lug-00;13.00;36;;;
29-lug-00;14.00;24;;;
29-lug-00;15.00;19;;;
29-lug-00;16.00;19;;;
29-lug-00;17.00;29;;;
29-lug-00;18.00;44;;;
29-lug-00;19.00;57;;;
29-lug-00;20.00;68;;;
29-lug-00;21.00;72;;;
29-lug-00;22.00;70;;;
29-lug-00;23.00;55;;;
30-lug-00;0.00;34;;;
30-lug-00;1.00;13;;;
30-lug-00;2.00;-10;;;
30-lug-00;3.00;-31;;;
30-lug-00;4.00;-42;;;
30-lug-00;5.00;-41;;;
30-lug-00;6.00;-29;;;
30-lug-00;7.00;-9;;;
30-lug-00;8.00;16;;;
30-lug-00;9.00;39;;;
30-lug-00;10.00;54;;;
30-lug-00;11.00;59;;;
30-lug-00;12.00;56;;;
30-lug-00;13.00;43;;;
30-lug-00;14.00;28;;;
30-lug-00;15.00;16;;;
30-lug-00;16.00;8;;;
30-lug-00;17.00;8;;;
30-lug-00;18.00;20;;;
30-lug-00;19.00;33;;;
30-lug-00;20.00;48;;;
30-lug-00;21.00;59;;;
30-lug-00;22.00;64;;;
30-lug-00;23.00;59;;;
31-lug-00;0.00;43;;;
31-lug-00;1.00;24;;;
31-lug-00;2.00;0;;;
31-lug-00;3.00;-23;;;
31-lug-00;4.00;-41;;;
31-lug-00;5.00;-50;;;
31-lug-00;6.00;-42;;;
31-lug-00;7.00;-21;;;
31-lug-00;8.00;4;;;
31-lug-00;9.00;28;;;
31-lug-00;10.00;46;;;
31-lug-00;11.00;57;;;
31-lug-00;12.00;60;;;
31-lug-00;13.00;52;;;
31-lug-00;14.00;35;;;
31-lug-00;15.00;19;;;
31-lug-00;16.00;6;;;
31-lug-00;17.00;-1;;;
31-lug-00;18.00;1;;;
31-lug-00;19.00;14;;;
31-lug-00;20.00;29;;;
31-lug-00;21.00;43;;;
31-lug-00;22.00;55;;;
31-lug-00;23.00;57;;;
1-ago-00;0.00;48;;;
1-ago-00;1.00;31;;;
1-ago-00;2.00;8;;;
1-ago-00;3.00;-14;;;
1-ago-00;4.00;-33;;;
1-ago-00;5.00;-47;;;
1-ago-00;6.00;-48;;;
1-ago-00;7.00;-32;;;
1-ago-00;8.00;-8;;;
1-ago-00;9.00;18;;;
1-ago-00;10.00;39;;;
1-ago-00;11.00;55;;;
1-ago-00;12.00;63;;;
1-ago-00;13.00;62;;;
1-ago-00;14.00;48;;;
1-ago-00;15.00;28;;;
1-ago-00;16.00;11;;;
1-ago-00;17.00;-2;;;
1-ago-00;18.00;-7;;;
1-ago-00;19.00;-1;;;
1-ago-00;20.00;12;;;
1-ago-00;21.00;30;;;
1-ago-00;22.00;43;;;
1-ago-00;23.00;51;;;
2-ago-00;0.00;51;;;
2-ago-00;1.00;40;;;
2-ago-00;2.00;24;;;
2-ago-00;3.00;4;;;
2-ago-00;4.00;-15;;;
2-ago-00;5.00;-29;;;
2-ago-00;6.00;-37;;;
2-ago-00;7.00;-33;;;
2-ago-00;8.00;-16;;;
2-ago-00;9.00;7;;;
2-ago-00;10.00;28;;;
2-ago-00;11.00;46;;;
2-ago-00;12.00;57;;;
2-ago-00;13.00;59;;;
2-ago-00;14.00;51;;;
2-ago-00;15.00;36;;;
2-ago-00;16.00;17;;;
2-ago-00;17.00;3;;;
2-ago-00;18.00;-6;;;
2-ago-00;19.00;-5;;;
2-ago-00;20.00;6;;;
2-ago-00;21.00;23;;;
2-ago-00;22.00;39;;;
2-ago-00;23.00;52;;;
3-ago-00;0.00;57;;;
3-ago-00;1.00;54;;;
3-ago-00;2.00;41;;;
3-ago-00;3.00;24;;;
3-ago-00;4.00;4;;;
3-ago-00;5.00;-12;;;
3-ago-00;6.00;-25;;;
3-ago-00;7.00;-26;;;
3-ago-00;8.00;-21;;;
3-ago-00;9.00;-5;;;
3-ago-00;10.00;15;;;
