Data;Ora solare;Livello Punta Salute (cm)
9-gen-94;6.00;55
9-gen-94;7.00;63
9-gen-94;8.00;68
9-gen-94;9.00;68
9-gen-94;10.00;63
9-gen-94;11.00;54
9-gen-94;12.00;38
9-gen-94;13.00;22
9-gen-94;14.00;6
9-gen-94;15.00;-6
9-gen-94;16.00;-12
9-gen-94;17.00;-7
9-gen-94;18.00;11
9-gen-94;19.00;29
9-gen-94;20.00;46
9-gen-94;21.00;57
9-gen-94;22.00;62
9-gen-94;23.00;59
10-gen-94;0.00;48
10-gen-94;1.00;35
10-gen-94;2.00;23
10-gen-94;3.00;17
10-gen-94;4.00;20
10-gen-94;5.00;30
10-gen-94;6.00;46
10-gen-94;7.00;62
10-gen-94;8.00;72
10-gen-94;9.00;80
10-gen-94;10.00;80
10-gen-94;11.00;71
10-gen-94;12.00;52
10-gen-94;13.00;32
10-gen-94;14.00;11
10-gen-94;15.00;-6
10-gen-94;16.00;-16
10-gen-94;17.00;-17
10-gen-94;18.00;-7
10-gen-94;19.00;11
10-gen-94;20.00;30
10-gen-94;21.00;47
10-gen-94;22.00;59
10-gen-94;23.00;65
11-gen-94;0.00;63
11-gen-94;1.00;54
11-gen-94;2.00;43
11-gen-94;3.00;32
11-gen-94;4.00;30
11-gen-94;5.00;36
11-gen-94;6.00;52
11-gen-94;7.00;71
11-gen-94;8.00;88
11-gen-94;9.00;103
11-gen-94;10.00;111
11-gen-94;11.00;105
11-gen-94;12.00;84
11-gen-94;13.00;63
11-gen-94;14.00;38
11-gen-94;15.00;16
11-gen-94;16.00;-1
11-gen-94;17.00;-10
11-gen-94;18.00;-9
11-gen-94;19.00;7
11-gen-94;20.00;27
11-gen-94;21.00;45
11-gen-94;22.00;60
11-gen-94;23.00;68
12-gen-94;0.00;70
12-gen-94;1.00;63
12-gen-94;2.00;51
12-gen-94;3.00;38
12-gen-94;4.00;30
12-gen-94;5.00;27
12-gen-94;6.00;35
12-gen-94;7.00;51
12-gen-94;8.00;70
12-gen-94;9.00;84
12-gen-94;10.00;94
12-gen-94;11.00;92
12-gen-94;12.00;80
12-gen-94;13.00;59
12-gen-94;14.00;35
12-gen-94;15.00;10
12-gen-94;16.00;-11
12-gen-94;17.00;-25
12-gen-94;18.00;-26
12-gen-94;19.00;-13
12-gen-94;20.00;7
12-gen-94;21.00;27
12-gen-94;22.00;44
12-gen-94;23.00;58
13-gen-94;0.00;64
13-gen-94;1.00;63
13-gen-94;2.00;55
13-gen-94;3.00;41
13-gen-94;4.00;30
13-gen-94;5.00;23
13-gen-94;6.00;23
13-gen-94;7.00;31
13-gen-94;8.00;47
13-gen-94;9.00;60
13-gen-94;10.00;72
13-gen-94;11.00;75
13-gen-94;12.00;70
13-gen-94;13.00;51
13-gen-94;14.00;27
13-gen-94;15.00;3
13-gen-94;16.00;-18
13-gen-94;17.00;-33
13-gen-94;18.00;-37
13-gen-94;19.00;-26
13-gen-94;20.00;-8
13-gen-94;21.00;18
13-gen-94;22.00;39
13-gen-94;23.00;55
14-gen-94;0.00;64
14-gen-94;1.00;67
14-gen-94;2.00;59
14-gen-94;3.00;46
14-gen-94;4.00;31
14-gen-94;5.00;20
14-gen-94;6.00;16
14-gen-94;7.00;20
14-gen-94;8.00;35
14-gen-94;9.00;49
14-gen-94;10.00;60
14-gen-94;11.00;65
14-gen-94;12.00;63
14-gen-94;13.00;52
14-gen-94;14.00;32
14-gen-94;15.00;12
14-gen-94;16.00;-8
14-gen-94;17.00;-24
14-gen-94;18.00;-31
14-gen-94;19.00;-25
14-gen-94;20.00;-6
14-gen-94;21.00;16
14-gen-94;22.00;38
14-gen-94;23.00;55
15-gen-94;0.00;67
15-gen-94;1.00;71
15-gen-94;2.00;67
15-gen-94;3.00;54
15-gen-94;4.00;36
15-gen-94;5.00;31
15-gen-94;6.00;25
15-gen-94;7.00;16
15-gen-94;8.00;15
15-gen-94;9.00;29
15-gen-94;10.00;47
15-gen-94;11.00;55
15-gen-94;12.00;60
15-gen-94;13.00;57
15-gen-94;14.00;40
15-gen-94;15.00;22
15-gen-94;16.00;4
15-gen-94;17.00;-13
15-gen-94;18.00;-24
15-gen-94;19.00;-21
15-gen-94;20.00;-8
15-gen-94;21.00;12
15-gen-94;22.00;31
15-gen-94;23.00;52
16-gen-94;0.00;66
16-gen-94;1.00;72
16-gen-94;2.00;72
16-gen-94;3.00;63
16-gen-94;4.00;48
16-gen-94;5.00;34
16-gen-94;6.00;24
16-gen-94;7.00;17
16-gen-94;8.00;19
16-gen-94;9.00;31
16-gen-94;10.00;46
16-gen-94;11.00;59
16-gen-94;12.00;68
16-gen-94;13.00;68
16-gen-94;14.00;59
16-gen-94;15.00;44
16-gen-94;16.00;28
16-gen-94;17.00;16
16-gen-94;18.00;4
16-gen-94;19.00;0
16-gen-94;20.00;8
16-gen-94;21.00;20
16-gen-94;22.00;36
16-gen-94;23.00;51
17-gen-94;0.00;60
17-gen-94;1.00;63
17-gen-94;2.00;63
17-gen-94;3.00;55
17-gen-94;4.00;43
17-gen-94;5.00;28
17-gen-94;6.00;16
17-gen-94;7.00;11
17-gen-94;8.00;14
17-gen-94;9.00;23
17-gen-94;10.00;37
17-gen-94;11.00;48
17-gen-94;12.00;59
17-gen-94;13.00;63
17-gen-94;14.00;63
17-gen-94;15.00;56
17-gen-94;16.00;43
17-gen-94;17.00;27
17-gen-94;18.00;16
17-gen-94;19.00;8
17-gen-94;20.00;7
17-gen-94;21.00;15
17-gen-94;22.00;27
17-gen-94;23.00;38
18-gen-94;0.00;47
18-gen-94;1.00;52
18-gen-94;2.00;55
18-gen-94;3.00;48
18-gen-94;4.00;40
18-gen-94;5.00;35
18-gen-94;6.00;28
18-gen-94;7.00;24
18-gen-94;8.00;22
18-gen-94;9.00;23
18-gen-94;10.00;31
18-gen-94;11.00;39
18-gen-94;12.00;46
18-gen-94;13.00;48
18-gen-94;14.00;46
18-gen-94;15.00;39
18-gen-94;16.00;27
18-gen-94;17.00;16
18-gen-94;18.00;4
18-gen-94;19.00;-2
18-gen-94;20.00;-5
18-gen-94;21.00;-2
18-gen-94;22.00;4
18-gen-94;23.00;11
19-gen-94;0.00;19
19-gen-94;1.00;27
19-gen-94;2.00;31
19-gen-94;3.00;35
19-gen-94;4.00;36
19-gen-94;5.00;31
19-gen-94;6.00;23
19-gen-94;7.00;17
19-gen-94;8.00;12
19-gen-94;9.00;9
19-gen-94;10.00;11
19-gen-94;11.00;12
19-gen-94;12.00;15
19-gen-94;13.00;17
19-gen-94;14.00;19
19-gen-94;15.00;16
19-gen-94;16.00;11
19-gen-94;17.00;4
19-gen-94;18.00;-4
19-gen-94;19.00;-10
19-gen-94;20.00;-13
19-gen-94;21.00;-13
19-gen-94;22.00;-8
19-gen-94;23.00;-1
20-gen-94;0.00;11
20-gen-94;1.00;22
20-gen-94;2.00;30
20-gen-94;3.00;36
20-gen-94;4.00;39
20-gen-94;5.00;36
20-gen-94;6.00;31
20-gen-94;7.00;23
20-gen-94;8.00;15
20-gen-94;9.00;7
20-gen-94;10.00;3
20-gen-94;11.00;-1
20-gen-94;12.00;-5
20-gen-94;13.00;-4
20-gen-94;14.00;-1
20-gen-94;15.00;3
20-gen-94;16.00;8
20-gen-94;17.00;14
20-gen-94;18.00;19
20-gen-94;19.00;20
20-gen-94;20.00;17
20-gen-94;21.00;22
20-gen-94;22.00;30
20-gen-94;23.00;36
21-gen-94;0.00;43
21-gen-94;1.00;54
21-gen-94;2.00;63
21-gen-94;3.00;64
21-gen-94;4.00;60
21-gen-94;5.00;54
21-gen-94;6.00;48
21-gen-94;7.00;39
21-gen-94;8.00;27
21-gen-94;9.00;15
21-gen-94;10.00;3
21-gen-94;11.00;-9
21-gen-94;12.00;-16
21-gen-94;13.00;-19
21-gen-94;14.00;-16
21-gen-94;15.00;-8
21-gen-94;16.00;0
21-gen-94;17.00;7
21-gen-94;18.00;12
21-gen-94;19.00;16
21-gen-94;20.00;19
21-gen-94;21.00;22
21-gen-94;22.00;22
21-gen-94;23.00;21
22-gen-94;0.00;20
22-gen-94;1.00;20
22-gen-94;2.00;22
22-gen-94;3.00;23
22-gen-94;4.00;27
22-gen-94;5.00;28
22-gen-94;6.00;27
22-gen-94;7.00;23
22-gen-94;8.00;17
22-gen-94;9.00;8
22-gen-94;10.00;-4
22-gen-94;11.00;-15
22-gen-94;12.00;-21
22-gen-94;13.00;-26
22-gen-94;14.00;-26
22-gen-94;15.00;-21
22-gen-94;16.00;-13
22-gen-94;17.00;-4
22-gen-94;18.00;6
22-gen-94;19.00;15
22-gen-94;20.00;20
22-gen-94;21.00;23
22-gen-94;22.00;20
22-gen-94;23.00;17
23-gen-94;0.00;12
23-gen-94;1.00;9
23-gen-94;2.00;8
23-gen-94;3.00;11
23-gen-94;4.00;16
23-gen-94;5.00;20
23-gen-94;6.00;23
23-gen-94;7.00;25
23-gen-94;8.00;22
23-gen-94;9.00;19
23-gen-94;10.00;12
23-gen-94;11.00;3
23-gen-94;12.00;-8
23-gen-94;13.00;-20
23-gen-94;14.00;-28
23-gen-94;15.00;-33
23-gen-94;16.00;-30
23-gen-94;17.00;-20
23-gen-94;18.00;-4
23-gen-94;19.00;11
23-gen-94;20.00;23
23-gen-94;21.00;31
23-gen-94;22.00;31
23-gen-94;23.00;24
24-gen-94;0.00;16
24-gen-94;1.00;8
24-gen-94;2.00;1
24-gen-94;3.00;-1
24-gen-94;4.00;3
24-gen-94;5.00;15
24-gen-94;6.00;25
24-gen-94;7.00;35
24-gen-94;8.00;40
24-gen-94;9.00;39
24-gen-94;10.00;31
24-gen-94;11.00;16
24-gen-94;12.00;-2
24-gen-94;13.00;-22
24-gen-94;14.00;-40
24-gen-94;15.00;-49
24-gen-94;16.00;-49
24-gen-94;17.00;-35
24-gen-94;18.00;-17
24-gen-94;19.00;3
24-gen-94;20.00;21
24-gen-94;21.00;31
24-gen-94;22.00;36
24-gen-94;23.00;31
25-gen-94;0.00;20
25-gen-94;1.00;9
25-gen-94;2.00;-1
25-gen-94;3.00;-5
25-gen-94;4.00;-2
25-gen-94;5.00;8
25-gen-94;6.00;23
25-gen-94;7.00;37
25-gen-94;8.00;47
25-gen-94;9.00;52
25-gen-94;10.00;44
25-gen-94;11.00;28
25-gen-94;12.00;8
25-gen-94;13.00;-16
25-gen-94;14.00;-37
25-gen-94;15.00;-53
25-gen-94;16.00;-57
25-gen-94;17.00;-48
25-gen-94;18.00;-29
25-gen-94;19.00;-8
25-gen-94;20.00;12
25-gen-94;21.00;28
25-gen-94;22.00;38
25-gen-94;23.00;39
26-gen-94;0.00;31
26-gen-94;1.00;20
26-gen-94;2.00;9
26-gen-94;3.00;4
26-gen-94;4.00;2
26-gen-94;5.00;11
26-gen-94;6.00;24
26-gen-94;7.00;39
26-gen-94;8.00;51
26-gen-94;9.00;57
26-gen-94;10.00;56
26-gen-94;11.00;44
26-gen-94;12.00;28
26-gen-94;13.00;8
26-gen-94;14.00;-15
26-gen-94;15.00;-33
26-gen-94;16.00;-46
26-gen-94;17.00;-48
26-gen-94;18.00;-34
26-gen-94;19.00;-16
26-gen-94;20.00;8
26-gen-94;21.00;24
26-gen-94;22.00;36
26-gen-94;23.00;40
27-gen-94;0.00;35
27-gen-94;1.00;22
27-gen-94;2.00;4
27-gen-94;3.00;-11
27-gen-94;4.00;-21
27-gen-94;5.00;-25
27-gen-94;6.00;-18
27-gen-94;7.00;-4
27-gen-94;8.00;15
27-gen-94;9.00;27
27-gen-94;10.00;35
27-gen-94;11.00;36
27-gen-94;12.00;27
27-gen-94;13.00;11
27-gen-94;14.00;-10
27-gen-94;15.00;-31
27-gen-94;16.00;-49
27-gen-94;17.00;-56
27-gen-94;18.00;-48
27-gen-94;19.00;-28
27-gen-94;20.00;-4
27-gen-94;21.00;20
27-gen-94;22.00;38
27-gen-94;23.00;48
28-gen-94;0.00;46
28-gen-94;1.00;33
28-gen-94;2.00;16
28-gen-94;3.00;-2
28-gen-94;4.00;-18
28-gen-94;5.00;-25
28-gen-94;6.00;-20
28-gen-94;7.00;-3
28-gen-94;8.00;16
28-gen-94;9.00;36
28-gen-94;10.00;48
28-gen-94;11.00;56
28-gen-94;12.00;55
28-gen-94;13.00;36
28-gen-94;14.00;14
28-gen-94;15.00;-9
28-gen-94;16.00;-33
28-gen-94;17.00;-48
28-gen-94;18.00;-50
28-gen-94;19.00;-42
28-gen-94;20.00;-25
28-gen-94;21.00;1
28-gen-94;22.00;17
28-gen-94;23.00;25
29-gen-94;0.00;27
29-gen-94;1.00;14
29-gen-94;2.00;-3
29-gen-94;3.00;-21
29-gen-94;4.00;-37
29-gen-94;5.00;-47
29-gen-94;6.00;-48
29-gen-94;7.00;-37
29-gen-94;8.00;-21
29-gen-94;9.00;-4
29-gen-94;10.00;12
29-gen-94;11.00;16
29-gen-94;12.00;7
29-gen-94;13.00;-10
29-gen-94;14.00;-29
29-gen-94;15.00;-52
29-gen-94;16.00;-73
29-gen-94;17.00;-87
29-gen-94;18.00;-88
29-gen-94;19.00;-71
29-gen-94;20.00;-52
29-gen-94;21.00;-33
29-gen-94;22.00;-10
29-gen-94;23.00;9
30-gen-94;0.00;23
30-gen-94;1.00;31
30-gen-94;2.00;27
30-gen-94;3.00;16
30-gen-94;4.00;2
30-gen-94;5.00;-8
30-gen-94;6.00;-13
30-gen-94;7.00;-12
30-gen-94;8.00;-1
30-gen-94;9.00;9
30-gen-94;10.00;17
30-gen-94;11.00;23
30-gen-94;12.00;23
30-gen-94;13.00;16
30-gen-94;14.00;0
30-gen-94;15.00;-16
30-gen-94;16.00;-37
30-gen-94;17.00;-57
30-gen-94;18.00;-71
30-gen-94;19.00;-69
30-gen-94;20.00;-53
30-gen-94;21.00;-29
30-gen-94;22.00;-2
30-gen-94;23.00;20
31-gen-94;0.00;36
31-gen-94;1.00;48
31-gen-94;2.00;52
31-gen-94;3.00;43
31-gen-94;4.00;27
31-gen-94;5.00;11
31-gen-94;6.00;-5
31-gen-94;7.00;-15
31-gen-94;8.00;-17
31-gen-94;9.00;-12
31-gen-94;10.00;-1
31-gen-94;11.00;11
31-gen-94;12.00;19
31-gen-94;13.00;19
31-gen-94;14.00;11
31-gen-94;15.00;-5
31-gen-94;16.00;-24
31-gen-94;17.00;-40
31-gen-94;18.00;-53
31-gen-94;19.00;-56
31-gen-94;20.00;-45
31-gen-94;21.00;-26
31-gen-94;22.00;-1
31-gen-94;23.00;20
1-feb-94;0.00;41
1-feb-94;1.00;54
1-feb-94;2.00;59
1-feb-94;3.00;52
1-feb-94;4.00;32
1-feb-94;5.00;12
1-feb-94;6.00;-7
1-feb-94;7.00;-21
1-feb-94;8.00;-28
1-feb-94;9.00;-26
1-feb-94;10.00;-17
1-feb-94;11.00;-4
1-feb-94;12.00;6
1-feb-94;13.00;8
1-feb-94;14.00;4
1-feb-94;15.00;-5
1-feb-94;16.00;-16
1-feb-94;17.00;-26
1-feb-94;18.00;-33
1-feb-94;19.00;-32
1-feb-94;20.00;-21
1-feb-94;21.00;-8
1-feb-94;22.00;10
1-feb-94;23.00;25
2-feb-94;0.00;39
2-feb-94;1.00;47
2-feb-94;2.00;49
2-feb-94;3.00;44
2-feb-94;4.00;30
2-feb-94;5.00;12
2-feb-94;6.00;-4
2-feb-94;7.00;-16
2-feb-94;8.00;-26
2-feb-94;9.00;-29
2-feb-94;10.00;-25
2-feb-94;11.00;-17
2-feb-94;12.00;-9
2-feb-94;13.00;-4
2-feb-94;14.00;-1
2-feb-94;15.00;-1
2-feb-94;16.00;-1
2-feb-94;17.00;-1
2-feb-94;18.00;-1
2-feb-94;19.00;-1
2-feb-94;20.00;1
2-feb-94;21.00;6
2-feb-94;22.00;12
2-feb-94;23.00;22
3-feb-94;0.00;31
3-feb-94;1.00;36
3-feb-94;2.00;41
3-feb-94;3.00;40
3-feb-94;4.00;35
3-feb-94;5.00;23
3-feb-94;6.00;9
3-feb-94;7.00;-2
3-feb-94;8.00;-12
3-feb-94;9.00;-19
3-feb-94;10.00;-21
3-feb-94;11.00;-20
3-feb-94;12.00;-16
3-feb-94;13.00;-8
3-feb-94;14.00;0
3-feb-94;15.00;7
3-feb-94;16.00;11
3-feb-94;17.00;15
3-feb-94;18.00;16
3-feb-94;19.00;17
3-feb-94;20.00;17
3-feb-94;21.00;16
3-feb-94;22.00;16
3-feb-94;23.00;16
4-feb-94;0.00;20
4-feb-94;1.00;26
4-feb-94;2.00;32
4-feb-94;3.00;38
4-feb-94;4.00;39
4-feb-94;5.00;36
4-feb-94;6.00;28
4-feb-94;7.00;17
4-feb-94;8.00;6
4-feb-94;9.00;-5
4-feb-94;10.00;-10
4-feb-94;11.00;-12
4-feb-94;12.00;-10
4-feb-94;13.00;-7
4-feb-94;14.00;-1
4-feb-94;15.00;6
4-feb-94;16.00;11
4-feb-94;17.00;17
4-feb-94;18.00;23
4-feb-94;19.00;27
4-feb-94;20.00;27
4-feb-94;21.00;27
4-feb-94;22.00;25
4-feb-94;23.00;24
5-feb-94;0.00;24
5-feb-94;1.00;28
5-feb-94;2.00;33
5-feb-94;3.00;39
5-feb-94;4.00;43
5-feb-94;5.00;46
5-feb-94;6.00;46
5-feb-94;7.00;43
5-feb-94;8.00;38
5-feb-94;9.00;30
5-feb-94;10.00;22
5-feb-94;11.00;12
5-feb-94;12.00;8
5-feb-94;13.00;4
5-feb-94;14.00;4
5-feb-94;15.00;8
5-feb-94;16.00;12
5-feb-94;17.00;20
5-feb-94;18.00;25
5-feb-94;19.00;31
5-feb-94;20.00;39
5-feb-94;21.00;43
5-feb-94;22.00;41
5-feb-94;23.00;36
6-feb-94;0.00;25
6-feb-94;1.00;17
6-feb-94;2.00;12
6-feb-94;3.00;14
6-feb-94;4.00;20
6-feb-94;5.00;28
6-feb-94;6.00;39
6-feb-94;7.00;46
6-feb-94;8.00;49
6-feb-94;9.00;48
6-feb-94;10.00;40
6-feb-94;11.00;30
6-feb-94;12.00;20
6-feb-94;13.00;12
6-feb-94;14.00;5
6-feb-94;15.00;1
6-feb-94;16.00;6
6-feb-94;17.00;16
6-feb-94;18.00;25
6-feb-94;19.00;36
6-feb-94;20.00;44
6-feb-94;21.00;48
6-feb-94;22.00;43
6-feb-94;23.00;36
7-feb-94;0.00;24
7-feb-94;1.00;11
7-feb-94;2.00;3
7-feb-94;3.00;1
7-feb-94;4.00;8
7-feb-94;5.00;23
7-feb-94;6.00;39
7-feb-94;7.00;55
7-feb-94;8.00;64
7-feb-94;9.00;67
7-feb-94;10.00;63
7-feb-94;11.00;48
7-feb-94;12.00;31
7-feb-94;13.00;12
7-feb-94;14.00;-4
7-feb-94;15.00;-16
7-feb-94;16.00;-21
7-feb-94;17.00;-13
7-feb-94;18.00;4
7-feb-94;19.00;23
7-feb-94;20.00;39
7-feb-94;21.00;49
7-feb-94;22.00;55
7-feb-94;23.00;50
8-feb-94;0.00;36
8-feb-94;1.00;23
8-feb-94;2.00;14
8-feb-94;3.00;9
8-feb-94;4.00;14
8-feb-94;5.00;27
8-feb-94;6.00;43
8-feb-94;7.00;59
8-feb-94;8.00;70
8-feb-94;9.00;75
8-feb-94;10.00;72
8-feb-94;11.00;59
8-feb-94;12.00;41
8-feb-94;13.00;21
8-feb-94;14.00;0
8-feb-94;15.00;-16
8-feb-94;16.00;-25
8-feb-94;17.00;-25
8-feb-94;18.00;-12
8-feb-94;19.00;7
8-feb-94;20.00;25
8-feb-94;21.00;39
8-feb-94;22.00;49
8-feb-94;23.00;52
9-feb-94;0.00;48
9-feb-94;1.00;36
9-feb-94;2.00;23
9-feb-94;3.00;12
9-feb-94;4.00;9
9-feb-94;5.00;16
9-feb-94;6.00;30
9-feb-94;7.00;46
9-feb-94;8.00;59
9-feb-94;9.00;68
9-feb-94;10.00;68
9-feb-94;11.00;59
9-feb-94;12.00;40
9-feb-94;13.00;20
9-feb-94;14.00;-2
9-feb-94;15.00;-21
9-feb-94;16.00;-34
9-feb-94;17.00;-37
9-feb-94;18.00;-28
9-feb-94;19.00;-10
9-feb-94;20.00;14
9-feb-94;21.00;32
9-feb-94;22.00;48
9-feb-94;23.00;59
10-feb-94;0.00;59
10-feb-94;1.00;49
10-feb-94;2.00;33
10-feb-94;3.00;17
10-feb-94;4.00;6
10-feb-94;5.00;0
10-feb-94;6.00;7
10-feb-94;7.00;23
10-feb-94;8.00;41
10-feb-94;9.00;57
10-feb-94;10.00;64
10-feb-94;11.00;62
10-feb-94;12.00;47
10-feb-94;13.00;24
10-feb-94;14.00;0
10-feb-94;15.00;-21
10-feb-94;16.00;-36
10-feb-94;17.00;-40
10-feb-94;18.00;-33
10-feb-94;19.00;-12
10-feb-94;20.00;14
10-feb-94;21.00;35
10-feb-94;22.00;51
10-feb-94;23.00;60
11-feb-94;0.00;63
11-feb-94;1.00;55
11-feb-94;2.00;40
11-feb-94;3.00;24
11-feb-94;4.00;11
11-feb-94;5.00;1
11-feb-94;6.00;1
11-feb-94;7.00;13
11-feb-94;8.00;31
11-feb-94;9.00;47
11-feb-94;10.00;59
11-feb-94;11.00;60
11-feb-94;12.00;50
11-feb-94;13.00;31
11-feb-94;14.00;11
11-feb-94;15.00;-12
11-feb-94;16.00;-28
11-feb-94;17.00;-36
11-feb-94;18.00;-33
11-feb-94;19.00;-17
11-feb-94;20.00;4
11-feb-94;21.00;27
11-feb-94;22.00;47
11-feb-94;23.00;60
12-feb-94;0.00;67
12-feb-94;1.00;62
12-feb-94;2.00;44
12-feb-94;3.00;25
12-feb-94;4.00;6
12-feb-94;5.00;-8
12-feb-94;6.00;-12
12-feb-94;7.00;-4
12-feb-94;8.00;14
12-feb-94;9.00;32
12-feb-94;10.00;47
12-feb-94;11.00;55
12-feb-94;12.00;51
12-feb-94;13.00;38
12-feb-94;14.00;20
12-feb-94;15.00;-1
12-feb-94;16.00;-15
12-feb-94;17.00;-23
12-feb-94;18.00;-20
12-feb-94;19.00;-5
12-feb-94;20.00;14
12-feb-94;21.00;36
12-feb-94;22.00;55
12-feb-94;23.00;66
13-feb-94;0.00;71
13-feb-94;1.00;68
13-feb-94;2.00;58
13-feb-94;3.00;43
13-feb-94;4.00;26
13-feb-94;5.00;12
13-feb-94;6.00;6
13-feb-94;7.00;7
13-feb-94;8.00;16
13-feb-94;9.00;30
13-feb-94;10.00;46
13-feb-94;11.00;55
13-feb-94;12.00;62
13-feb-94;13.00;58
13-feb-94;14.00;43
13-feb-94;15.00;27
13-feb-94;16.00;14
13-feb-94;17.00;4
13-feb-94;18.00;1
13-feb-94;19.00;8
13-feb-94;20.00;22
13-feb-94;21.00;39
13-feb-94;22.00;52
13-feb-94;23.00;62
