Data;Ora solare;Livello Punta Salute (cm)
6-gen-89;0.00;20
6-gen-89;1.00;11
6-gen-89;2.00;0
6-gen-89;3.00;-7
6-gen-89;4.00;-7
6-gen-89;5.00;2
6-gen-89;6.00;16
6-gen-89;7.00;28
6-gen-89;8.00;39
6-gen-89;9.00;43
6-gen-89;10.00;39
6-gen-89;11.00;27
6-gen-89;12.00;9
6-gen-89;13.00;-8
6-gen-89;14.00;-28
6-gen-89;15.00;-44
6-gen-89;16.00;-53
6-gen-89;17.00;-49
6-gen-89;18.00;-37
6-gen-89;19.00;-17
6-gen-89;20.00;2
6-gen-89;21.00;19
6-gen-89;22.00;31
6-gen-89;23.00;36
7-gen-89;0.00;31
7-gen-89;1.00;22
7-gen-89;2.00;9
7-gen-89;3.00;-1
7-gen-89;4.00;-7
7-gen-89;5.00;-4
7-gen-89;6.00;7
7-gen-89;7.00;20
7-gen-89;8.00;32
7-gen-89;9.00;43
7-gen-89;10.00;47
7-gen-89;11.00;39
7-gen-89;12.00;27
7-gen-89;13.00;8
7-gen-89;14.00;-16
7-gen-89;15.00;-35
7-gen-89;16.00;-49
7-gen-89;17.00;-53
7-gen-89;18.00;-45
7-gen-89;19.00;-28
7-gen-89;20.00;-8
7-gen-89;21.00;12
7-gen-89;22.00;27
7-gen-89;23.00;36
8-gen-89;0.00;38
8-gen-89;1.00;35
8-gen-89;2.00;22
8-gen-89;3.00;8
8-gen-89;4.00;-2
8-gen-89;5.00;-8
8-gen-89;6.00;-5
8-gen-89;7.00;7
8-gen-89;8.00;22
8-gen-89;9.00;36
8-gen-89;10.00;44
8-gen-89;11.00;46
8-gen-89;12.00;38
8-gen-89;13.00;19
8-gen-89;14.00;-4
8-gen-89;15.00;-26
8-gen-89;16.00;-46
8-gen-89;17.00;-60
8-gen-89;18.00;-58
8-gen-89;19.00;-44
8-gen-89;20.00;-25
8-gen-89;21.00;-5
8-gen-89;22.00;14
8-gen-89;23.00;28
9-gen-89;0.00;34
9-gen-89;1.00;32
9-gen-89;2.00;24
9-gen-89;3.00;12
9-gen-89;4.00;-1
9-gen-89;5.00;-8
9-gen-89;6.00;-10
9-gen-89;7.00;-2
9-gen-89;8.00;13
9-gen-89;9.00;28
9-gen-89;10.00;40
9-gen-89;11.00;48
9-gen-89;12.00;43
9-gen-89;13.00;28
9-gen-89;14.00;8
9-gen-89;15.00;-16
9-gen-89;16.00;-40
9-gen-89;17.00;-58
9-gen-89;18.00;-64
9-gen-89;19.00;-56
9-gen-89;20.00;-37
9-gen-89;21.00;-17
9-gen-89;22.00;4
9-gen-89;23.00;23
10-gen-89;0.00;36
10-gen-89;1.00;41
10-gen-89;2.00;40
10-gen-89;3.00;31
10-gen-89;4.00;16
10-gen-89;5.00;4
10-gen-89;6.00;-4
10-gen-89;7.00;-4
10-gen-89;8.00;6
10-gen-89;9.00;20
10-gen-89;10.00;36
10-gen-89;11.00;43
10-gen-89;12.00;46
10-gen-89;13.00;39
10-gen-89;14.00;22
10-gen-89;15.00;0
10-gen-89;16.00;-21
10-gen-89;17.00;-40
10-gen-89;18.00;-52
10-gen-89;19.00;-52
10-gen-89;20.00;-37
10-gen-89;21.00;-18
10-gen-89;22.00;5
10-gen-89;23.00;23
11-gen-89;0.00;38
11-gen-89;1.00;48
11-gen-89;2.00;50
11-gen-89;3.00;41
11-gen-89;4.00;31
11-gen-89;5.00;16
11-gen-89;6.00;4
11-gen-89;7.00;-2
11-gen-89;8.00;-2
11-gen-89;9.00;8
11-gen-89;10.00;23
11-gen-89;11.00;35
11-gen-89;12.00;43
11-gen-89;13.00;41
11-gen-89;14.00;31
11-gen-89;15.00;14
11-gen-89;16.00;-7
11-gen-89;17.00;-26
11-gen-89;18.00;-40
11-gen-89;19.00;-45
11-gen-89;20.00;-38
11-gen-89;21.00;-23
11-gen-89;22.00;-3
11-gen-89;23.00;16
12-gen-89;0.00;31
12-gen-89;1.00;40
12-gen-89;2.00;47
12-gen-89;3.00;44
12-gen-89;4.00;36
12-gen-89;5.00;23
12-gen-89;6.00;8
12-gen-89;7.00;-2
12-gen-89;8.00;-7
12-gen-89;9.00;-2
12-gen-89;10.00;8
12-gen-89;11.00;19
12-gen-89;12.00;29
12-gen-89;13.00;33
12-gen-89;14.00;28
12-gen-89;15.00;16
12-gen-89;16.00;1
12-gen-89;17.00;-15
12-gen-89;18.00;-28
12-gen-89;19.00;-34
12-gen-89;20.00;-33
12-gen-89;21.00;-23
12-gen-89;22.00;-8
12-gen-89;23.00;10
13-gen-89;0.00;25
13-gen-89;1.00;38
13-gen-89;2.00;47
13-gen-89;3.00;48
13-gen-89;4.00;44
13-gen-89;5.00;33
13-gen-89;6.00;20
13-gen-89;7.00;7
13-gen-89;8.00;-2
13-gen-89;9.00;-8
13-gen-89;10.00;-7
13-gen-89;11.00;1
13-gen-89;12.00;11
13-gen-89;13.00;17
13-gen-89;14.00;19
13-gen-89;15.00;12
13-gen-89;16.00;2
13-gen-89;17.00;-12
13-gen-89;18.00;-23
13-gen-89;19.00;-32
13-gen-89;20.00;-33
13-gen-89;21.00;-27
13-gen-89;22.00;-16
13-gen-89;23.00;0
14-gen-89;0.00;14
14-gen-89;1.00;23
14-gen-89;2.00;31
14-gen-89;3.00;36
14-gen-89;4.00;35
14-gen-89;5.00;28
14-gen-89;6.00;20
14-gen-89;7.00;8
14-gen-89;8.00;-4
14-gen-89;9.00;-12
14-gen-89;10.00;-16
14-gen-89;11.00;-17
14-gen-89;12.00;-13
14-gen-89;13.00;-5
14-gen-89;14.00;-1
14-gen-89;15.00;-1
14-gen-89;16.00;-4
14-gen-89;17.00;-8
14-gen-89;18.00;-18
14-gen-89;19.00;-25
14-gen-89;20.00;-25
14-gen-89;21.00;-23
14-gen-89;22.00;-16
14-gen-89;23.00;-5
15-gen-89;0.00;6
15-gen-89;1.00;16
15-gen-89;2.00;23
15-gen-89;3.00;31
15-gen-89;4.00;36
15-gen-89;5.00;33
15-gen-89;6.00;25
15-gen-89;7.00;15
15-gen-89;8.00;1
15-gen-89;9.00;-12
15-gen-89;10.00;-23
15-gen-89;11.00;-31
15-gen-89;12.00;-33
15-gen-89;13.00;-33
15-gen-89;14.00;-30
15-gen-89;15.00;-25
15-gen-89;16.00;-23
15-gen-89;17.00;-23
15-gen-89;18.00;-21
15-gen-89;19.00;-16
15-gen-89;20.00;-13
15-gen-89;21.00;-12
15-gen-89;22.00;-5
15-gen-89;23.00;3
16-gen-89;0.00;7
16-gen-89;1.00;11
16-gen-89;2.00;17
16-gen-89;3.00;22
16-gen-89;4.00;24
16-gen-89;5.00;26
16-gen-89;6.00;25
16-gen-89;7.00;20
16-gen-89;8.00;11
16-gen-89;9.00;0
16-gen-89;10.00;-12
16-gen-89;11.00;-28
16-gen-89;12.00;-40
16-gen-89;13.00;-48
16-gen-89;14.00;-49
16-gen-89;15.00;-43
16-gen-89;16.00;-33
16-gen-89;17.00;-23
16-gen-89;18.00;-12
16-gen-89;19.00;-5
16-gen-89;20.00;-1
16-gen-89;21.00;3
16-gen-89;22.00;3
16-gen-89;23.00;3
17-gen-89;0.00;3
17-gen-89;1.00;4
17-gen-89;2.00;10
17-gen-89;3.00;16
17-gen-89;4.00;22
17-gen-89;5.00;27
17-gen-89;6.00;30
17-gen-89;7.00;28
17-gen-89;8.00;23
17-gen-89;9.00;11
17-gen-89;10.00;-4
17-gen-89;11.00;-16
17-gen-89;12.00;-31
17-gen-89;13.00;-42
17-gen-89;14.00;-52
17-gen-89;15.00;-50
17-gen-89;16.00;-41
17-gen-89;17.00;-28
17-gen-89;18.00;-14
17-gen-89;19.00;-1
17-gen-89;20.00;9
17-gen-89;21.00;16
17-gen-89;22.00;16
17-gen-89;23.00;14
18-gen-89;0.00;7
18-gen-89;1.00;0
18-gen-89;2.00;-1
18-gen-89;3.00;3
18-gen-89;4.00;9
18-gen-89;5.00;16
18-gen-89;6.00;23
18-gen-89;7.00;25
18-gen-89;8.00;24
18-gen-89;9.00;17
18-gen-89;10.00;4
18-gen-89;11.00;-12
18-gen-89;12.00;-28
18-gen-89;13.00;-45
18-gen-89;14.00;-60
18-gen-89;15.00;-65
18-gen-89;16.00;-59
18-gen-89;17.00;-44
18-gen-89;18.00;-28
18-gen-89;19.00;-12
18-gen-89;20.00;3
18-gen-89;21.00;8
18-gen-89;22.00;8
18-gen-89;23.00;4
19-gen-89;0.00;-4
19-gen-89;1.00;-12
19-gen-89;2.00;-16
19-gen-89;3.00;-16
19-gen-89;4.00;-12
19-gen-89;5.00;-5
19-gen-89;6.00;4
19-gen-89;7.00;12
19-gen-89;8.00;18
19-gen-89;9.00;19
19-gen-89;10.00;12
19-gen-89;11.00;-1
19-gen-89;12.00;-17
19-gen-89;13.00;-37
19-gen-89;14.00;-56
19-gen-89;15.00;-68
19-gen-89;16.00;-69
19-gen-89;17.00;-58
19-gen-89;18.00;-42
19-gen-89;19.00;-25
19-gen-89;20.00;-9
19-gen-89;21.00;6
19-gen-89;22.00;12
19-gen-89;23.00;15
20-gen-89;0.00;8
20-gen-89;1.00;-1
20-gen-89;2.00;-12
20-gen-89;3.00;-20
20-gen-89;4.00;-21
20-gen-89;5.00;-15
20-gen-89;6.00;-1
20-gen-89;7.00;15
20-gen-89;8.00;26
20-gen-89;9.00;33
20-gen-89;10.00;31
20-gen-89;11.00;20
20-gen-89;12.00;4
20-gen-89;13.00;-16
20-gen-89;14.00;-38
20-gen-89;15.00;-56
20-gen-89;16.00;-68
20-gen-89;17.00;-65
20-gen-89;18.00;-49
20-gen-89;19.00;-31
20-gen-89;20.00;-10
20-gen-89;21.00;8
20-gen-89;22.00;22
20-gen-89;23.00;27
21-gen-89;0.00;23
21-gen-89;1.00;12
21-gen-89;2.00;-1
21-gen-89;3.00;-12
21-gen-89;4.00;-16
21-gen-89;5.00;-12
21-gen-89;6.00;-2
21-gen-89;7.00;12
21-gen-89;8.00;27
21-gen-89;9.00;36
21-gen-89;10.00;38
21-gen-89;11.00;31
21-gen-89;12.00;16
21-gen-89;13.00;-7
21-gen-89;14.00;-29
21-gen-89;15.00;-52
21-gen-89;16.00;-69
21-gen-89;17.00;-73
21-gen-89;18.00;-56
21-gen-89;19.00;-37
21-gen-89;20.00;-18
21-gen-89;21.00;1
21-gen-89;22.00;16
21-gen-89;23.00;25
22-gen-89;0.00;27
22-gen-89;1.00;19
22-gen-89;2.00;8
22-gen-89;3.00;-4
22-gen-89;4.00;-12
22-gen-89;5.00;-12
22-gen-89;6.00;-4
22-gen-89;7.00;10
22-gen-89;8.00;23
22-gen-89;9.00;35
22-gen-89;10.00;39
22-gen-89;11.00;39
22-gen-89;12.00;28
22-gen-89;13.00;9
22-gen-89;14.00;-12
22-gen-89;15.00;-33
22-gen-89;16.00;-52
22-gen-89;17.00;-61
22-gen-89;18.00;-58
22-gen-89;19.00;-42
22-gen-89;20.00;-23
22-gen-89;21.00;-2
22-gen-89;22.00;15
22-gen-89;23.00;24
23-gen-89;0.00;28
23-gen-89;1.00;23
23-gen-89;2.00;11
23-gen-89;3.00;-2
23-gen-89;4.00;-15
23-gen-89;5.00;-21
23-gen-89;6.00;-21
23-gen-89;7.00;-12
23-gen-89;8.00;3
23-gen-89;9.00;20
23-gen-89;10.00;31
23-gen-89;11.00;36
23-gen-89;12.00;32
23-gen-89;13.00;16
23-gen-89;14.00;-3
23-gen-89;15.00;-25
23-gen-89;16.00;-44
23-gen-89;17.00;-58
23-gen-89;18.00;-60
23-gen-89;19.00;-48
23-gen-89;20.00;-31
23-gen-89;21.00;-10
23-gen-89;22.00;8
23-gen-89;23.00;23
24-gen-89;0.00;30
24-gen-89;1.00;28
24-gen-89;2.00;19
24-gen-89;3.00;4
24-gen-89;4.00;-9
24-gen-89;5.00;-21
24-gen-89;6.00;-25
24-gen-89;7.00;-20
24-gen-89;8.00;-6
24-gen-89;9.00;10
24-gen-89;10.00;23
24-gen-89;11.00;30
24-gen-89;12.00;31
24-gen-89;13.00;20
24-gen-89;14.00;4
24-gen-89;15.00;-17
24-gen-89;16.00;-37
24-gen-89;17.00;-53
24-gen-89;18.00;-61
24-gen-89;19.00;-56
24-gen-89;20.00;-40
24-gen-89;21.00;-21
24-gen-89;22.00;-1
24-gen-89;23.00;15
25-gen-89;0.00;23
25-gen-89;1.00;25
25-gen-89;2.00;17
25-gen-89;3.00;4
25-gen-89;4.00;-10
25-gen-89;5.00;-22
25-gen-89;6.00;-26
25-gen-89;7.00;-22
25-gen-89;8.00;-9
25-gen-89;9.00;5
25-gen-89;10.00;17
25-gen-89;11.00;27
25-gen-89;12.00;28
25-gen-89;13.00;20
25-gen-89;14.00;6
25-gen-89;15.00;-12
25-gen-89;16.00;-32
25-gen-89;17.00;-47
25-gen-89;18.00;-53
25-gen-89;19.00;-49
25-gen-89;20.00;-37
25-gen-89;21.00;-18
25-gen-89;22.00;-1
25-gen-89;23.00;16
26-gen-89;0.00;27
26-gen-89;1.00;31
26-gen-89;2.00;30
26-gen-89;3.00;20
26-gen-89;4.00;8
26-gen-89;5.00;-4
26-gen-89;6.00;-10
26-gen-89;7.00;-13
26-gen-89;8.00;-8
26-gen-89;9.00;1
26-gen-89;10.00;12
26-gen-89;11.00;22
26-gen-89;12.00;23
26-gen-89;13.00;20
26-gen-89;14.00;9
26-gen-89;15.00;-5
26-gen-89;16.00;-21
26-gen-89;17.00;-36
26-gen-89;18.00;-44
26-gen-89;19.00;-46
26-gen-89;20.00;-37
26-gen-89;21.00;-23
26-gen-89;22.00;-4
26-gen-89;23.00;12
27-gen-89;0.00;24
27-gen-89;1.00;33
27-gen-89;2.00;35
27-gen-89;3.00;27
27-gen-89;4.00;16
27-gen-89;5.00;2
27-gen-89;6.00;-10
27-gen-89;7.00;-18
27-gen-89;8.00;-20
27-gen-89;9.00;-14
27-gen-89;10.00;-6
27-gen-89;11.00;4
27-gen-89;12.00;9
27-gen-89;13.00;9
27-gen-89;14.00;1
27-gen-89;15.00;-10
27-gen-89;16.00;-25
27-gen-89;17.00;-38
27-gen-89;18.00;-45
27-gen-89;19.00;-47
27-gen-89;20.00;-37
27-gen-89;21.00;-25
27-gen-89;22.00;-8
27-gen-89;23.00;7
28-gen-89;0.00;19
28-gen-89;1.00;26
28-gen-89;2.00;28
28-gen-89;3.00;25
28-gen-89;4.00;16
28-gen-89;5.00;4
28-gen-89;6.00;-7
28-gen-89;7.00;-16
28-gen-89;8.00;-21
28-gen-89;9.00;-20
28-gen-89;10.00;-15
28-gen-89;11.00;-8
28-gen-89;12.00;-1
28-gen-89;13.00;4
28-gen-89;14.00;2
28-gen-89;15.00;-4
28-gen-89;16.00;-15
28-gen-89;17.00;-24
28-gen-89;18.00;-29
28-gen-89;19.00;-29
28-gen-89;20.00;-25
28-gen-89;21.00;-16
28-gen-89;22.00;-1
28-gen-89;23.00;11
29-gen-89;0.00;22
29-gen-89;1.00;30
29-gen-89;2.00;33
29-gen-89;3.00;31
29-gen-89;4.00;23
29-gen-89;5.00;11
29-gen-89;6.00;-1
29-gen-89;7.00;-10
29-gen-89;8.00;-19
29-gen-89;9.00;-20
29-gen-89;10.00;-20
29-gen-89;11.00;-15
29-gen-89;12.00;-12
29-gen-89;13.00;-10
29-gen-89;14.00;-10
29-gen-89;15.00;-13
29-gen-89;16.00;-16
29-gen-89;17.00;-21
29-gen-89;18.00;-25
29-gen-89;19.00;-25
29-gen-89;20.00;-21
29-gen-89;21.00;-15
29-gen-89;22.00;-6
29-gen-89;23.00;3
30-gen-89;0.00;10
30-gen-89;1.00;16
30-gen-89;2.00;20
30-gen-89;3.00;22
30-gen-89;4.00;17
30-gen-89;5.00;11
30-gen-89;6.00;1
30-gen-89;7.00;-8
30-gen-89;8.00;-16
30-gen-89;9.00;-23
30-gen-89;10.00;-25
30-gen-89;11.00;-28
30-gen-89;12.00;-28
30-gen-89;13.00;-26
30-gen-89;14.00;-25
30-gen-89;15.00;-24
30-gen-89;16.00;-23
30-gen-89;17.00;-21
30-gen-89;18.00;-20
30-gen-89;19.00;-17
30-gen-89;20.00;-16
30-gen-89;21.00;-12
30-gen-89;22.00;-8
30-gen-89;23.00;-4
31-gen-89;0.00;-1
31-gen-89;1.00;5
31-gen-89;2.00;9
31-gen-89;3.00;11
31-gen-89;4.00;12
31-gen-89;5.00;9
31-gen-89;6.00;6
31-gen-89;7.00;-1
31-gen-89;8.00;-10
31-gen-89;9.00;-20
31-gen-89;10.00;-28
31-gen-89;11.00;-33
31-gen-89;12.00;-37
31-gen-89;13.00;-38
31-gen-89;14.00;-38
31-gen-89;15.00;-36
31-gen-89;16.00;-32
31-gen-89;17.00;-25
31-gen-89;18.00;-17
31-gen-89;19.00;-12
31-gen-89;20.00;-8
31-gen-89;21.00;-5
31-gen-89;22.00;-4
31-gen-89;23.00;-4
1-feb-89;0.00;-3
1-feb-89;1.00;-1
1-feb-89;2.00;1
1-feb-89;3.00;5
1-feb-89;4.00;9
1-feb-89;5.00;14
1-feb-89;6.00;15
1-feb-89;7.00;11
1-feb-89;8.00;4
1-feb-89;9.00;-4
1-feb-89;10.00;-16
1-feb-89;11.00;-26
1-feb-89;12.00;-36
1-feb-89;13.00;-44
1-feb-89;14.00;-45
1-feb-89;15.00;-42
1-feb-89;16.00;-36
1-feb-89;17.00;-25
1-feb-89;18.00;-15
1-feb-89;19.00;-4
1-feb-89;20.00;6
1-feb-89;21.00;9
1-feb-89;22.00;9
1-feb-89;23.00;8
2-feb-89;0.00;7
2-feb-89;1.00;4
2-feb-89;2.00;4
2-feb-89;3.00;8
2-feb-89;4.00;15
2-feb-89;5.00;20
2-feb-89;6.00;25
2-feb-89;7.00;27
2-feb-89;8.00;24
2-feb-89;9.00;16
2-feb-89;10.00;3
2-feb-89;11.00;-12
2-feb-89;12.00;-25
2-feb-89;13.00;-37
2-feb-89;14.00;-47
2-feb-89;15.00;-50
2-feb-89;16.00;-45
2-feb-89;17.00;-34
2-feb-89;18.00;-20
2-feb-89;19.00;-6
2-feb-89;20.00;7
2-feb-89;21.00;16
2-feb-89;22.00;20
2-feb-89;23.00;20
3-feb-89;0.00;15
3-feb-89;1.00;8
3-feb-89;2.00;1
3-feb-89;3.00;-1
3-feb-89;4.00;3
3-feb-89;5.00;12
3-feb-89;6.00;22
3-feb-89;7.00;28
3-feb-89;8.00;30
3-feb-89;9.00;27
3-feb-89;10.00;16
3-feb-89;11.00;0
3-feb-89;12.00;-17
3-feb-89;13.00;-35
3-feb-89;14.00;-52
3-feb-89;15.00;-60
3-feb-89;16.00;-60
3-feb-89;17.00;-49
3-feb-89;18.00;-33
3-feb-89;19.00;-14
3-feb-89;20.00;4
3-feb-89;21.00;17
3-feb-89;22.00;25
3-feb-89;23.00;27
4-feb-89;0.00;19
4-feb-89;1.00;8
4-feb-89;2.00;-4
4-feb-89;3.00;-12
4-feb-89;4.00;-12
4-feb-89;5.00;-5
4-feb-89;6.00;7
4-feb-89;7.00;20
4-feb-89;8.00;28
4-feb-89;9.00;31
4-feb-89;10.00;25
4-feb-89;11.00;11
4-feb-89;12.00;-8
4-feb-89;13.00;-29
4-feb-89;14.00;-50
4-feb-89;15.00;-68
4-feb-89;16.00;-73
4-feb-89;17.00;-63
4-feb-89;18.00;-45
4-feb-89;19.00;-26
4-feb-89;20.00;-5
4-feb-89;21.00;14
4-feb-89;22.00;25
4-feb-89;23.00;28
5-feb-89;0.00;22
5-feb-89;1.00;9
5-feb-89;2.00;-5
5-feb-89;3.00;-17
5-feb-89;4.00;-23
5-feb-89;5.00;-18
5-feb-89;6.00;-8
5-feb-89;7.00;8
5-feb-89;8.00;23
5-feb-89;9.00;31
5-feb-89;10.00;33
5-feb-89;11.00;22
5-feb-89;12.00;4
5-feb-89;13.00;-17
5-feb-89;14.00;-42
5-feb-89;15.00;-64
5-feb-89;16.00;-77
5-feb-89;17.00;-75
5-feb-89;18.00;-58
5-feb-89;19.00;-40
5-feb-89;20.00;-19
5-feb-89;21.00;1
5-feb-89;22.00;17
5-feb-89;23.00;25
6-feb-89;0.00;24
6-feb-89;1.00;12
6-feb-89;2.00;-5
6-feb-89;3.00;-21
6-feb-89;4.00;-33
6-feb-89;5.00;-37
6-feb-89;6.00;-29
6-feb-89;7.00;-13
6-feb-89;8.00;3
6-feb-89;9.00;19
6-feb-89;10.00;27
6-feb-89;11.00;24
6-feb-89;12.00;11
6-feb-89;13.00;-10
6-feb-89;14.00;-37
6-feb-89;15.00;-65
6-feb-89;16.00;-87
6-feb-89;17.00;-92
6-feb-89;18.00;-76
6-feb-89;19.00;-56
6-feb-89;20.00;-34
6-feb-89;21.00;-16
6-feb-89;22.00;4
6-feb-89;23.00;19
7-feb-89;0.00;23
7-feb-89;1.00;16
7-feb-89;2.00;0
7-feb-89;3.00;-17
7-feb-89;4.00;-33
7-feb-89;5.00;-43
7-feb-89;6.00;-42
7-feb-89;7.00;-28
7-feb-89;8.00;-9
7-feb-89;9.00;8
7-feb-89;10.00;22
7-feb-89;11.00;27
7-feb-89;12.00;19
7-feb-89;13.00;0
7-feb-89;14.00;-23
7-feb-89;15.00;-51
7-feb-89;16.00;-77
7-feb-89;17.00;-92
7-feb-89;18.00;-85
7-feb-89;19.00;-66
7-feb-89;20.00;-44
7-feb-89;21.00;-24
7-feb-89;22.00;-2
7-feb-89;23.00;15
8-feb-89;0.00;23
8-feb-89;1.00;23
8-feb-89;2.00;11
8-feb-89;3.00;-5
8-feb-89;4.00;-24
8-feb-89;5.00;-39
8-feb-89;6.00;-45
8-feb-89;7.00;-41
8-feb-89;8.00;-26
8-feb-89;9.00;-8
8-feb-89;10.00;11
8-feb-89;11.00;23
8-feb-89;12.00;24
8-feb-89;13.00;11
8-feb-89;14.00;-9
8-feb-89;15.00;-33
8-feb-89;16.00;-57
8-feb-89;17.00;-76
8-feb-89;18.00;-79
8-feb-89;19.00;-65
8-feb-89;20.00;-44
8-feb-89;21.00;-23
8-feb-89;22.00;-1
8-feb-89;23.00;20
9-feb-89;0.00;32
9-feb-89;1.00;36
9-feb-89;2.00;30
9-feb-89;3.00;15
9-feb-89;4.00;-5
9-feb-89;5.00;-23
9-feb-89;6.00;-34
9-feb-89;7.00;-39
9-feb-89;8.00;-31
9-feb-89;9.00;-16
9-feb-89;10.00;1
9-feb-89;11.00;16
9-feb-89;12.00;23
9-feb-89;13.00;20
9-feb-89;14.00;6
9-feb-89;15.00;-13
9-feb-89;16.00;-36
9-feb-89;17.00;-54
9-feb-89;18.00;-63
9-feb-89;19.00;-59
9-feb-89;20.00;-42
9-feb-89;21.00;-24
9-feb-89;22.00;-1
9-feb-89;23.00;17
10-feb-89;0.00;31
10-feb-89;1.00;38
10-feb-89;2.00;36
10-feb-89;3.00;24
10-feb-89;4.00;8
10-feb-89;5.00;-10
10-feb-89;6.00;-26
10-feb-89;7.00;-37
10-feb-89;8.00;-40
10-feb-89;9.00;-33
10-feb-89;10.00;-18
10-feb-89;11.00;-4
10-feb-89;12.00;7
10-feb-89;13.00;8
10-feb-89;14.00;4
10-feb-89;15.00;-10
10-feb-89;16.00;-28
10-feb-89;17.00;-44
10-feb-89;18.00;-53
10-feb-89;19.00;-53
10-feb-89;20.00;-41
10-feb-89;21.00;-25
10-feb-89;22.00;-7
10-feb-89;23.00;10
11-feb-89;0.00;23
11-feb-89;1.00;30
11-feb-89;2.00;31
11-feb-89;3.00;23
11-feb-89;4.00;10
11-feb-89;5.00;-5
11-feb-89;6.00;-21
11-feb-89;7.00;-33
11-feb-89;8.00;-38
11-feb-89;9.00;-36
11-feb-89;10.00;-28
11-feb-89;11.00;-16
11-feb-89;12.00;-5
11-feb-89;13.00;-1
11-feb-89;14.00;-1
11-feb-89;15.00;-8
11-feb-89;16.00;-20
11-feb-89;17.00;-31
11-feb-89;18.00;-39
11-feb-89;19.00;-40
11-feb-89;20.00;-33
11-feb-89;21.00;-20
11-feb-89;22.00;-7
11-feb-89;23.00;8
12-feb-89;0.00;20
12-feb-89;1.00;28
12-feb-89;2.00;30
12-feb-89;3.00;27
12-feb-89;4.00;17
12-feb-89;5.00;4
12-feb-89;6.00;-8
12-feb-89;7.00;-21
12-feb-89;8.00;-29
12-feb-89;9.00;-34
12-feb-89;10.00;-36
12-feb-89;11.00;-30
12-feb-89;12.00;-23
12-feb-89;13.00;-17
12-feb-89;14.00;-15
12-feb-89;15.00;-15
12-feb-89;16.00;-17
12-feb-89;17.00;-23
12-feb-89;18.00;-27
12-feb-89;19.00;-28
12-feb-89;20.00;-25
12-feb-89;21.00;-16
12-feb-89;22.00;-5
12-feb-89;23.00;6
