Data;Ora solare;Livello Punta Salute (cm)
6-gen-91;0.00;25
6-gen-91;1.00;39
6-gen-91;2.00;46
6-gen-91;3.00;47
6-gen-91;4.00;43
6-gen-91;5.00;35
6-gen-91;6.00;25
6-gen-91;7.00;17
6-gen-91;8.00;14
6-gen-91;9.00;14
6-gen-91;10.00;16
6-gen-91;11.00;22
6-gen-91;12.00;24
6-gen-91;13.00;24
6-gen-91;14.00;20
6-gen-91;15.00;12
6-gen-91;16.00;4
6-gen-91;17.00;-4
6-gen-91;18.00;-12
6-gen-91;19.00;-16
6-gen-91;20.00;-16
6-gen-91;21.00;-10
6-gen-91;22.00;-1
6-gen-91;23.00;11
7-gen-91;0.00;23
7-gen-91;1.00;35
7-gen-91;2.00;44
7-gen-91;3.00;49
7-gen-91;4.00;51
7-gen-91;5.00;46
7-gen-91;6.00;36
7-gen-91;7.00;25
7-gen-91;8.00;15
7-gen-91;9.00;6
7-gen-91;10.00;3
7-gen-91;11.00;0
7-gen-91;12.00;4
7-gen-91;13.00;8
7-gen-91;14.00;12
7-gen-91;15.00;12
7-gen-91;16.00;9
7-gen-91;17.00;8
7-gen-91;18.00;3
7-gen-91;19.00;-1
7-gen-91;20.00;-1
7-gen-91;21.00;1
7-gen-91;22.00;8
7-gen-91;23.00;16
8-gen-91;0.00;28
8-gen-91;1.00;38
8-gen-91;2.00;48
8-gen-91;3.00;55
8-gen-91;4.00;57
8-gen-91;5.00;53
8-gen-91;6.00;43
8-gen-91;7.00;31
8-gen-91;8.00;20
8-gen-91;9.00;11
8-gen-91;10.00;4
8-gen-91;11.00;-1
8-gen-91;12.00;0
8-gen-91;13.00;3
8-gen-91;14.00;7
8-gen-91;15.00;9
8-gen-91;16.00;11
8-gen-91;17.00;11
8-gen-91;18.00;12
8-gen-91;19.00;12
8-gen-91;20.00;14
8-gen-91;21.00;14
8-gen-91;22.00;15
8-gen-91;23.00;18
9-gen-91;0.00;25
9-gen-91;1.00;31
9-gen-91;2.00;39
9-gen-91;3.00;43
9-gen-91;4.00;43
9-gen-91;5.00;41
9-gen-91;6.00;36
9-gen-91;7.00;27
9-gen-91;8.00;20
9-gen-91;9.00;14
9-gen-91;10.00;8
9-gen-91;11.00;3
9-gen-91;12.00;-1
9-gen-91;13.00;-4
9-gen-91;14.00;-4
9-gen-91;15.00;-4
9-gen-91;16.00;-1
9-gen-91;17.00;4
9-gen-91;18.00;11
9-gen-91;19.00;16
9-gen-91;20.00;22
9-gen-91;21.00;25
9-gen-91;22.00;25
9-gen-91;23.00;24
10-gen-91;0.00;23
10-gen-91;1.00;22
10-gen-91;2.00;23
10-gen-91;3.00;27
10-gen-91;4.00;31
10-gen-91;5.00;33
10-gen-91;6.00;35
10-gen-91;7.00;31
10-gen-91;8.00;28
10-gen-91;9.00;22
10-gen-91;10.00;14
10-gen-91;11.00;0
10-gen-91;12.00;-10
10-gen-91;13.00;-17
10-gen-91;14.00;-23
10-gen-91;15.00;-24
10-gen-91;16.00;-17
10-gen-91;17.00;-7
10-gen-91;18.00;6
10-gen-91;19.00;17
10-gen-91;20.00;27
10-gen-91;21.00;30
10-gen-91;22.00;28
10-gen-91;23.00;23
11-gen-91;0.00;17
11-gen-91;1.00;15
11-gen-91;2.00;15
11-gen-91;3.00;17
11-gen-91;4.00;24
11-gen-91;5.00;31
11-gen-91;6.00;38
11-gen-91;7.00;41
11-gen-91;8.00;40
11-gen-91;9.00;32
11-gen-91;10.00;22
11-gen-91;11.00;7
11-gen-91;12.00;-8
11-gen-91;13.00;-20
11-gen-91;14.00;-28
11-gen-91;15.00;-30
11-gen-91;16.00;-25
11-gen-91;17.00;-12
11-gen-91;18.00;3
11-gen-91;19.00;16
11-gen-91;20.00;25
11-gen-91;21.00;31
11-gen-91;22.00;32
11-gen-91;23.00;28
12-gen-91;0.00;21
12-gen-91;1.00;14
12-gen-91;2.00;11
12-gen-91;3.00;14
12-gen-91;4.00;22
12-gen-91;5.00;30
12-gen-91;6.00;38
12-gen-91;7.00;43
12-gen-91;8.00;44
12-gen-91;9.00;38
12-gen-91;10.00;28
12-gen-91;11.00;16
12-gen-91;12.00;0
12-gen-91;13.00;-14
12-gen-91;14.00;-25
12-gen-91;15.00;-32
12-gen-91;16.00;-31
12-gen-91;17.00;-22
12-gen-91;18.00;-8
12-gen-91;19.00;8
12-gen-91;20.00;23
12-gen-91;21.00;31
12-gen-91;22.00;35
12-gen-91;23.00;35
13-gen-91;0.00;30
13-gen-91;1.00;23
13-gen-91;2.00;16
13-gen-91;3.00;15
13-gen-91;4.00;16
13-gen-91;5.00;24
13-gen-91;6.00;35
13-gen-91;7.00;43
13-gen-91;8.00;49
13-gen-91;9.00;52
13-gen-91;10.00;47
13-gen-91;11.00;33
13-gen-91;12.00;17
13-gen-91;13.00;-1
13-gen-91;14.00;-16
13-gen-91;15.00;-28
13-gen-91;16.00;-32
13-gen-91;17.00;-25
13-gen-91;18.00;-12
13-gen-91;19.00;7
13-gen-91;20.00;23
13-gen-91;21.00;37
13-gen-91;22.00;47
13-gen-91;23.00;52
14-gen-91;0.00;48
14-gen-91;1.00;39
14-gen-91;2.00;31
14-gen-91;3.00;25
14-gen-91;4.00;23
14-gen-91;5.00;27
14-gen-91;6.00;36
14-gen-91;7.00;47
14-gen-91;8.00;57
14-gen-91;9.00;62
14-gen-91;10.00;62
14-gen-91;11.00;51
14-gen-91;12.00;36
14-gen-91;13.00;22
14-gen-91;14.00;4
14-gen-91;15.00;-12
14-gen-91;16.00;-19
14-gen-91;17.00;-20
14-gen-91;18.00;-10
14-gen-91;19.00;4
14-gen-91;20.00;19
14-gen-91;21.00;35
14-gen-91;22.00;47
14-gen-91;23.00;52
15-gen-91;0.00;49
15-gen-91;1.00;44
15-gen-91;2.00;32
15-gen-91;3.00;24
15-gen-91;4.00;19
15-gen-91;5.00;16
15-gen-91;6.00;23
15-gen-91;7.00;36
15-gen-91;8.00;49
15-gen-91;9.00;60
15-gen-91;10.00;68
15-gen-91;11.00;64
15-gen-91;12.00;49
15-gen-91;13.00;30
15-gen-91;14.00;8
15-gen-91;15.00;-10
15-gen-91;16.00;-25
15-gen-91;17.00;-31
15-gen-91;18.00;-28
15-gen-91;19.00;-15
15-gen-91;20.00;2
15-gen-91;21.00;22
15-gen-91;22.00;36
15-gen-91;23.00;44
16-gen-91;0.00;48
16-gen-91;1.00;46
16-gen-91;2.00;35
16-gen-91;3.00;20
16-gen-91;4.00;12
16-gen-91;5.00;11
16-gen-91;6.00;17
16-gen-91;7.00;27
16-gen-91;8.00;39
16-gen-91;9.00;52
16-gen-91;10.00;59
16-gen-91;11.00;59
16-gen-91;12.00;49
16-gen-91;13.00;31
16-gen-91;14.00;10
16-gen-91;15.00;-13
16-gen-91;16.00;-33
16-gen-91;17.00;-44
16-gen-91;18.00;-45
16-gen-91;19.00;-31
16-gen-91;20.00;-11
16-gen-91;21.00;11
16-gen-91;22.00;27
16-gen-91;23.00;39
17-gen-91;0.00;44
17-gen-91;1.00;41
17-gen-91;2.00;31
17-gen-91;3.00;17
17-gen-91;4.00;8
17-gen-91;5.00;3
17-gen-91;6.00;3
17-gen-91;7.00;11
17-gen-91;8.00;25
17-gen-91;9.00;36
17-gen-91;10.00;46
17-gen-91;11.00;51
17-gen-91;12.00;43
17-gen-91;13.00;27
17-gen-91;14.00;6
17-gen-91;15.00;-16
17-gen-91;16.00;-37
17-gen-91;17.00;-50
17-gen-91;18.00;-53
17-gen-91;19.00;-41
17-gen-91;20.00;-24
17-gen-91;21.00;-4
17-gen-91;22.00;14
17-gen-91;23.00;28
18-gen-91;0.00;39
18-gen-91;1.00;41
18-gen-91;2.00;35
18-gen-91;3.00;24
18-gen-91;4.00;10
18-gen-91;5.00;-1
18-gen-91;6.00;-7
18-gen-91;7.00;-1
18-gen-91;8.00;11
18-gen-91;9.00;25
18-gen-91;10.00;38
18-gen-91;11.00;46
18-gen-91;12.00;43
18-gen-91;13.00;29
18-gen-91;14.00;11
18-gen-91;15.00;-10
18-gen-91;16.00;-31
18-gen-91;17.00;-48
18-gen-91;18.00;-55
18-gen-91;19.00;-50
18-gen-91;20.00;-34
18-gen-91;21.00;-13
18-gen-91;22.00;8
18-gen-91;23.00;23
19-gen-91;0.00;36
19-gen-91;1.00;39
19-gen-91;2.00;33
19-gen-91;3.00;21
19-gen-91;4.00;6
19-gen-91;5.00;-8
19-gen-91;6.00;-16
19-gen-91;7.00;-15
19-gen-91;8.00;-5
19-gen-91;9.00;8
19-gen-91;10.00;23
19-gen-91;11.00;32
19-gen-91;12.00;38
19-gen-91;13.00;31
19-gen-91;14.00;17
19-gen-91;15.00;-1
19-gen-91;16.00;-21
19-gen-91;17.00;-37
19-gen-91;18.00;-45
19-gen-91;19.00;-45
19-gen-91;20.00;-33
19-gen-91;21.00;-13
19-gen-91;22.00;7
19-gen-91;23.00;23
20-gen-91;0.00;38
20-gen-91;1.00;46
20-gen-91;2.00;44
20-gen-91;3.00;35
20-gen-91;4.00;23
20-gen-91;5.00;9
20-gen-91;6.00;-5
20-gen-91;7.00;-10
20-gen-91;8.00;-8
20-gen-91;9.00;3
20-gen-91;10.00;16
20-gen-91;11.00;30
20-gen-91;12.00;36
20-gen-91;13.00;32
20-gen-91;14.00;23
20-gen-91;15.00;7
20-gen-91;16.00;-12
20-gen-91;17.00;-31
20-gen-91;18.00;-42
20-gen-91;19.00;-46
20-gen-91;20.00;-39
20-gen-91;21.00;-25
20-gen-91;22.00;-8
20-gen-91;23.00;10
21-gen-91;0.00;23
21-gen-91;1.00;31
21-gen-91;2.00;35
21-gen-91;3.00;31
21-gen-91;4.00;20
21-gen-91;5.00;6
21-gen-91;6.00;-8
21-gen-91;7.00;-16
21-gen-91;8.00;-19
21-gen-91;9.00;-15
21-gen-91;10.00;-4
21-gen-91;11.00;8
21-gen-91;12.00;18
21-gen-91;13.00;22
21-gen-91;14.00;19
21-gen-91;15.00;8
21-gen-91;16.00;-7
21-gen-91;17.00;-21
21-gen-91;18.00;-32
21-gen-91;19.00;-36
21-gen-91;20.00;-33
21-gen-91;21.00;-20
21-gen-91;22.00;-2
21-gen-91;23.00;14
22-gen-91;0.00;28
22-gen-91;1.00;39
22-gen-91;2.00;43
22-gen-91;3.00;41
22-gen-91;4.00;33
22-gen-91;5.00;20
22-gen-91;6.00;8
22-gen-91;7.00;-4
22-gen-91;8.00;-12
22-gen-91;9.00;-15
22-gen-91;10.00;-12
22-gen-91;11.00;-5
22-gen-91;12.00;1
22-gen-91;13.00;6
22-gen-91;14.00;6
22-gen-91;15.00;1
22-gen-91;16.00;-8
22-gen-91;17.00;-20
22-gen-91;18.00;-29
22-gen-91;19.00;-34
22-gen-91;20.00;-33
22-gen-91;21.00;-24
22-gen-91;22.00;-12
22-gen-91;23.00;-1
23-gen-91;0.00;11
23-gen-91;1.00;20
23-gen-91;2.00;26
23-gen-91;3.00;28
23-gen-91;4.00;27
23-gen-91;5.00;19
23-gen-91;6.00;7
23-gen-91;7.00;-5
23-gen-91;8.00;-16
23-gen-91;9.00;-25
23-gen-91;10.00;-28
23-gen-91;11.00;-25
23-gen-91;12.00;-20
23-gen-91;13.00;-13
23-gen-91;14.00;-9
23-gen-91;15.00;-9
23-gen-91;16.00;-13
23-gen-91;17.00;-17
23-gen-91;18.00;-21
23-gen-91;19.00;-25
23-gen-91;20.00;-23
23-gen-91;21.00;-18
23-gen-91;22.00;-12
23-gen-91;23.00;-5
24-gen-91;0.00;6
24-gen-91;1.00;14
24-gen-91;2.00;19
24-gen-91;3.00;23
24-gen-91;4.00;23
24-gen-91;5.00;23
24-gen-91;6.00;16
24-gen-91;7.00;6
24-gen-91;8.00;-5
24-gen-91;9.00;-16
24-gen-91;10.00;-25
24-gen-91;11.00;-33
24-gen-91;12.00;-35
24-gen-91;13.00;-35
24-gen-91;14.00;-31
24-gen-91;15.00;-23
24-gen-91;16.00;-18
24-gen-91;17.00;-16
24-gen-91;18.00;-13
24-gen-91;19.00;-12
24-gen-91;20.00;-10
24-gen-91;21.00;-8
24-gen-91;22.00;-6
24-gen-91;23.00;-1
25-gen-91;0.00;3
25-gen-91;1.00;9
25-gen-91;2.00;16
25-gen-91;3.00;23
25-gen-91;4.00;27
25-gen-91;5.00;27
25-gen-91;6.00;24
25-gen-91;7.00;19
25-gen-91;8.00;9
25-gen-91;9.00;-5
25-gen-91;10.00;-16
25-gen-91;11.00;-28
25-gen-91;12.00;-37
25-gen-91;13.00;-43
25-gen-91;14.00;-42
25-gen-91;15.00;-40
25-gen-91;16.00;-33
25-gen-91;17.00;-22
25-gen-91;18.00;-12
25-gen-91;19.00;-2
25-gen-91;20.00;6
25-gen-91;21.00;8
25-gen-91;22.00;8
25-gen-91;23.00;4
26-gen-91;0.00;1
26-gen-91;1.00;-1
26-gen-91;2.00;0
26-gen-91;3.00;8
26-gen-91;4.00;17
26-gen-91;5.00;25
26-gen-91;6.00;28
26-gen-91;7.00;28
26-gen-91;8.00;21
26-gen-91;9.00;8
26-gen-91;10.00;-5
26-gen-91;11.00;-20
26-gen-91;12.00;-36
26-gen-91;13.00;-48
26-gen-91;14.00;-56
26-gen-91;15.00;-56
26-gen-91;16.00;-48
26-gen-91;17.00;-36
26-gen-91;18.00;-18
26-gen-91;19.00;-6
26-gen-91;20.00;3
26-gen-91;21.00;9
26-gen-91;22.00;11
26-gen-91;23.00;8
27-gen-91;0.00;3
27-gen-91;1.00;-2
27-gen-91;2.00;-7
27-gen-91;3.00;-8
27-gen-91;4.00;-2
27-gen-91;5.00;4
27-gen-91;6.00;14
27-gen-91;7.00;22
27-gen-91;8.00;27
27-gen-91;9.00;27
27-gen-91;10.00;19
27-gen-91;11.00;1
27-gen-91;12.00;-20
27-gen-91;13.00;-40
27-gen-91;14.00;-60
27-gen-91;15.00;-68
27-gen-91;16.00;-64
27-gen-91;17.00;-48
27-gen-91;18.00;-28
27-gen-91;19.00;-7
27-gen-91;20.00;11
27-gen-91;21.00;22
27-gen-91;22.00;27
27-gen-91;23.00;24
28-gen-91;0.00;14
28-gen-91;1.00;1
28-gen-91;2.00;-8
28-gen-91;3.00;-12
28-gen-91;4.00;-8
28-gen-91;5.00;0
28-gen-91;6.00;14
28-gen-91;7.00;26
28-gen-91;8.00;35
28-gen-91;9.00;38
28-gen-91;10.00;31
28-gen-91;11.00;16
28-gen-91;12.00;-4
28-gen-91;13.00;-25
28-gen-91;14.00;-48
28-gen-91;15.00;-64
28-gen-91;16.00;-68
28-gen-91;17.00;-57
28-gen-91;18.00;-41
28-gen-91;19.00;-21
28-gen-91;20.00;-1
28-gen-91;21.00;12
28-gen-91;22.00;22
28-gen-91;23.00;23
29-gen-91;0.00;17
29-gen-91;1.00;4
29-gen-91;2.00;-8
29-gen-91;3.00;-18
29-gen-91;4.00;-21
29-gen-91;5.00;-16
29-gen-91;6.00;-4
29-gen-91;7.00;10
29-gen-91;8.00;24
29-gen-91;9.00;35
29-gen-91;10.00;38
29-gen-91;11.00;28
29-gen-91;12.00;11
29-gen-91;13.00;-13
29-gen-91;14.00;-40
29-gen-91;15.00;-65
29-gen-91;16.00;-81
29-gen-91;17.00;-80
29-gen-91;18.00;-62
29-gen-91;19.00;-41
29-gen-91;20.00;-20
29-gen-91;21.00;2
29-gen-91;22.00;19
29-gen-91;23.00;27
30-gen-91;0.00;25
30-gen-91;1.00;16
30-gen-91;2.00;1
30-gen-91;3.00;-12
30-gen-91;4.00;-20
30-gen-91;5.00;-19
30-gen-91;6.00;-8
30-gen-91;7.00;8
30-gen-91;8.00;24
30-gen-91;9.00;38
30-gen-91;10.00;44
30-gen-91;11.00;43
30-gen-91;12.00;31
30-gen-91;13.00;9
30-gen-91;14.00;-16
30-gen-91;15.00;-45
30-gen-91;16.00;-71
30-gen-91;17.00;-84
30-gen-91;18.00;-75
30-gen-91;19.00;-51
30-gen-91;20.00;-28
30-gen-91;21.00;-4
30-gen-91;22.00;19
30-gen-91;23.00;34
31-gen-91;0.00;39
31-gen-91;1.00;33
31-gen-91;2.00;20
31-gen-91;3.00;3
31-gen-91;4.00;-12
31-gen-91;5.00;-18
31-gen-91;6.00;-16
31-gen-91;7.00;-4
31-gen-91;8.00;13
31-gen-91;9.00;27
31-gen-91;10.00;38
31-gen-91;11.00;39
31-gen-91;12.00;30
31-gen-91;13.00;11
31-gen-91;14.00;-12
31-gen-91;15.00;-37
31-gen-91;16.00;-63
31-gen-91;17.00;-80
31-gen-91;18.00;-76
31-gen-91;19.00;-56
31-gen-91;20.00;-34
31-gen-91;21.00;-10
31-gen-91;22.00;13
31-gen-91;23.00;31
1-feb-91;0.00;42
1-feb-91;1.00;44
1-feb-91;2.00;35
1-feb-91;3.00;19
1-feb-91;4.00;1
1-feb-91;5.00;-13
1-feb-91;6.00;-20
1-feb-91;7.00;-17
1-feb-91;8.00;-6
1-feb-91;9.00;8
1-feb-91;10.00;22
1-feb-91;11.00;29
1-feb-91;12.00;28
1-feb-91;13.00;17
1-feb-91;14.00;-1
1-feb-91;15.00;-23
1-feb-91;16.00;-45
1-feb-91;17.00;-64
1-feb-91;18.00;-68
1-feb-91;19.00;-56
1-feb-91;20.00;-36
1-feb-91;21.00;-12
1-feb-91;22.00;9
1-feb-91;23.00;27
2-feb-91;0.00;39
2-feb-91;1.00;42
2-feb-91;2.00;35
2-feb-91;3.00;17
2-feb-91;4.00;-4
2-feb-91;5.00;-20
2-feb-91;6.00;-31
2-feb-91;7.00;-33
2-feb-91;8.00;-25
2-feb-91;9.00;-11
2-feb-91;10.00;3
2-feb-91;11.00;12
2-feb-91;12.00;15
2-feb-91;13.00;8
2-feb-91;14.00;-7
2-feb-91;15.00;-24
2-feb-91;16.00;-40
2-feb-91;17.00;-56
2-feb-91;18.00;-60
2-feb-91;19.00;-55
2-feb-91;20.00;-40
2-feb-91;21.00;-22
2-feb-91;22.00;-1
2-feb-91;23.00;16
3-feb-91;0.00;28
3-feb-91;1.00;33
3-feb-91;2.00;31
3-feb-91;3.00;19
3-feb-91;4.00;3
3-feb-91;5.00;-15
3-feb-91;6.00;-29
3-feb-91;7.00;-37
3-feb-91;8.00;-37
3-feb-91;9.00;-29
3-feb-91;10.00;-17
3-feb-91;11.00;-4
3-feb-91;12.00;4
3-feb-91;13.00;4
3-feb-91;14.00;-1
3-feb-91;15.00;-12
3-feb-91;16.00;-25
3-feb-91;17.00;-37
3-feb-91;18.00;-44
3-feb-91;19.00;-41
3-feb-91;20.00;-33
3-feb-91;21.00;-17
3-feb-91;22.00;0
3-feb-91;23.00;16
4-feb-91;0.00;27
4-feb-91;1.00;33
4-feb-91;2.00;32
4-feb-91;3.00;24
4-feb-91;4.00;8
4-feb-91;5.00;-8
4-feb-91;6.00;-24
4-feb-91;7.00;-35
4-feb-91;8.00;-40
4-feb-91;9.00;-33
4-feb-91;10.00;-23
4-feb-91;11.00;-10
4-feb-91;12.00;-1
4-feb-91;13.00;4
4-feb-91;14.00;1
4-feb-91;15.00;-7
4-feb-91;16.00;-17
4-feb-91;17.00;-27
4-feb-91;18.00;-33
4-feb-91;19.00;-33
4-feb-91;20.00;-25
4-feb-91;21.00;-12
4-feb-91;22.00;1
4-feb-91;23.00;13
5-feb-91;0.00;23
5-feb-91;1.00;31
5-feb-91;2.00;33
5-feb-91;3.00;30
5-feb-91;4.00;19
5-feb-91;5.00;6
5-feb-91;6.00;-8
5-feb-91;7.00;-20
5-feb-91;8.00;-25
5-feb-91;9.00;-24
5-feb-91;10.00;-16
5-feb-91;11.00;-5
5-feb-91;12.00;3
5-feb-91;13.00;7
5-feb-91;14.00;8
5-feb-91;15.00;1
5-feb-91;16.00;-7
5-feb-91;17.00;-15
5-feb-91;18.00;-18
5-feb-91;19.00;-17
5-feb-91;20.00;-13
5-feb-91;21.00;-5
5-feb-91;22.00;4
5-feb-91;23.00;13
6-feb-91;0.00;22
6-feb-91;1.00;25
6-feb-91;2.00;27
6-feb-91;3.00;25
6-feb-91;4.00;20
6-feb-91;5.00;11
6-feb-91;6.00;4
6-feb-91;7.00;-1
6-feb-91;8.00;-5
6-feb-91;9.00;-2
6-feb-91;10.00;1
6-feb-91;11.00;3
6-feb-91;12.00;1
6-feb-91;13.00;4
6-feb-91;14.00;6
6-feb-91;15.00;8
6-feb-91;16.00;6
6-feb-91;17.00;7
6-feb-91;18.00;14
6-feb-91;19.00;22
6-feb-91;20.00;28
6-feb-91;21.00;25
6-feb-91;22.00;19
6-feb-91;23.00;15
7-feb-91;0.00;11
7-feb-91;1.00;8
7-feb-91;2.00;5
7-feb-91;3.00;1
7-feb-91;4.00;0
7-feb-91;5.00;-4
7-feb-91;6.00;-10
7-feb-91;7.00;-16
7-feb-91;8.00;-27
7-feb-91;9.00;-31
7-feb-91;10.00;-25
7-feb-91;11.00;-8
7-feb-91;12.00;8
7-feb-91;13.00;17
7-feb-91;14.00;25
7-feb-91;15.00;31
7-feb-91;16.00;32
7-feb-91;17.00;33
7-feb-91;18.00;33
7-feb-91;19.00;27
7-feb-91;20.00;23
7-feb-91;21.00;17
7-feb-91;22.00;14
7-feb-91;23.00;12
8-feb-91;0.00;12
8-feb-91;1.00;15
8-feb-91;2.00;20
8-feb-91;3.00;26
8-feb-91;4.00;31
8-feb-91;5.00;33
8-feb-91;6.00;33
8-feb-91;7.00;35
8-feb-91;8.00;35
8-feb-91;9.00;31
8-feb-91;10.00;28
8-feb-91;11.00;33
8-feb-91;12.00;38
8-feb-91;13.00;32
8-feb-91;14.00;24
8-feb-91;15.00;16
8-feb-91;16.00;11
8-feb-91;17.00;8
8-feb-91;18.00;6
8-feb-91;19.00;8
8-feb-91;20.00;6
8-feb-91;21.00;3
8-feb-91;22.00;1
8-feb-91;23.00;4
9-feb-91;0.00;13
9-feb-91;1.00;20
9-feb-91;2.00;27
9-feb-91;3.00;32
9-feb-91;4.00;39
9-feb-91;5.00;47
9-feb-91;6.00;52
9-feb-91;7.00;55
9-feb-91;8.00;55
9-feb-91;9.00;52
9-feb-91;10.00;48
9-feb-91;11.00;38
9-feb-91;12.00;23
9-feb-91;13.00;8
9-feb-91;14.00;-8
9-feb-91;15.00;-20
9-feb-91;16.00;-26
9-feb-91;17.00;-28
9-feb-91;18.00;-20
9-feb-91;19.00;-8
9-feb-91;20.00;4
9-feb-91;21.00;16
9-feb-91;22.00;27
9-feb-91;23.00;32
10-feb-91;0.00;33
10-feb-91;1.00;36
10-feb-91;2.00;39
10-feb-91;3.00;43
10-feb-91;4.00;49
10-feb-91;5.00;59
10-feb-91;6.00;68
10-feb-91;7.00;75
10-feb-91;8.00;76
10-feb-91;9.00;70
10-feb-91;10.00;55
10-feb-91;11.00;36
10-feb-91;12.00;19
10-feb-91;13.00;-1
10-feb-91;14.00;-20
10-feb-91;15.00;-32
10-feb-91;16.00;-36
10-feb-91;17.00;-28
10-feb-91;18.00;-12
10-feb-91;19.00;10
10-feb-91;20.00;28
10-feb-91;21.00;43
10-feb-91;22.00;52
10-feb-91;23.00;55
11-feb-91;0.00;55
11-feb-91;1.00;48
11-feb-91;2.00;38
11-feb-91;3.00;33
11-feb-91;4.00;36
11-feb-91;5.00;44
11-feb-91;6.00;52
11-feb-91;7.00;57
11-feb-91;8.00;59
11-feb-91;9.00;51
11-feb-91;10.00;36
11-feb-91;11.00;20
11-feb-91;12.00;2
11-feb-91;13.00;-18
11-feb-91;14.00;-33
11-feb-91;15.00;-42
11-feb-91;16.00;-44
11-feb-91;17.00;-31
11-feb-91;18.00;-12
11-feb-91;19.00;8
11-feb-91;20.00;28
11-feb-91;21.00;43
11-feb-91;22.00;54
11-feb-91;23.00;56
12-feb-91;0.00;48
12-feb-91;1.00;36
12-feb-91;2.00;27
12-feb-91;3.00;19
12-feb-91;4.00;16
12-feb-91;5.00;20
12-feb-91;6.00;27
12-feb-91;7.00;36
12-feb-91;8.00;44
12-feb-91;9.00;48
12-feb-91;10.00;43
12-feb-91;11.00;31
12-feb-91;12.00;16
12-feb-91;13.00;-1
12-feb-91;14.00;-16
12-feb-91;15.00;-26
12-feb-91;16.00;-28
12-feb-91;17.00;-18
12-feb-91;18.00;0
12-feb-91;19.00;23
12-feb-91;20.00;43
12-feb-91;21.00;57
12-feb-91;22.00;68
12-feb-91;23.00;69
13-feb-91;0.00;62
13-feb-91;1.00;48
13-feb-91;2.00;32
13-feb-91;3.00;17
13-feb-91;4.00;6
13-feb-91;5.00;3
13-feb-91;6.00;11
13-feb-91;7.00;24
13-feb-91;8.00;39
13-feb-91;9.00;49
13-feb-91;10.00;54
13-feb-91;11.00;48
13-feb-91;12.00;35
