Data;Ora solare;Livello Punta Salute (cm)
5-gen-85;18.00;-8
5-gen-85;19.00;11
5-gen-85;20.00;27
5-gen-85;21.00;43
5-gen-85;22.00;54
5-gen-85;23.00;56
6-gen-85;0.00;48
6-gen-85;1.00;39
6-gen-85;2.00;29
6-gen-85;3.00;24
6-gen-85;4.00;27
6-gen-85;5.00;39
6-gen-85;6.00;55
6-gen-85;7.00;68
6-gen-85;8.00;80
6-gen-85;9.00;89
6-gen-85;10.00;91
6-gen-85;11.00;82
6-gen-85;12.00;66
6-gen-85;13.00;44
6-gen-85;14.00;22
6-gen-85;15.00;0
6-gen-85;16.00;-16
6-gen-85;17.00;-24
6-gen-85;18.00;-19
6-gen-85;19.00;-2
6-gen-85;20.00;18
6-gen-85;21.00;33
6-gen-85;22.00;46
6-gen-85;23.00;52
7-gen-85;0.00;52
7-gen-85;1.00;48
7-gen-85;2.00;40
7-gen-85;3.00;36
7-gen-85;4.00;33
7-gen-85;5.00;35
7-gen-85;6.00;43
7-gen-85;7.00;54
7-gen-85;8.00;68
7-gen-85;9.00;83
7-gen-85;10.00;91
7-gen-85;11.00;89
7-gen-85;12.00;78
7-gen-85;13.00;59
7-gen-85;14.00;37
7-gen-85;15.00;14
7-gen-85;16.00;-5
7-gen-85;17.00;-20
7-gen-85;18.00;-24
7-gen-85;19.00;-14
7-gen-85;20.00;6
7-gen-85;21.00;27
7-gen-85;22.00;44
7-gen-85;23.00;57
8-gen-85;0.00;63
8-gen-85;1.00;63
8-gen-85;2.00;55
8-gen-85;3.00;43
8-gen-85;4.00;34
8-gen-85;5.00;29
8-gen-85;6.00;33
8-gen-85;7.00;43
8-gen-85;8.00;52
8-gen-85;9.00;65
8-gen-85;10.00;76
8-gen-85;11.00;79
8-gen-85;12.00;76
8-gen-85;13.00;62
8-gen-85;14.00;39
8-gen-85;15.00;17
8-gen-85;16.00;-1
8-gen-85;17.00;-16
8-gen-85;18.00;-21
8-gen-85;19.00;-14
8-gen-85;20.00;3
8-gen-85;21.00;22
8-gen-85;22.00;39
8-gen-85;23.00;55
9-gen-85;0.00;65
9-gen-85;1.00;70
9-gen-85;2.00;68
9-gen-85;3.00;59
9-gen-85;4.00;48
9-gen-85;5.00;36
9-gen-85;6.00;29
9-gen-85;7.00;33
9-gen-85;8.00;43
9-gen-85;9.00;56
9-gen-85;10.00;71
9-gen-85;11.00;80
9-gen-85;12.00;86
9-gen-85;13.00;82
9-gen-85;14.00;66
9-gen-85;15.00;44
9-gen-85;16.00;25
9-gen-85;17.00;11
9-gen-85;18.00;-1
9-gen-85;19.00;-7
9-gen-85;20.00;-1
9-gen-85;21.00;12
9-gen-85;22.00;27
9-gen-85;23.00;39
10-gen-85;0.00;52
10-gen-85;1.00;57
10-gen-85;2.00;55
10-gen-85;3.00;49
10-gen-85;4.00;40
10-gen-85;5.00;31
10-gen-85;6.00;27
10-gen-85;7.00;25
10-gen-85;8.00;28
10-gen-85;9.00;39
10-gen-85;10.00;52
10-gen-85;11.00;62
10-gen-85;12.00;68
10-gen-85;13.00;68
10-gen-85;14.00;57
10-gen-85;15.00;41
10-gen-85;16.00;24
10-gen-85;17.00;1
10-gen-85;18.00;-15
10-gen-85;19.00;-25
10-gen-85;20.00;-28
10-gen-85;21.00;-16
10-gen-85;22.00;2
10-gen-85;23.00;22
11-gen-85;0.00;38
11-gen-85;1.00;52
11-gen-85;2.00;59
11-gen-85;3.00;56
11-gen-85;4.00;48
11-gen-85;5.00;36
11-gen-85;6.00;27
11-gen-85;7.00;23
11-gen-85;8.00;23
11-gen-85;9.00;30
11-gen-85;10.00;39
11-gen-85;11.00;50
11-gen-85;12.00;57
11-gen-85;13.00;56
11-gen-85;14.00;48
11-gen-85;15.00;33
11-gen-85;16.00;16
11-gen-85;17.00;-2
11-gen-85;18.00;-18
11-gen-85;19.00;-31
11-gen-85;20.00;-37
11-gen-85;21.00;-30
11-gen-85;22.00;-15
11-gen-85;23.00;6
12-gen-85;0.00;27
12-gen-85;1.00;45
12-gen-85;2.00;59
12-gen-85;3.00;63
12-gen-85;4.00;60
12-gen-85;5.00;49
12-gen-85;6.00;34
12-gen-85;7.00;23
12-gen-85;8.00;16
12-gen-85;9.00;14
12-gen-85;10.00;20
12-gen-85;11.00;28
12-gen-85;12.00;36
12-gen-85;13.00;38
12-gen-85;14.00;34
12-gen-85;15.00;25
12-gen-85;16.00;14
12-gen-85;17.00;0
12-gen-85;18.00;-12
12-gen-85;19.00;-19
12-gen-85;20.00;-21
12-gen-85;21.00;-17
12-gen-85;22.00;-5
12-gen-85;23.00;11
13-gen-85;0.00;27
13-gen-85;1.00;43
13-gen-85;2.00;55
13-gen-85;3.00;62
13-gen-85;4.00;63
13-gen-85;5.00;56
13-gen-85;6.00;44
13-gen-85;7.00;32
13-gen-85;8.00;23
13-gen-85;9.00;16
13-gen-85;10.00;12
13-gen-85;11.00;12
13-gen-85;12.00;17
13-gen-85;13.00;20
13-gen-85;14.00;22
13-gen-85;15.00;20
13-gen-85;16.00;16
13-gen-85;17.00;11
13-gen-85;18.00;4
13-gen-85;19.00;-1
13-gen-85;20.00;-1
13-gen-85;21.00;1
13-gen-85;22.00;8
13-gen-85;23.00;16
14-gen-85;0.00;30
14-gen-85;1.00;43
14-gen-85;2.00;55
14-gen-85;3.00;67
14-gen-85;4.00;74
14-gen-85;5.00;75
14-gen-85;6.00;72
14-gen-85;7.00;61
14-gen-85;8.00;50
14-gen-85;9.00;39
14-gen-85;10.00;31
14-gen-85;11.00;25
14-gen-85;12.00;23
14-gen-85;13.00;23
14-gen-85;14.00;25
14-gen-85;15.00;27
14-gen-85;16.00;28
14-gen-85;17.00;28
14-gen-85;18.00;31
14-gen-85;19.00;31
14-gen-85;20.00;28
14-gen-85;21.00;27
14-gen-85;22.00;24
14-gen-85;23.00;23
15-gen-85;0.00;27
15-gen-85;1.00;33
15-gen-85;2.00;44
15-gen-85;3.00;57
15-gen-85;4.00;63
15-gen-85;5.00;67
15-gen-85;6.00;68
15-gen-85;7.00;60
15-gen-85;8.00;48
15-gen-85;9.00;33
15-gen-85;10.00;23
15-gen-85;11.00;16
15-gen-85;12.00;9
15-gen-85;13.00;8
15-gen-85;14.00;9
15-gen-85;15.00;14
15-gen-85;16.00;22
15-gen-85;17.00;28
15-gen-85;18.00;36
15-gen-85;19.00;44
15-gen-85;20.00;52
15-gen-85;21.00;57
15-gen-85;22.00;54
15-gen-85;23.00;52
16-gen-85;0.00;48
16-gen-85;1.00;48
16-gen-85;2.00;51
16-gen-85;3.00;57
16-gen-85;4.00;65
16-gen-85;5.00;68
16-gen-85;6.00;68
16-gen-85;7.00;68
16-gen-85;8.00;63
16-gen-85;9.00;52
16-gen-85;10.00;43
16-gen-85;11.00;33
16-gen-85;12.00;24
16-gen-85;13.00;16
16-gen-85;14.00;12
16-gen-85;15.00;11
16-gen-85;16.00;18
16-gen-85;17.00;27
16-gen-85;18.00;36
16-gen-85;19.00;44
16-gen-85;20.00;52
16-gen-85;21.00;53
16-gen-85;22.00;52
16-gen-85;23.00;44
17-gen-85;0.00;33
17-gen-85;1.00;25
17-gen-85;2.00;23
17-gen-85;3.00;23
17-gen-85;4.00;25
17-gen-85;5.00;32
17-gen-85;6.00;41
17-gen-85;7.00;50
17-gen-85;8.00;52
17-gen-85;9.00;48
17-gen-85;10.00;39
17-gen-85;11.00;24
17-gen-85;12.00;11
17-gen-85;13.00;-1
17-gen-85;14.00;-14
17-gen-85;15.00;-20
17-gen-85;16.00;-18
17-gen-85;17.00;-8
17-gen-85;18.00;4
17-gen-85;19.00;20
17-gen-85;20.00;33
17-gen-85;21.00;38
17-gen-85;22.00;34
17-gen-85;23.00;28
18-gen-85;0.00;17
18-gen-85;1.00;6
18-gen-85;2.00;1
18-gen-85;3.00;3
18-gen-85;4.00;11
18-gen-85;5.00;27
18-gen-85;6.00;48
18-gen-85;7.00;65
18-gen-85;8.00;75
18-gen-85;9.00;76
18-gen-85;10.00;68
18-gen-85;11.00;52
18-gen-85;12.00;33
18-gen-85;13.00;14
18-gen-85;14.00;-3
18-gen-85;15.00;-13
18-gen-85;16.00;-20
18-gen-85;17.00;-12
18-gen-85;18.00;3
18-gen-85;19.00;19
18-gen-85;20.00;30
18-gen-85;21.00;41
18-gen-85;22.00;48
18-gen-85;23.00;47
19-gen-85;0.00;39
19-gen-85;1.00;31
19-gen-85;2.00;25
19-gen-85;3.00;26
19-gen-85;4.00;35
19-gen-85;5.00;50
19-gen-85;6.00;65
19-gen-85;7.00;78
19-gen-85;8.00;87
19-gen-85;9.00;91
19-gen-85;10.00;84
19-gen-85;11.00;70
19-gen-85;12.00;52
19-gen-85;13.00;31
19-gen-85;14.00;11
19-gen-85;15.00;-8
19-gen-85;16.00;-21
19-gen-85;17.00;-26
19-gen-85;18.00;-18
19-gen-85;19.00;-2
19-gen-85;20.00;16
19-gen-85;21.00;31
19-gen-85;22.00;44
19-gen-85;23.00;52
20-gen-85;0.00;55
20-gen-85;1.00;54
20-gen-85;2.00;48
20-gen-85;3.00;43
20-gen-85;4.00;39
20-gen-85;5.00;41
20-gen-85;6.00;52
20-gen-85;7.00;65
20-gen-85;8.00;75
20-gen-85;9.00;83
20-gen-85;10.00;83
20-gen-85;11.00;73
20-gen-85;12.00;55
20-gen-85;13.00;31
20-gen-85;14.00;8
20-gen-85;15.00;-13
20-gen-85;16.00;-31
20-gen-85;17.00;-39
20-gen-85;18.00;-34
20-gen-85;19.00;-17
20-gen-85;20.00;4
20-gen-85;21.00;27
20-gen-85;22.00;46
20-gen-85;23.00;59
21-gen-85;0.00;63
21-gen-85;1.00;64
21-gen-85;2.00;57
21-gen-85;3.00;44
21-gen-85;4.00;36
21-gen-85;5.00;31
21-gen-85;6.00;33
21-gen-85;7.00;43
21-gen-85;8.00;57
21-gen-85;9.00;70
21-gen-85;10.00;75
21-gen-85;11.00;72
21-gen-85;12.00;57
21-gen-85;13.00;36
21-gen-85;14.00;14
21-gen-85;15.00;-10
21-gen-85;16.00;-28
21-gen-85;17.00;-39
21-gen-85;18.00;-37
21-gen-85;19.00;-18
21-gen-85;20.00;6
21-gen-85;21.00;30
21-gen-85;22.00;51
21-gen-85;23.00;67
22-gen-85;0.00;75
22-gen-85;1.00;76
22-gen-85;2.00;66
22-gen-85;3.00;52
22-gen-85;4.00;39
22-gen-85;5.00;32
22-gen-85;6.00;33
22-gen-85;7.00;45
22-gen-85;8.00;59
22-gen-85;9.00;73
22-gen-85;10.00;83
22-gen-85;11.00;84
22-gen-85;12.00;73
22-gen-85;13.00;55
22-gen-85;14.00;33
22-gen-85;15.00;14
22-gen-85;16.00;-3
22-gen-85;17.00;-15
22-gen-85;18.00;-15
22-gen-85;19.00;-1
22-gen-85;20.00;20
22-gen-85;21.00;41
22-gen-85;22.00;58
22-gen-85;23.00;74
23-gen-85;0.00;80
23-gen-85;1.00;80
23-gen-85;2.00;71
23-gen-85;3.00;57
23-gen-85;4.00;46
23-gen-85;5.00;39
23-gen-85;6.00;38
23-gen-85;7.00;43
23-gen-85;8.00;55
23-gen-85;9.00;68
23-gen-85;10.00;79
23-gen-85;11.00;84
23-gen-85;12.00;83
23-gen-85;13.00;70
23-gen-85;14.00;52
23-gen-85;15.00;34
23-gen-85;16.00;17
23-gen-85;17.00;6
23-gen-85;18.00;1
23-gen-85;19.00;8
23-gen-85;20.00;23
23-gen-85;21.00;41
23-gen-85;22.00;59
23-gen-85;23.00;75
24-gen-85;0.00;84
24-gen-85;1.00;89
24-gen-85;2.00;87
24-gen-85;3.00;75
24-gen-85;4.00;60
24-gen-85;5.00;48
24-gen-85;6.00;43
24-gen-85;7.00;41
24-gen-85;8.00;48
24-gen-85;9.00;62
24-gen-85;10.00;75
24-gen-85;11.00;86
24-gen-85;12.00;91
24-gen-85;13.00;81
24-gen-85;14.00;68
24-gen-85;15.00;56
24-gen-85;16.00;36
24-gen-85;17.00;21
24-gen-85;18.00;11
24-gen-85;19.00;8
24-gen-85;20.00;14
24-gen-85;21.00;18
24-gen-85;22.00;30
24-gen-85;23.00;48
25-gen-85;0.00;63
25-gen-85;1.00;68
25-gen-85;2.00;66
25-gen-85;3.00;57
25-gen-85;4.00;40
25-gen-85;5.00;27
25-gen-85;6.00;16
25-gen-85;7.00;12
25-gen-85;8.00;22
25-gen-85;9.00;36
25-gen-85;10.00;52
25-gen-85;11.00;70
25-gen-85;12.00;78
25-gen-85;13.00;79
25-gen-85;14.00;70
25-gen-85;15.00;54
25-gen-85;16.00;33
25-gen-85;17.00;16
25-gen-85;18.00;0
25-gen-85;19.00;-8
25-gen-85;20.00;-8
25-gen-85;21.00;3
25-gen-85;22.00;21
25-gen-85;23.00;38
26-gen-85;0.00;49
26-gen-85;1.00;57
26-gen-85;2.00;59
26-gen-85;3.00;54
26-gen-85;4.00;41
26-gen-85;5.00;29
26-gen-85;6.00;23
26-gen-85;7.00;20
26-gen-85;8.00;25
26-gen-85;9.00;35
26-gen-85;10.00;48
26-gen-85;11.00;59
26-gen-85;12.00;65
26-gen-85;13.00;67
26-gen-85;14.00;62
26-gen-85;15.00;49
26-gen-85;16.00;31
26-gen-85;17.00;17
26-gen-85;18.00;8
26-gen-85;19.00;3
26-gen-85;20.00;8
26-gen-85;21.00;20
26-gen-85;22.00;33
26-gen-85;23.00;50
27-gen-85;0.00;62
27-gen-85;1.00;68
27-gen-85;2.00;70
27-gen-85;3.00;65
27-gen-85;4.00;56
27-gen-85;5.00;49
27-gen-85;6.00;43
27-gen-85;7.00;39
27-gen-85;8.00;36
27-gen-85;9.00;36
27-gen-85;10.00;38
27-gen-85;11.00;43
27-gen-85;12.00;46
27-gen-85;13.00;44
27-gen-85;14.00;39
27-gen-85;15.00;28
27-gen-85;16.00;20
27-gen-85;17.00;9
27-gen-85;18.00;3
27-gen-85;19.00;1
27-gen-85;20.00;4
27-gen-85;21.00;11
27-gen-85;22.00;21
27-gen-85;23.00;28
28-gen-85;0.00;38
28-gen-85;1.00;43
28-gen-85;2.00;48
28-gen-85;3.00;50
28-gen-85;4.00;49
28-gen-85;5.00;46
28-gen-85;6.00;41
28-gen-85;7.00;34
28-gen-85;8.00;28
28-gen-85;9.00;24
28-gen-85;10.00;23
28-gen-85;11.00;23
28-gen-85;12.00;24
28-gen-85;13.00;27
28-gen-85;14.00;27
28-gen-85;15.00;27
28-gen-85;16.00;25
28-gen-85;17.00;23
28-gen-85;18.00;20
28-gen-85;19.00;15
28-gen-85;20.00;12
28-gen-85;21.00;11
28-gen-85;22.00;16
28-gen-85;23.00;23
29-gen-85;0.00;33
29-gen-85;1.00;41
29-gen-85;2.00;47
29-gen-85;3.00;49
29-gen-85;4.00;51
29-gen-85;5.00;48
29-gen-85;6.00;43
29-gen-85;7.00;36
29-gen-85;8.00;28
29-gen-85;9.00;23
29-gen-85;10.00;16
29-gen-85;11.00;12
29-gen-85;12.00;11
29-gen-85;13.00;11
29-gen-85;14.00;11
29-gen-85;15.00;11
29-gen-85;16.00;14
29-gen-85;17.00;14
29-gen-85;18.00;14
29-gen-85;19.00;12
29-gen-85;20.00;11
29-gen-85;21.00;11
29-gen-85;22.00;11
29-gen-85;23.00;15
30-gen-85;0.00;20
30-gen-85;1.00;25
30-gen-85;2.00;33
30-gen-85;3.00;39
30-gen-85;4.00;44
30-gen-85;5.00;46
30-gen-85;6.00;44
30-gen-85;7.00;38
30-gen-85;8.00;29
30-gen-85;9.00;22
30-gen-85;10.00;12
30-gen-85;11.00;6
30-gen-85;12.00;4
30-gen-85;13.00;2
30-gen-85;14.00;4
30-gen-85;15.00;7
30-gen-85;16.00;8
30-gen-85;17.00;11
30-gen-85;18.00;14
30-gen-85;19.00;16
30-gen-85;20.00;16
30-gen-85;21.00;16
30-gen-85;22.00;16
30-gen-85;23.00;15
31-gen-85;0.00;16
31-gen-85;1.00;19
31-gen-85;2.00;23
31-gen-85;3.00;28
31-gen-85;4.00;33
31-gen-85;5.00;33
31-gen-85;6.00;33
31-gen-85;7.00;31
31-gen-85;8.00;25
31-gen-85;9.00;18
31-gen-85;10.00;11
31-gen-85;11.00;4
31-gen-85;12.00;-2
31-gen-85;13.00;-8
31-gen-85;14.00;-12
31-gen-85;15.00;-10
31-gen-85;16.00;-5
31-gen-85;17.00;4
31-gen-85;18.00;14
31-gen-85;19.00;22
31-gen-85;20.00;27
31-gen-85;21.00;27
31-gen-85;22.00;27
31-gen-85;23.00;25
1-feb-85;0.00;23
1-feb-85;1.00;20
1-feb-85;2.00;20
1-feb-85;3.00;27
1-feb-85;4.00;35
1-feb-85;5.00;43
1-feb-85;6.00;49
1-feb-85;7.00;54
1-feb-85;8.00;54
1-feb-85;9.00;48
1-feb-85;10.00;38
1-feb-85;11.00;25
1-feb-85;12.00;12
1-feb-85;13.00;-1
1-feb-85;14.00;-12
1-feb-85;15.00;-21
1-feb-85;16.00;-21
1-feb-85;17.00;-14
1-feb-85;18.00;-1
1-feb-85;19.00;11
1-feb-85;20.00;23
1-feb-85;21.00;31
1-feb-85;22.00;33
1-feb-85;23.00;33
2-feb-85;0.00;28
2-feb-85;1.00;23
2-feb-85;2.00;20
2-feb-85;3.00;22
2-feb-85;4.00;31
2-feb-85;5.00;41
2-feb-85;6.00;52
2-feb-85;7.00;63
2-feb-85;8.00;64
2-feb-85;9.00;61
2-feb-85;10.00;52
2-feb-85;11.00;33
2-feb-85;12.00;12
2-feb-85;13.00;-6
2-feb-85;14.00;-21
2-feb-85;15.00;-34
2-feb-85;16.00;-37
2-feb-85;17.00;-28
2-feb-85;18.00;-9
2-feb-85;19.00;11
2-feb-85;20.00;30
2-feb-85;21.00;43
2-feb-85;22.00;52
2-feb-85;23.00;50
3-feb-85;0.00;43
3-feb-85;1.00;36
3-feb-85;2.00;28
3-feb-85;3.00;27
3-feb-85;4.00;33
3-feb-85;5.00;43
3-feb-85;6.00;54
3-feb-85;7.00;63
3-feb-85;8.00;68
3-feb-85;9.00;61
3-feb-85;10.00;48
3-feb-85;11.00;30
3-feb-85;12.00;10
3-feb-85;13.00;-12
3-feb-85;14.00;-33
3-feb-85;15.00;-45
3-feb-85;16.00;-52
3-feb-85;17.00;-40
3-feb-85;18.00;-21
3-feb-85;19.00;1
3-feb-85;20.00;22
3-feb-85;21.00;37
3-feb-85;22.00;48
3-feb-85;23.00;52
4-feb-85;0.00;46
4-feb-85;1.00;36
4-feb-85;2.00;25
4-feb-85;3.00;20
4-feb-85;4.00;17
4-feb-85;5.00;20
4-feb-85;6.00;25
4-feb-85;7.00;34
4-feb-85;8.00;39
4-feb-85;9.00;42
4-feb-85;10.00;38
4-feb-85;11.00;25
4-feb-85;12.00;9
4-feb-85;13.00;-9
4-feb-85;14.00;-28
4-feb-85;15.00;-45
4-feb-85;16.00;-55
4-feb-85;17.00;-52
4-feb-85;18.00;-34
4-feb-85;19.00;-16
4-feb-85;20.00;6
4-feb-85;21.00;25
4-feb-85;22.00;36
4-feb-85;23.00;43
5-feb-85;0.00;43
5-feb-85;1.00;34
5-feb-85;2.00;20
5-feb-85;3.00;6
5-feb-85;4.00;-4
5-feb-85;5.00;-5
5-feb-85;6.00;1
5-feb-85;7.00;14
5-feb-85;8.00;30
5-feb-85;9.00;44
5-feb-85;10.00;48
5-feb-85;11.00;48
5-feb-85;12.00;39
5-feb-85;13.00;22
5-feb-85;14.00;-2
5-feb-85;15.00;-24
5-feb-85;16.00;-41
5-feb-85;17.00;-49
5-feb-85;18.00;-44
5-feb-85;19.00;-27
5-feb-85;20.00;-4
5-feb-85;21.00;20
5-feb-85;22.00;38
5-feb-85;23.00;48
6-feb-85;0.00;52
6-feb-85;1.00;44
6-feb-85;2.00;27
6-feb-85;3.00;10
6-feb-85;4.00;-4
6-feb-85;5.00;-10
6-feb-85;6.00;-7
6-feb-85;7.00;8
6-feb-85;8.00;27
6-feb-85;9.00;44
6-feb-85;10.00;57
6-feb-85;11.00;62
6-feb-85;12.00;55
6-feb-85;13.00;39
6-feb-85;14.00;18
6-feb-85;15.00;-5
6-feb-85;16.00;-26
6-feb-85;17.00;-42
6-feb-85;18.00;-45
6-feb-85;19.00;-34
6-feb-85;20.00;-13
6-feb-85;21.00;11
6-feb-85;22.00;31
6-feb-85;23.00;46
7-feb-85;0.00;52
7-feb-85;1.00;48
7-feb-85;2.00;35
7-feb-85;3.00;18
7-feb-85;4.00;3
7-feb-85;5.00;-8
7-feb-85;6.00;-10
7-feb-85;7.00;-1
7-feb-85;8.00;14
7-feb-85;9.00;33
7-feb-85;10.00;46
7-feb-85;11.00;52
7-feb-85;12.00;52
7-feb-85;13.00;39
7-feb-85;14.00;21
7-feb-85;15.00;-4
7-feb-85;16.00;-23
7-feb-85;17.00;-40
7-feb-85;18.00;-51
7-feb-85;19.00;-48
7-feb-85;20.00;-31
7-feb-85;21.00;-8
7-feb-85;22.00;14
7-feb-85;23.00;31
8-feb-85;0.00;46
8-feb-85;1.00;51
8-feb-85;2.00;43
8-feb-85;3.00;30
8-feb-85;4.00;14
8-feb-85;5.00;-1
8-feb-85;6.00;-8
8-feb-85;7.00;-8
8-feb-85;8.00;4
8-feb-85;9.00;20
8-feb-85;10.00;33
8-feb-85;11.00;44
8-feb-85;12.00;48
8-feb-85;13.00;46
8-feb-85;14.00;32
8-feb-85;15.00;16
8-feb-85;16.00;-3
8-feb-85;17.00;-21
8-feb-85;18.00;-31
8-feb-85;19.00;-33
8-feb-85;20.00;-25
8-feb-85;21.00;-6
8-feb-85;22.00;16
8-feb-85;23.00;36
9-feb-85;0.00;52
9-feb-85;1.00;63
9-feb-85;2.00;65
9-feb-85;3.00;59
9-feb-85;4.00;43
9-feb-85;5.00;26
9-feb-85;6.00;12
9-feb-85;7.00;6
9-feb-85;8.00;4
9-feb-85;9.00;12
9-feb-85;10.00;27
9-feb-85;11.00;41
9-feb-85;12.00;48
9-feb-85;13.00;51
9-feb-85;14.00;43
9-feb-85;15.00;30
9-feb-85;16.00;14
9-feb-85;17.00;-1
9-feb-85;18.00;-13
9-feb-85;19.00;-16
9-feb-85;20.00;-8
9-feb-85;21.00;7
9-feb-85;22.00;27
9-feb-85;23.00;48
10-feb-85;0.00;65
10-feb-85;1.00;78
10-feb-85;2.00;81
10-feb-85;3.00;75
10-feb-85;4.00;60
10-feb-85;5.00;43
10-feb-85;6.00;27
10-feb-85;7.00;15
10-feb-85;8.00;9
10-feb-85;9.00;9
10-feb-85;10.00;19
10-feb-85;11.00;30
10-feb-85;12.00;38
10-feb-85;13.00;40
10-feb-85;14.00;38
10-feb-85;15.00;28
10-feb-85;16.00;16
10-feb-85;17.00;8
10-feb-85;18.00;2
10-feb-85;19.00;-1
10-feb-85;20.00;7
10-feb-85;21.00;25
10-feb-85;22.00;43
10-feb-85;23.00;62
11-feb-85;0.00;83
11-feb-85;1.00;89
11-feb-85;2.00;91
11-feb-85;3.00;91
11-feb-85;4.00;82
11-feb-85;5.00;68
11-feb-85;6.00;51
11-feb-85;7.00;36
11-feb-85;8.00;25
11-feb-85;9.00;16
11-feb-85;10.00;14
11-feb-85;11.00;14
11-feb-85;12.00;14
11-feb-85;13.00;16
11-feb-85;14.00;20
11-feb-85;15.00;26
11-feb-85;16.00;30
11-feb-85;17.00;31
11-feb-85;18.00;31
11-feb-85;19.00;32
11-feb-85;20.00;36
11-feb-85;21.00;43
11-feb-85;22.00;48
11-feb-85;23.00;55
12-feb-85;0.00;62
12-feb-85;1.00;68
12-feb-85;2.00;71
12-feb-85;3.00;70
12-feb-85;4.00;61
12-feb-85;5.00;52
12-feb-85;6.00;42
12-feb-85;7.00;29
12-feb-85;8.00;16
12-feb-85;9.00;4
12-feb-85;10.00;-5
12-feb-85;11.00;-5
12-feb-85;12.00;3
12-feb-85;13.00;12
12-feb-85;14.00;20
12-feb-85;15.00;25
12-feb-85;16.00;28
12-feb-85;17.00;28
12-feb-85;18.00;27
12-feb-85;19.00;25
12-feb-85;20.00;24
12-feb-85;21.00;25
12-feb-85;22.00;28
12-feb-85;23.00;33
13-feb-85;0.00;41
13-feb-85;1.00;49
13-feb-85;2.00;57
13-feb-85;3.00;65
13-feb-85;4.00;68
13-feb-85;5.00;68
13-feb-85;6.00;61
13-feb-85;7.00;48
13-feb-85;8.00;36
13-feb-85;9.00;24
13-feb-85;10.00;14
13-feb-85;11.00;7
13-feb-85;12.00;4
13-feb-85;13.00;6
13-feb-85;14.00;10
13-feb-85;15.00;15
13-feb-85;16.00;23
13-feb-85;17.00;23
13-feb-85;18.00;26
13-feb-85;19.00;27
13-feb-85;20.00;30
13-feb-85;21.00;34
13-feb-85;22.00;39
13-feb-85;23.00;43
14-feb-85;0.00;46
14-feb-85;1.00;48
14-feb-85;2.00;48
14-feb-85;3.00;51
14-feb-85;4.00;52
14-feb-85;5.00;54
