Data;Ora solare;Livello Punta Salute (cm)
30-gen-84;0.00;28
30-gen-84;1.00;15
30-gen-84;2.00;4
30-gen-84;3.00;-4
30-gen-84;4.00;-5
30-gen-84;5.00;0
30-gen-84;6.00;10
30-gen-84;7.00;21
30-gen-84;8.00;29
30-gen-84;9.00;33
30-gen-84;10.00;30
30-gen-84;11.00;21
30-gen-84;12.00;7
30-gen-84;13.00;-11
30-gen-84;14.00;-26
30-gen-84;15.00;-35
30-gen-84;16.00;-37
30-gen-84;17.00;-29
30-gen-84;18.00;-14
30-gen-84;19.00;5
30-gen-84;20.00;22
30-gen-84;21.00;35
30-gen-84;22.00;42
30-gen-84;23.00;40
31-gen-84;0.00;30
31-gen-84;1.00;15
31-gen-84;2.00;2
31-gen-84;3.00;-7
31-gen-84;4.00;-10
31-gen-84;5.00;-2
31-gen-84;6.00;13
31-gen-84;7.00;29
31-gen-84;8.00;43
31-gen-84;9.00;52
31-gen-84;10.00;54
31-gen-84;11.00;46
31-gen-84;12.00;31
31-gen-84;13.00;12
31-gen-84;14.00;-7
31-gen-84;15.00;-23
31-gen-84;16.00;-33
31-gen-84;17.00;-32
31-gen-84;18.00;-21
31-gen-84;19.00;-4
31-gen-84;20.00;14
31-gen-84;21.00;28
31-gen-84;22.00;38
31-gen-84;23.00;42
1-feb-84;0.00;38
1-feb-84;1.00;24
1-feb-84;2.00;16
1-feb-84;3.00;8
1-feb-84;4.00;5
1-feb-84;5.00;7
1-feb-84;6.00;18
1-feb-84;7.00;33
1-feb-84;8.00;47
1-feb-84;9.00;59
1-feb-84;10.00;63
1-feb-84;11.00;57
1-feb-84;12.00;43
1-feb-84;13.00;25
1-feb-84;14.00;6
1-feb-84;15.00;-14
1-feb-84;16.00;-30
1-feb-84;17.00;-38
1-feb-84;18.00;-36
1-feb-84;19.00;-23
1-feb-84;20.00;-4
1-feb-84;21.00;15
1-feb-84;22.00;30
1-feb-84;23.00;39
2-feb-84;0.00;41
2-feb-84;1.00;35
2-feb-84;2.00;25
2-feb-84;3.00;14
2-feb-84;4.00;8
2-feb-84;5.00;9
2-feb-84;6.00;17
2-feb-84;7.00;29
2-feb-84;8.00;45
2-feb-84;9.00;59
2-feb-84;10.00;67
2-feb-84;11.00;66
2-feb-84;12.00;56
2-feb-84;13.00;36
2-feb-84;14.00;13
2-feb-84;15.00;-10
2-feb-84;16.00;-31
2-feb-84;17.00;-45
2-feb-84;18.00;-48
2-feb-84;19.00;-36
2-feb-84;20.00;-17
2-feb-84;21.00;4
2-feb-84;22.00;21
2-feb-84;23.00;33
3-feb-84;0.00;39
3-feb-84;1.00;37
3-feb-84;2.00;26
3-feb-84;3.00;13
3-feb-84;4.00;3
3-feb-84;5.00;-2
3-feb-84;6.00;-1
3-feb-84;7.00;11
3-feb-84;8.00;28
3-feb-84;9.00;40
3-feb-84;10.00;49
3-feb-84;11.00;51
3-feb-84;12.00;44
3-feb-84;13.00;27
3-feb-84;14.00;6
3-feb-84;15.00;-16
3-feb-84;16.00;-37
3-feb-84;17.00;-50
3-feb-84;18.00;-52
3-feb-84;19.00;-41
3-feb-84;20.00;-23
3-feb-84;21.00;-1
3-feb-84;22.00;20
3-feb-84;23.00;38
4-feb-84;0.00;49
4-feb-84;1.00;53
4-feb-84;2.00;49
4-feb-84;3.00;37
4-feb-84;4.00;22
4-feb-84;5.00;10
4-feb-84;6.00;6
4-feb-84;7.00;9
4-feb-84;8.00;21
4-feb-84;9.00;36
4-feb-84;10.00;48
4-feb-84;11.00;54
4-feb-84;12.00;47
4-feb-84;13.00;32
4-feb-84;14.00;11
4-feb-84;15.00;-12
4-feb-84;16.00;-33
4-feb-84;17.00;-48
4-feb-84;18.00;-53
4-feb-84;19.00;-42
4-feb-84;20.00;-26
4-feb-84;21.00;-5
4-feb-84;22.00;14
4-feb-84;23.00;30
5-feb-84;0.00;40
5-feb-84;1.00;41
5-feb-84;2.00;36
5-feb-84;3.00;25
5-feb-84;4.00;11
5-feb-84;5.00;-1
5-feb-84;6.00;-8
5-feb-84;7.00;-7
5-feb-84;8.00;1
5-feb-84;9.00;13
5-feb-84;10.00;25
5-feb-84;11.00;33
5-feb-84;12.00;33
5-feb-84;13.00;24
5-feb-84;14.00;9
5-feb-84;15.00;-10
5-feb-84;16.00;-28
5-feb-84;17.00;-43
5-feb-84;18.00;-50
5-feb-84;19.00;-44
5-feb-84;20.00;-30
5-feb-84;21.00;-11
5-feb-84;22.00;9
5-feb-84;23.00;26
6-feb-84;0.00;38
6-feb-84;1.00;44
6-feb-84;2.00;43
6-feb-84;3.00;35
6-feb-84;4.00;21
6-feb-84;5.00;7
6-feb-84;6.00;-3
6-feb-84;7.00;-8
6-feb-84;8.00;-8
6-feb-84;9.00;2
6-feb-84;10.00;14
6-feb-84;11.00;26
6-feb-84;12.00;30
6-feb-84;13.00;26
6-feb-84;14.00;15
6-feb-84;15.00;-3
6-feb-84;16.00;-20
6-feb-84;17.00;-35
6-feb-84;18.00;-46
6-feb-84;19.00;-43
6-feb-84;20.00;-30
6-feb-84;21.00;-15
6-feb-84;22.00;3
6-feb-84;23.00;19
7-feb-84;0.00;34
7-feb-84;1.00;43
7-feb-84;2.00;46
7-feb-84;3.00;43
7-feb-84;4.00;32
7-feb-84;5.00;19
7-feb-84;6.00;10
7-feb-84;7.00;5
7-feb-84;8.00;6
7-feb-84;9.00;12
7-feb-84;10.00;23
7-feb-84;11.00;33
7-feb-84;12.00;39
7-feb-84;13.00;43
7-feb-84;14.00;37
7-feb-84;15.00;25
7-feb-84;16.00;11
7-feb-84;17.00;0
7-feb-84;18.00;-7
7-feb-84;19.00;-8
7-feb-84;20.00;0
7-feb-84;21.00;14
7-feb-84;22.00;28
7-feb-84;23.00;40
8-feb-84;0.00;52
8-feb-84;1.00;56
8-feb-84;2.00;57
8-feb-84;3.00;54
8-feb-84;4.00;45
8-feb-84;5.00;34
8-feb-84;6.00;25
8-feb-84;7.00;16
8-feb-84;8.00;8
8-feb-84;9.00;2
8-feb-84;10.00;0
8-feb-84;11.00;8
8-feb-84;12.00;20
8-feb-84;13.00;28
8-feb-84;14.00;31
8-feb-84;15.00;31
8-feb-84;16.00;23
8-feb-84;17.00;12
8-feb-84;18.00;4
8-feb-84;19.00;4
8-feb-84;20.00;14
8-feb-84;21.00;29
8-feb-84;22.00;45
8-feb-84;23.00;55
9-feb-84;0.00;62
9-feb-84;1.00;66
9-feb-84;2.00;70
9-feb-84;3.00;66
9-feb-84;4.00;58
9-feb-84;5.00;45
9-feb-84;6.00;31
9-feb-84;7.00;16
9-feb-84;8.00;-1
9-feb-84;9.00;-15
9-feb-84;10.00;-23
9-feb-84;11.00;-26
9-feb-84;12.00;-21
9-feb-84;13.00;-10
9-feb-84;14.00;1
9-feb-84;15.00;5
9-feb-84;16.00;5
9-feb-84;17.00;8
9-feb-84;18.00;11
9-feb-84;19.00;19
9-feb-84;20.00;20
9-feb-84;21.00;22
9-feb-84;22.00;27
9-feb-84;23.00;34
10-feb-84;0.00;43
10-feb-84;1.00;48
10-feb-84;2.00;45
10-feb-84;3.00;39
10-feb-84;4.00;29
10-feb-84;5.00;15
10-feb-84;6.00;0
10-feb-84;7.00;-17
10-feb-84;8.00;-26
10-feb-84;9.00;-36
10-feb-84;10.00;-37
10-feb-84;11.00;-35
10-feb-84;12.00;-31
10-feb-84;13.00;-24
10-feb-84;14.00;-16
10-feb-84;15.00;-9
10-feb-84;16.00;0
10-feb-84;17.00;9
10-feb-84;18.00;15
10-feb-84;19.00;20
10-feb-84;20.00;26
10-feb-84;21.00;27
10-feb-84;22.00;26
10-feb-84;23.00;25
11-feb-84;0.00;22
11-feb-84;1.00;17
11-feb-84;2.00;14
11-feb-84;3.00;11
11-feb-84;4.00;8
11-feb-84;5.00;4
11-feb-84;6.00;1
11-feb-84;7.00;-3
11-feb-84;8.00;-10
11-feb-84;9.00;-17
11-feb-84;10.00;-22
11-feb-84;11.00;-25
11-feb-84;12.00;-25
11-feb-84;13.00;-22
11-feb-84;14.00;-14
11-feb-84;15.00;-1
11-feb-84;16.00;13
11-feb-84;17.00;26
11-feb-84;18.00;38
11-feb-84;19.00;43
11-feb-84;20.00;43
11-feb-84;21.00;38
11-feb-84;22.00;30
11-feb-84;23.00;18
12-feb-84;0.00;8
12-feb-84;1.00;2
12-feb-84;2.00;3
12-feb-84;3.00;8
12-feb-84;4.00;14
12-feb-84;5.00;21
12-feb-84;6.00;26
12-feb-84;7.00;24
12-feb-84;8.00;16
12-feb-84;9.00;7
12-feb-84;10.00;-4
12-feb-84;11.00;-13
12-feb-84;12.00;-21
12-feb-84;13.00;-24
12-feb-84;14.00;-19
12-feb-84;15.00;-11
12-feb-84;16.00;-2
12-feb-84;17.00;10
12-feb-84;18.00;21
12-feb-84;19.00;26
12-feb-84;20.00;25
12-feb-84;21.00;21
12-feb-84;22.00;16
12-feb-84;23.00;9
13-feb-84;0.00;1
13-feb-84;1.00;1
13-feb-84;2.00;1
13-feb-84;3.00;6
13-feb-84;4.00;17
13-feb-84;5.00;29
13-feb-84;6.00;38
13-feb-84;7.00;41
13-feb-84;8.00;44
13-feb-84;9.00;41
13-feb-84;10.00;34
13-feb-84;11.00;23
13-feb-84;12.00;9
13-feb-84;13.00;-10
13-feb-84;14.00;-17
13-feb-84;15.00;-24
13-feb-84;16.00;-23
13-feb-84;17.00;-12
13-feb-84;18.00;2
13-feb-84;19.00;17
13-feb-84;20.00;29
