Data;Ora solare;Livello Punta Salute (cm);
23-lug-88;16.00;53;
23-lug-88;17.00;52;
23-lug-88;18.00;47;
23-lug-88;19.00;37;
23-lug-88;20.00;25;
23-lug-88;21.00;15;
23-lug-88;22.00;4;
23-lug-88;23.00;-5;
24-lug-88;0.00;-10;
24-lug-88;1.00;-13;
24-lug-88;2.00;-15;
24-lug-88;3.00;-12;
24-lug-88;4.00;-6;
24-lug-88;5.00;2;
24-lug-88;6.00;11;
24-lug-88;7.00;20;
24-lug-88;8.00;25;
24-lug-88;9.00;28;
24-lug-88;10.00;30;
24-lug-88;11.00;30;
24-lug-88;12.00;31;
24-lug-88;13.00;31;
24-lug-88;14.00;36;
24-lug-88;15.00;40;
24-lug-88;16.00;46;
24-lug-88;17.00;49;
24-lug-88;18.00;51;
24-lug-88;19.00;48;
24-lug-88;20.00;41;
24-lug-88;21.00;27;
24-lug-88;22.00;9;
24-lug-88;23.00;-1;
25-lug-88;0.00;-10;
25-lug-88;1.00;-18;
25-lug-88;2.00;-28;
25-lug-88;3.00;-30;
25-lug-88;4.00;-16;
25-lug-88;5.00;-2;
25-lug-88;6.00;8;
25-lug-88;7.00;19;
25-lug-88;8.00;30;
25-lug-88;9.00;36;
25-lug-88;10.00;33;
25-lug-88;11.00;28;
25-lug-88;12.00;23;
25-lug-88;13.00;16;
25-lug-88;14.00;14;
25-lug-88;15.00;17;
25-lug-88;16.00;27;
25-lug-88;17.00;36;
25-lug-88;18.00;44;
25-lug-88;19.00;48;
25-lug-88;20.00;46;
25-lug-88;21.00;36;
25-lug-88;22.00;23;
25-lug-88;23.00;8;
26-lug-88;0.00;-7;
26-lug-88;1.00;-21;
26-lug-88;2.00;-31;
26-lug-88;3.00;-33;
26-lug-88;4.00;-28;
26-lug-88;5.00;-17;
26-lug-88;6.00;-2;
26-lug-88;7.00;15;
26-lug-88;8.00;27;
26-lug-88;9.00;35;
26-lug-88;10.00;36;
26-lug-88;11.00;34;
26-lug-88;12.00;27;
26-lug-88;13.00;17;
26-lug-88;14.00;11;
26-lug-88;15.00;11;
26-lug-88;16.00;16;
26-lug-88;17.00;25;
26-lug-88;18.00;36;
26-lug-88;19.00;47;
26-lug-88;20.00;51;
26-lug-88;21.00;49;
26-lug-88;22.00;43;
26-lug-88;23.00;30;
27-lug-88;0.00;12;
27-lug-88;1.00;-6;
27-lug-88;2.00;-21;
27-lug-88;3.00;-33;
27-lug-88;4.00;-37;
27-lug-88;5.00;-30;
27-lug-88;6.00;-15;
27-lug-88;7.00;5;
27-lug-88;8.00;23;
27-lug-88;9.00;36;
27-lug-88;10.00;44;
27-lug-88;11.00;46;
27-lug-88;12.00;39;
27-lug-88;13.00;28;
27-lug-88;14.00;17;
27-lug-88;15.00;9;
27-lug-88;16.00;9;
27-lug-88;17.00;17;
27-lug-88;18.00;31;
27-lug-88;19.00;47;
27-lug-88;20.00;60;
27-lug-88;21.00;68;
27-lug-88;22.00;68;
27-lug-88;23.00;57;
28-lug-88;0.00;39;
28-lug-88;1.00;17;
28-lug-88;2.00;-5;
28-lug-88;3.00;-25;
28-lug-88;4.00;-37;
28-lug-88;5.00;-38;
28-lug-88;6.00;-26;
28-lug-88;7.00;-8;
28-lug-88;8.00;14;
28-lug-88;9.00;32;
28-lug-88;10.00;47;
28-lug-88;11.00;52;
28-lug-88;12.00;49;
28-lug-88;13.00;38;
28-lug-88;14.00;23;
28-lug-88;15.00;11;
28-lug-88;16.00;4;
28-lug-88;17.00;7;
28-lug-88;18.00;20;
28-lug-88;19.00;36;
28-lug-88;20.00;54;
28-lug-88;21.00;67;
28-lug-88;22.00;72;
28-lug-88;23.00;68;
29-lug-88;0.00;51;
29-lug-88;1.00;30;
29-lug-88;2.00;6;
29-lug-88;3.00;-16;
29-lug-88;4.00;-36;
29-lug-88;5.00;-44;
29-lug-88;6.00;-40;
29-lug-88;7.00;-21;
29-lug-88;8.00;0;
29-lug-88;9.00;23;
29-lug-88;10.00;39;
29-lug-88;11.00;51;
29-lug-88;12.00;55;
29-lug-88;13.00;49;
29-lug-88;14.00;39;
29-lug-88;15.00;25;
29-lug-88;16.00;16;
29-lug-88;17.00;11;
29-lug-88;18.00;19;
29-lug-88;19.00;33;
29-lug-88;20.00;49;
29-lug-88;21.00;65;
29-lug-88;22.00;80;
29-lug-88;23.00;75;
30-lug-88;0.00;67;
30-lug-88;1.00;51;
30-lug-88;2.00;27;
30-lug-88;3.00;-2;
30-lug-88;4.00;-25;
30-lug-88;5.00;-40;
30-lug-88;6.00;-44;
30-lug-88;7.00;-34;
30-lug-88;8.00;-13;
30-lug-88;9.00;13;
30-lug-88;10.00;36;
30-lug-88;11.00;52;
30-lug-88;12.00;64;
30-lug-88;13.00;67;
30-lug-88;14.00;56;
30-lug-88;15.00;40;
30-lug-88;16.00;25;
30-lug-88;17.00;15;
30-lug-88;18.00;10;
30-lug-88;19.00;17;
30-lug-88;20.00;32;
30-lug-88;21.00;48;
30-lug-88;22.00;63;
30-lug-88;23.00;72;
31-lug-88;0.00;70;
31-lug-88;1.00;54;
31-lug-88;2.00;32;
31-lug-88;3.00;8;
31-lug-88;4.00;-16;
31-lug-88;5.00;-36;
31-lug-88;6.00;-45;
31-lug-88;7.00;-41;
31-lug-88;8.00;-23;
31-lug-88;9.00;0;
31-lug-88;10.00;25;
31-lug-88;11.00;44;
31-lug-88;12.00;58;
31-lug-88;13.00;65;
31-lug-88;14.00;62;
31-lug-88;15.00;48;
31-lug-88;16.00;32;
31-lug-88;17.00;16;
31-lug-88;18.00;4;
31-lug-88;19.00;0;
31-lug-88;20.00;6;
31-lug-88;21.00;18;
31-lug-88;22.00;32;
31-lug-88;23.00;44;
1-ago-88;0.00;48;
1-ago-88;1.00;43;
1-ago-88;2.00;28;
1-ago-88;3.00;8;
1-ago-88;4.00;-15;
1-ago-88;5.00;-33;
1-ago-88;6.00;-45;
1-ago-88;7.00;-45;
1-ago-88;8.00;-31;
1-ago-88;9.00;-9;
1-ago-88;10.00;16;
1-ago-88;11.00;37;
1-ago-88;12.00;54;
1-ago-88;13.00;64;
1-ago-88;14.00;65;
1-ago-88;15.00;55;
1-ago-88;16.00;39;
1-ago-88;17.00;22;
1-ago-88;18.00;4;
1-ago-88;19.00;-5;
1-ago-88;20.00;-8;
1-ago-88;21.00;-1;
1-ago-88;22.00;14;
1-ago-88;23.00;28;
2-ago-88;0.00;37;
2-ago-88;1.00;39;
2-ago-88;2.00;31;
2-ago-88;3.00;17;
2-ago-88;4.00;-1;
2-ago-88;5.00;-17;
2-ago-88;6.00;-29;
2-ago-88;7.00;-33;
2-ago-88;8.00;-25;
2-ago-88;9.00;-9;
2-ago-88;10.00;13;
2-ago-88;11.00;32;
2-ago-88;12.00;48;
2-ago-88;13.00;59;
2-ago-88;14.00;63;
2-ago-88;15.00;57;
2-ago-88;16.00;44;
2-ago-88;17.00;27;
2-ago-88;18.00;11;
2-ago-88;19.00;-2;
2-ago-88;20.00;-10;
2-ago-88;21.00;-9;
2-ago-88;22.00;-1;
2-ago-88;23.00;12;
3-ago-88;0.00;23;
3-ago-88;1.00;31;
3-ago-88;2.00;31;
3-ago-88;3.00;26;
3-ago-88;4.00;14;
3-ago-88;5.00;-1;
3-ago-88;6.00;-13;
3-ago-88;7.00;-17;
3-ago-88;8.00;-13;
3-ago-88;9.00;-2;
3-ago-88;10.00;15;
3-ago-88;11.00;33;
3-ago-88;12.00;48;
3-ago-88;13.00;59;
3-ago-88;14.00;63;
3-ago-88;15.00;63;
3-ago-88;16.00;55;
3-ago-88;17.00;41;
3-ago-88;18.00;27;
3-ago-88;19.00;16;
3-ago-88;20.00;7;
3-ago-88;21.00;3;
3-ago-88;22.00;7;
3-ago-88;23.00;16;
4-ago-88;0.00;25;
4-ago-88;1.00;32;
4-ago-88;2.00;36;
4-ago-88;3.00;32;
4-ago-88;4.00;23;
4-ago-88;5.00;19;
4-ago-88;6.00;13;
4-ago-88;7.00;11;
4-ago-88;8.00;12;
4-ago-88;9.00;20;
4-ago-88;10.00;34;
4-ago-88;11.00;48;
4-ago-88;12.00;56;
4-ago-88;13.00;65;
4-ago-88;14.00;72;
4-ago-88;15.00;82;
4-ago-88;16.00;76;
4-ago-88;17.00;63;
4-ago-88;18.00;54;
4-ago-88;19.00;43;
4-ago-88;20.00;31;
4-ago-88;21.00;19;
4-ago-88;22.00;15;
4-ago-88;23.00;14;
5-ago-88;0.00;9;
5-ago-88;1.00;7;
5-ago-88;2.00;9;
5-ago-88;3.00;9;
5-ago-88;4.00;8;
5-ago-88;5.00;8;
5-ago-88;6.00;8;
5-ago-88;7.00;9;
5-ago-88;8.00;12;
5-ago-88;9.00;19;
5-ago-88;10.00;26;
5-ago-88;11.00;36;
5-ago-88;12.00;46;
5-ago-88;13.00;55;
5-ago-88;14.00;63;
5-ago-88;15.00;65;
5-ago-88;16.00;63;
5-ago-88;17.00;57;
5-ago-88;18.00;48;
5-ago-88;19.00;39;
5-ago-88;20.00;27;
5-ago-88;21.00;15;
5-ago-88;22.00;3;
5-ago-88;23.00;-8;
6-ago-88;0.00;-16;
6-ago-88;1.00;-18;
6-ago-88;2.00;-19;
6-ago-88;3.00;-16;
6-ago-88;4.00;-8;
6-ago-88;5.00;0;
6-ago-88;6.00;10;
6-ago-88;7.00;16;
6-ago-88;8.00;20;
6-ago-88;9.00;27;
6-ago-88;10.00;32;
6-ago-88;11.00;36;
6-ago-88;12.00;39;
6-ago-88;13.00;43;
6-ago-88;14.00;44;
6-ago-88;15.00;48;
6-ago-88;16.00;48;
6-ago-88;17.00;49;
6-ago-88;18.00;46;
6-ago-88;19.00;39;
6-ago-88;20.00;28;
6-ago-88;21.00;15;
6-ago-88;22.00;0;
6-ago-88;23.00;-13;
7-ago-88;0.00;-25;
7-ago-88;1.00;-29;
7-ago-88;2.00;-28;
7-ago-88;3.00;-20;
7-ago-88;4.00;-8;
7-ago-88;5.00;6;
7-ago-88;6.00;18;
7-ago-88;7.00;30;
7-ago-88;8.00;38;
7-ago-88;9.00;43;
7-ago-88;10.00;44;
7-ago-88;11.00;44;
7-ago-88;12.00;43;
7-ago-88;13.00;40;
7-ago-88;14.00;39;
7-ago-88;15.00;39;
7-ago-88;16.00;40;
7-ago-88;17.00;40;
7-ago-88;18.00;39;
7-ago-88;19.00;36;
7-ago-88;20.00;31;
7-ago-88;21.00;22;
7-ago-88;22.00;11;
7-ago-88;23.00;-1;
8-ago-88;0.00;-12;
8-ago-88;1.00;-21;
8-ago-88;2.00;-24;
8-ago-88;3.00;-20;
8-ago-88;4.00;-9;
8-ago-88;5.00;4;
8-ago-88;6.00;22;
8-ago-88;7.00;37;
8-ago-88;8.00;49;
8-ago-88;9.00;56;
8-ago-88;10.00;59;
8-ago-88;11.00;55;
8-ago-88;12.00;47;
8-ago-88;13.00;36;
8-ago-88;14.00;28;
8-ago-88;15.00;23;
8-ago-88;16.00;23;
8-ago-88;17.00;28;
8-ago-88;18.00;36;
8-ago-88;19.00;40;
8-ago-88;20.00;43;
8-ago-88;21.00;43;
8-ago-88;22.00;37;
8-ago-88;23.00;25;
9-ago-88;0.00;12;
9-ago-88;1.00;-2;
9-ago-88;2.00;-12;
9-ago-88;3.00;-17;
9-ago-88;4.00;-14;
9-ago-88;5.00;-1;
9-ago-88;6.00;16;
9-ago-88;7.00;34;
9-ago-88;8.00;47;
9-ago-88;9.00;55;
9-ago-88;10.00;57;
9-ago-88;11.00;51;
9-ago-88;12.00;39;
9-ago-88;13.00;27;
9-ago-88;14.00;17;
9-ago-88;15.00;12;
9-ago-88;16.00;14;
9-ago-88;17.00;23;
9-ago-88;18.00;35;
9-ago-88;19.00;46;
9-ago-88;20.00;54;
9-ago-88;21.00;57;
9-ago-88;22.00;55;
9-ago-88;23.00;44;
10-ago-88;0.00;28;
10-ago-88;1.00;12;
10-ago-88;2.00;-4;
10-ago-88;3.00;-16;
10-ago-88;4.00;-20;
10-ago-88;5.00;-14;
10-ago-88;6.00;-1;
10-ago-88;7.00;17;
10-ago-88;8.00;33;
10-ago-88;9.00;44;
10-ago-88;10.00;51;
10-ago-88;11.00;49;
10-ago-88;12.00;40;
10-ago-88;13.00;27;
10-ago-88;14.00;16;
10-ago-88;15.00;8;
10-ago-88;16.00;7;
10-ago-88;17.00;16;
10-ago-88;18.00;30;
10-ago-88;19.00;44;
10-ago-88;20.00;57;
10-ago-88;21.00;66;
10-ago-88;22.00;68;
10-ago-88;23.00;60;
11-ago-88;0.00;44;
11-ago-88;1.00;25;
11-ago-88;2.00;4;
11-ago-88;3.00;-13;
11-ago-88;4.00;-25;
11-ago-88;5.00;-28;
11-ago-88;6.00;-16;
11-ago-88;7.00;2;
11-ago-88;8.00;22;
11-ago-88;9.00;38;
11-ago-88;10.00;48;
11-ago-88;11.00;52;
11-ago-88;12.00;47;
11-ago-88;13.00;36;
11-ago-88;14.00;24;
11-ago-88;15.00;14;
11-ago-88;16.00;11;
11-ago-88;17.00;15;
11-ago-88;18.00;27;
11-ago-88;19.00;41;
11-ago-88;20.00;56;
11-ago-88;21.00;68;
11-ago-88;22.00;72;
11-ago-88;23.00;65;
12-ago-88;0.00;49;
12-ago-88;1.00;31;
12-ago-88;2.00;8;
12-ago-88;3.00;-13;
12-ago-88;4.00;-29;
12-ago-88;5.00;-36;
12-ago-88;6.00;-30;
12-ago-88;7.00;-12;
12-ago-88;8.00;8;
12-ago-88;9.00;30;
12-ago-88;10.00;44;
12-ago-88;11.00;54;
12-ago-88;12.00;55;
12-ago-88;13.00;44;
12-ago-88;14.00;31;
12-ago-88;15.00;17;
12-ago-88;16.00;8;
12-ago-88;17.00;8;
12-ago-88;18.00;18;
12-ago-88;19.00;34;
12-ago-88;20.00;49;
12-ago-88;21.00;63;
12-ago-88;22.00;68;
12-ago-88;23.00;63;
13-ago-88;0.00;49;
13-ago-88;1.00;31;
13-ago-88;2.00;8;
13-ago-88;3.00;-15;
13-ago-88;4.00;-32;
13-ago-88;5.00;-40;
13-ago-88;6.00;-36;
13-ago-88;7.00;-20;
13-ago-88;8.00;3;
13-ago-88;9.00;25;
13-ago-88;10.00;41;
13-ago-88;11.00;52;
13-ago-88;12.00;55;
13-ago-88;13.00;50;
13-ago-88;14.00;38;
13-ago-88;15.00;23;
13-ago-88;16.00;9;
13-ago-88;17.00;4;
13-ago-88;18.00;6;
13-ago-88;19.00;17;
13-ago-88;20.00;31;
13-ago-88;21.00;46;
13-ago-88;22.00;55;
13-ago-88;23.00;55;
14-ago-88;0.00;48;
14-ago-88;1.00;31;
14-ago-88;2.00;11;
14-ago-88;3.00;-10;
14-ago-88;4.00;-29;
14-ago-88;5.00;-40;
14-ago-88;6.00;-40;
14-ago-88;7.00;-26;
14-ago-88;8.00;-7;
14-ago-88;9.00;16;
14-ago-88;10.00;36;
14-ago-88;11.00;49;
14-ago-88;12.00;55;
14-ago-88;13.00;52;
14-ago-88;14.00;41;
14-ago-88;15.00;26;
14-ago-88;16.00;11;
14-ago-88;17.00;0;
14-ago-88;18.00;-2;
14-ago-88;19.00;4;
14-ago-88;20.00;16;
14-ago-88;21.00;31;
14-ago-88;22.00;44;
14-ago-88;23.00;51;
15-ago-88;0.00;49;
15-ago-88;1.00;39;
15-ago-88;2.00;23;
15-ago-88;3.00;3;
15-ago-88;4.00;-16;
15-ago-88;5.00;-28;
15-ago-88;6.00;-33;
15-ago-88;7.00;-25;
15-ago-88;8.00;-8;
15-ago-88;9.00;14;
15-ago-88;10.00;35;
15-ago-88;11.00;49;
15-ago-88;12.00;59;
15-ago-88;13.00;59;
15-ago-88;14.00;48;
15-ago-88;15.00;32;
15-ago-88;16.00;16;
15-ago-88;17.00;0;
15-ago-88;18.00;-6;
15-ago-88;19.00;-4;
15-ago-88;20.00;7;
15-ago-88;21.00;22;
15-ago-88;22.00;37;
15-ago-88;23.00;48;
16-ago-88;0.00;51;
16-ago-88;1.00;44;
16-ago-88;2.00;31;
16-ago-88;3.00;12;
16-ago-88;4.00;-7;
16-ago-88;5.00;-21;
16-ago-88;6.00;-28;
16-ago-88;7.00;-23;
16-ago-88;8.00;-8;
16-ago-88;9.00;10;
16-ago-88;10.00;30;
16-ago-88;11.00;47;
16-ago-88;12.00;55;
16-ago-88;13.00;58;
16-ago-88;14.00;51;
16-ago-88;15.00;36;
16-ago-88;16.00;20;
16-ago-88;17.00;6;
16-ago-88;18.00;-1;
16-ago-88;19.00;-4;
16-ago-88;20.00;-1;
16-ago-88;21.00;12;
16-ago-88;22.00;26;
16-ago-88;23.00;38;
17-ago-88;0.00;43;
17-ago-88;1.00;39;
17-ago-88;2.00;31;
17-ago-88;3.00;16;
17-ago-88;4.00;-1;
17-ago-88;5.00;-13;
17-ago-88;6.00;-20;
17-ago-88;7.00;-20;
17-ago-88;8.00;-10;
17-ago-88;9.00;4;
17-ago-88;10.00;22;
17-ago-88;11.00;37;
17-ago-88;12.00;50;
17-ago-88;13.00;55;
17-ago-88;14.00;54;
17-ago-88;15.00;40;
17-ago-88;16.00;25;
17-ago-88;17.00;8;
17-ago-88;18.00;-4;
17-ago-88;19.00;-8;
17-ago-88;20.00;-5;
17-ago-88;21.00;8;
17-ago-88;22.00;21;
17-ago-88;23.00;30;
18-ago-88;0.00;36;
18-ago-88;1.00;36;
18-ago-88;2.00;31;
18-ago-88;3.00;19;
18-ago-88;4.00;6;
18-ago-88;5.00;-5;
18-ago-88;6.00;-10;
18-ago-88;7.00;-9;
18-ago-88;8.00;-1;
18-ago-88;9.00;13;
18-ago-88;10.00;27;
18-ago-88;11.00;39;
18-ago-88;12.00;48;
18-ago-88;13.00;54;
18-ago-88;14.00;52;
18-ago-88;15.00;43;
18-ago-88;16.00;33;
18-ago-88;17.00;20;
18-ago-88;18.00;8;
18-ago-88;19.00;-1;
18-ago-88;20.00;-4;
18-ago-88;21.00;-1;
18-ago-88;22.00;7;
18-ago-88;23.00;16;
19-ago-88;0.00;23;
19-ago-88;1.00;27;
19-ago-88;2.00;26;
19-ago-88;3.00;20;
19-ago-88;4.00;11;
19-ago-88;5.00;3;
19-ago-88;6.00;-1;
19-ago-88;7.00;-1;
19-ago-88;8.00;7;
19-ago-88;9.00;16;
19-ago-88;10.00;28;
19-ago-88;11.00;39;
19-ago-88;12.00;48;
19-ago-88;13.00;55;
19-ago-88;14.00;59;
19-ago-88;15.00;56;
19-ago-88;16.00;47;
19-ago-88;17.00;36;
19-ago-88;18.00;23;
19-ago-88;19.00;12;
19-ago-88;20.00;6;
19-ago-88;21.00;4;
19-ago-88;22.00;7;
19-ago-88;23.00;13;
20-ago-88;0.00;20;
20-ago-88;1.00;23;
20-ago-88;2.00;25;
20-ago-88;3.00;25;
20-ago-88;4.00;20;
20-ago-88;5.00;17;
20-ago-88;6.00;15;
20-ago-88;7.00;15;
20-ago-88;8.00;20;
20-ago-88;9.00;25;
20-ago-88;10.00;36;
20-ago-88;11.00;44;
20-ago-88;12.00;53;
20-ago-88;13.00;59;
20-ago-88;14.00;61;
20-ago-88;15.00;61;
20-ago-88;16.00;56;
20-ago-88;17.00;49;
20-ago-88;18.00;43;
20-ago-88;19.00;39;
20-ago-88;20.00;32;
20-ago-88;21.00;25;
20-ago-88;22.00;23;
20-ago-88;23.00;23;
21-ago-88;0.00;23;
21-ago-88;1.00;23;
21-ago-88;2.00;20;
21-ago-88;3.00;15;
21-ago-88;4.00;14;
21-ago-88;5.00;18;
21-ago-88;6.00;20;
21-ago-88;7.00;26;
21-ago-88;8.00;32;
21-ago-88;9.00;38;
21-ago-88;10.00;39;
21-ago-88;11.00;39;
21-ago-88;12.00;42;
21-ago-88;13.00;44;
21-ago-88;14.00;45;
21-ago-88;15.00;48;
21-ago-88;16.00;51;
21-ago-88;17.00;52;
21-ago-88;18.00;52;
21-ago-88;19.00;51;
21-ago-88;20.00;44;
21-ago-88;21.00;39;
21-ago-88;22.00;35;
21-ago-88;23.00;23;
22-ago-88;0.00;11;
22-ago-88;1.00;4;
22-ago-88;2.00;-1;
22-ago-88;3.00;-1;
22-ago-88;4.00;7;
22-ago-88;5.00;11;
22-ago-88;6.00;19;
22-ago-88;7.00;27;
22-ago-88;8.00;34;
22-ago-88;9.00;36;
22-ago-88;10.00;39;
22-ago-88;11.00;39;
22-ago-88;12.00;36;
22-ago-88;13.00;38;
22-ago-88;14.00;43;
22-ago-88;15.00;48;
22-ago-88;16.00;55;
22-ago-88;17.00;62;
22-ago-88;18.00;70;
22-ago-88;19.00;55;
22-ago-88;20.00;39;
22-ago-88;21.00;28;
22-ago-88;22.00;17;
22-ago-88;23.00;6;
23-ago-88;0.00;-4;
23-ago-88;1.00;-12;
23-ago-88;2.00;-12;
23-ago-88;3.00;-5;
23-ago-88;4.00;-1;
23-ago-88;5.00;7;
23-ago-88;6.00;22;
23-ago-88;7.00;28;
23-ago-88;8.00;31;
23-ago-88;9.00;31;
23-ago-88;10.00;31;
23-ago-88;11.00;27;
23-ago-88;12.00;27;
23-ago-88;13.00;30;
23-ago-88;14.00;36;
23-ago-88;15.00;47;
23-ago-88;16.00;57;
23-ago-88;17.00;63;
23-ago-88;18.00;65;
23-ago-88;19.00;63;
23-ago-88;20.00;54;
23-ago-88;21.00;41;
23-ago-88;22.00;30;
23-ago-88;23.00;16;
24-ago-88;0.00;4;
24-ago-88;1.00;-10;
24-ago-88;2.00;-21;
24-ago-88;3.00;-25;
24-ago-88;4.00;-25;
24-ago-88;5.00;-18;
24-ago-88;6.00;-5;
24-ago-88;7.00;9;
24-ago-88;8.00;23;
24-ago-88;9.00;35;
24-ago-88;10.00;43;
24-ago-88;11.00;48;
24-ago-88;12.00;48;
24-ago-88;13.00;44;
24-ago-88;14.00;40;
24-ago-88;15.00;36;
24-ago-88;16.00;35;
24-ago-88;17.00;39;
24-ago-88;18.00;48;
24-ago-88;19.00;55;
24-ago-88;20.00;63;
24-ago-88;21.00;63;
24-ago-88;22.00;54;
24-ago-88;23.00;38;
25-ago-88;0.00;19;
25-ago-88;1.00;-1;
25-ago-88;2.00;-19;
25-ago-88;3.00;-33;
25-ago-88;4.00;-39;
25-ago-88;5.00;-31;
25-ago-88;6.00;-13;
25-ago-88;7.00;9;
25-ago-88;8.00;31;
25-ago-88;9.00;52;
25-ago-88;10.00;64;
25-ago-88;11.00;69;
25-ago-88;12.00;63;
25-ago-88;13.00;51;
25-ago-88;14.00;35;
25-ago-88;15.00;22;
25-ago-88;16.00;17;
25-ago-88;17.00;23;
25-ago-88;18.00;39;
25-ago-88;19.00;52;
25-ago-88;20.00;63;
25-ago-88;21.00;72;
25-ago-88;22.00;72;
25-ago-88;23.00;52;
26-ago-88;0.00;32;
26-ago-88;1.00;17;
26-ago-88;2.00;-8;
26-ago-88;3.00;-32;
26-ago-88;4.00;-44;
26-ago-88;5.00;-41;
26-ago-88;6.00;-21;
26-ago-88;7.00;4;
26-ago-88;8.00;30;
26-ago-88;9.00;51;
26-ago-88;10.00;60;
26-ago-88;11.00;60;
26-ago-88;12.00;49;
26-ago-88;13.00;30;
26-ago-88;14.00;11;
26-ago-88;15.00;2;
26-ago-88;16.00;6;
26-ago-88;17.00;15;
26-ago-88;18.00;27;
26-ago-88;19.00;40;
26-ago-88;20.00;55;
26-ago-88;21.00;64;
26-ago-88;22.00;70;
26-ago-88;23.00;60;
27-ago-88;0.00;39;
27-ago-88;1.00;14;
27-ago-88;2.00;-10;
27-ago-88;3.00;-29;
27-ago-88;4.00;-40;
27-ago-88;5.00;-44;
27-ago-88;6.00;-31;
27-ago-88;7.00;-7;
27-ago-88;8.00;20;
27-ago-88;9.00;39;
27-ago-88;10.00;54;
27-ago-88;11.00;62;
27-ago-88;12.00;55;
27-ago-88;13.00;44;
27-ago-88;14.00;31;
27-ago-88;15.00;15;
27-ago-88;16.00;1;
27-ago-88;17.00;-5;
27-ago-88;18.00;1;
27-ago-88;19.00;18;
27-ago-88;20.00;36;
27-ago-88;21.00;51;
27-ago-88;22.00;60;
27-ago-88;23.00;59;
28-ago-88;0.00;46;
28-ago-88;1.00;27;
28-ago-88;2.00;4;
28-ago-88;3.00;-21;
28-ago-88;4.00;-40;
28-ago-88;5.00;-48;
28-ago-88;6.00;-44;
28-ago-88;7.00;-25;
28-ago-88;8.00;-2;
28-ago-88;9.00;23;
28-ago-88;10.00;44;
28-ago-88;11.00;62;
28-ago-88;12.00;68;
28-ago-88;13.00;62;
28-ago-88;14.00;43;
28-ago-88;15.00;25;
28-ago-88;16.00;5;
28-ago-88;17.00;-8;
28-ago-88;18.00;-10;
28-ago-88;19.00;-1;
28-ago-88;20.00;17;
28-ago-88;21.00;37;
28-ago-88;22.00;54;
28-ago-88;23.00;60;
29-ago-88;0.00;57;
29-ago-88;1.00;40;
29-ago-88;2.00;19;
29-ago-88;3.00;-7;
29-ago-88;4.00;-28;
29-ago-88;5.00;-42;
29-ago-88;6.00;-42;
29-ago-88;7.00;-26;
29-ago-88;8.00;-3;
29-ago-88;9.00;27;
29-ago-88;10.00;49;
29-ago-88;11.00;68;
29-ago-88;12.00;76;
29-ago-88;13.00;72;
29-ago-88;14.00;56;
29-ago-88;15.00;36;
29-ago-88;16.00;15;
29-ago-88;17.00;-2;
29-ago-88;18.00;-12;
29-ago-88;19.00;-10;
29-ago-88;20.00;4;
29-ago-88;21.00;23;
29-ago-88;22.00;42;
29-ago-88;23.00;54;
30-ago-88;0.00;55;
30-ago-88;1.00;39;
30-ago-88;2.00;23;
30-ago-88;3.00;3;
30-ago-88;4.00;-14;
30-ago-88;5.00;-26;
30-ago-88;6.00;-25;
30-ago-88;7.00;-13;
30-ago-88;8.00;11;
30-ago-88;9.00;34;
30-ago-88;10.00;53;
30-ago-88;11.00;68;
30-ago-88;12.00;74;
30-ago-88;13.00;68;
30-ago-88;14.00;55;
30-ago-88;15.00;35;
30-ago-88;16.00;18;
30-ago-88;17.00;-1;
30-ago-88;18.00;-12;
30-ago-88;19.00;-16;
30-ago-88;20.00;-12;
30-ago-88;21.00;4;
30-ago-88;22.00;21;
30-ago-88;23.00;33;
31-ago-88;0.00;40;
31-ago-88;1.00;39;
31-ago-88;2.00;28;
31-ago-88;3.00;12;
31-ago-88;4.00;-2;
31-ago-88;5.00;-11;
31-ago-88;6.00;-15;
31-ago-88;7.00;-8;
31-ago-88;8.00;6;
31-ago-88;9.00;23;
31-ago-88;10.00;39;
31-ago-88;11.00;51;
31-ago-88;12.00;61;
31-ago-88;13.00;62;
31-ago-88;14.00;55;
31-ago-88;15.00;41;
31-ago-88;16.00;25;
31-ago-88;17.00;8;
31-ago-88;18.00;-7;
31-ago-88;19.00;-15;
31-ago-88;20.00;-17;
31-ago-88;21.00;-10;
31-ago-88;22.00;4;
31-ago-88;23.00;16;
1-set-88;0.00;27;
1-set-88;1.00;32;
1-set-88;2.00;32;
1-set-88;3.00;25;
1-set-88;4.00;15;
1-set-88;5.00;1;
1-set-88;6.00;-5;
1-set-88;7.00;-5;
1-set-88;8.00;3;
1-set-88;9.00;16;
1-set-88;10.00;32;
1-set-88;11.00;44;
1-set-88;12.00;55;
1-set-88;13.00;60;
1-set-88;14.00;57;
1-set-88;15.00;48;
1-set-88;16.00;36;
1-set-88;17.00;20;
1-set-88;18.00;6;
1-set-88;19.00;-4;
1-set-88;20.00;-7;
1-set-88;21.00;-5;
1-set-88;22.00;4;
1-set-88;23.00;17;
2-set-88;0.00;30;
2-set-88;1.00;39;
2-set-88;2.00;43;
2-set-88;3.00;40;
2-set-88;4.00;33;
2-set-88;5.00;24;
2-set-88;6.00;17;
2-set-88;7.00;18;
2-set-88;8.00;23;
2-set-88;9.00;39;
2-set-88;10.00;52;
2-set-88;11.00;63;
2-set-88;12.00;72;
2-set-88;13.00;79;
2-set-88;14.00;75;
2-set-88;15.00;70;
2-set-88;16.00;59;
